id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
11845,20210718,S08000031,,45 - 64,,All,d,1456,1577,-7.7
11846,20210718,S08000031,,65 - 74,,All,d,558,604.5,-7.7
11847,20210718,S08000031,,75 - 84,,All,d,472,539.5,-12.5
11848,20210718,S08000031,,85 and over,,All,d,259,309.5,-16.3
11849,20210718,S08000031,,All ages,d,All,d,6555,6940,-5.5
11850,20210718,S08000031,,All ages,d,Female,,3181,3394.5,-6.3
11851,20210718,S08000031,,All ages,d,Male,,3315,3535,-6.2
11852,20210718,S08000032,,Under 5,,All,d,273,191,42.9
11853,20210718,S08000032,,5 - 14,,All,d,287,261,10
11854,20210718,S08000032,,15 - 44,,All,d,1452,1396,4
11855,20210718,S08000032,,45 - 64,,All,d,1062,1013,4.8
11856,20210718,S08000032,,65 - 74,,All,d,478,447.5,6.8
11857,20210718,S08000032,,75 - 84,,All,d,383,389,-1.5
11858,20210718,S08000032,,85 and over,,All,d,185,184,0.5
11859,20210718,S08000032,,All ages,d,All,d,4157,3931.5,5.7
11860,20210718,S08000032,,All ages,d,Female,,2026,1963.5,3.2
11861,20210718,S08000032,,All ages,d,Male,,2094,1918,9.2
11862,20210718,S92000003,d,Under 5,,All,d,2272,2215,2.6
11863,20210718,S92000003,d,5 - 14,,All,d,2367,2180,8.6
11864,20210718,S92000003,d,15 - 44,,All,d,9342,9650,-3.2
11865,20210718,S92000003,d,45 - 64,,All,d,5828,5971.5,-2.4
11866,20210718,S92000003,d,65 - 74,,All,d,2535,2566,-1.2
11867,20210718,S92000003,d,75 - 84,,All,d,2143,2259.5,-5.2
11868,20210718,S92000003,d,85 and over,,All,d,1201,1213.5,-1
11869,20210718,S92000003,d,All ages,d,All,d,26204,26661.5,-1.7
11870,20210718,S92000003,d,All ages,d,Female,,12459,12834,-2.9
11871,20210718,S92000003,d,All ages,d,Male,,13229,13221.5,0.1
11872,20210725,S08000015,,Under 5,,All,d,144,166,-13.3
11873,20210725,S08000015,,5 - 14,,All,d,197,189,4.2
11874,20210725,S08000015,,15 - 44,,All,d,676,757.5,-10.8
11875,20210725,S08000015,,45 - 64,,All,d,433,534.5,-19
11876,20210725,S08000015,,65 - 74,,All,d,199,215.5,-7.7
11877,20210725,S08000015,,75 - 84,,All,d,172,188.5,-8.8
11878,20210725,S08000015,,85 and over,,All,d,96,89,7.9
11879,20210725,S08000015,,All ages,d,All,d,1936,2159.5,-10.3
11880,20210725,S08000015,,All ages,d,Female,,904,1046,-13.6
11881,20210725,S08000015,,All ages,d,Male,,1013,1094,-7.4
11882,20210725,S08000016,,Under 5,,All,d,31,29,6.9
11883,20210725,S08000016,,5 - 14,,All,d,51,43,18.6
11884,20210725,S08000016,,15 - 44,,All,d,195,180.5,8
11885,20210725,S08000016,,45 - 64,,All,d,140,171.5,-18.4
11886,20210725,S08000016,,65 - 74,,All,d,99,74.5,32.9
11887,20210725,S08000016,,75 - 84,,All,d,83,86,-3.5
11888,20210725,S08000016,,85 and over,,All,d,48,45,6.7
11889,20210725,S08000016,,All ages,d,All,d,671,646.5,3.8
11890,20210725,S08000016,,All ages,d,Female,,305,308.5,-1.1
11891,20210725,S08000016,,All ages,d,Male,,342,321,6.5
11892,20210725,S08000017,,Under 5,,All,d,37,53,-30.2
11893,20210725,S08000017,,5 - 14,,All,d,70,72,-2.8
11894,20210725,S08000017,,15 - 44,,All,d,311,308.5,0.8
11895,20210725,S08000017,,45 - 64,,All,d,204,224,-8.9
11896,20210725,S08000017,,65 - 74,,All,d,105,108,-2.8
11897,20210725,S08000017,,75 - 84,,All,d,101,93.5,8
11898,20210725,S08000017,,85 and over,,All,d,49,61.5,-20.3
11899,20210725,S08000017,,All ages,d,All,d,915,937,-2.3
11900,20210725,S08000017,,All ages,d,Female,,401,459.5,-12.7
11901,20210725,S08000017,,All ages,d,Male,,476,461,3.3
11902,20210725,S08000019,,Under 5,,All,d,88,88.5,-0.6
11903,20210725,S08000019,,5 - 14,,All,d,96,96.5,-0.5
11904,20210725,S08000019,,15 - 44,,All,d,442,463,-4.5
11905,20210725,S08000019,,45 - 64,,All,d,259,328.5,-21.2
11906,20210725,S08000019,,65 - 74,,All,d,116,129.5,-10.4
11907,20210725,S08000019,,75 - 84,,All,d,132,107.5,22.8
11908,20210725,S08000019,,85 and over,,All,d,72,57.5,25.2
11909,20210725,S08000019,,All ages,d,All,d,1209,1291,-6.4
11910,20210725,S08000019,,All ages,d,Female,,567,611,-7.2
11911,20210725,S08000019,,All ages,d,Male,,638,660,-3.3
11912,20210725,S08000020,,Under 5,,All,d,155,165,-6.1
11913,20210725,S08000020,,5 - 14,,All,d,173,182.5,-5.2
11914,20210725,S08000020,,15 - 44,,All,d,598,738,-19
11915,20210725,S08000020,,45 - 64,,All,d,370,402.5,-8.1
11916,20210725,S08000020,,65 - 74,,All,d,168,172,-2.3
11917,20210725,S08000020,,75 - 84,,All,d,168,149.5,12.4
11918,20210725,S08000020,,85 and over,,All,d,107,103.5,3.4
11919,20210725,S08000020,,All ages,d,All,d,1789,1994,-10.3
11920,20210725,S08000020,,All ages,d,Female,,835,927.5,-10
11921,20210725,S08000020,,All ages,d,Male,,904,985.5,-8.3
11922,20210725,S08000022,,Under 5,,All,d,51,53.5,-4.7
11923,20210725,S08000022,,5 - 14,,All,d,109,90,21.1
11924,20210725,S08000022,,15 - 44,,All,d,438,446.5,-1.9
11925,20210725,S08000022,,45 - 64,,All,d,301,286.5,5.1
11926,20210725,S08000022,,65 - 74,,All,d,140,132.5,5.7
11927,20210725,S08000022,,75 - 84,,All,d,118,111,6.3
11928,20210725,S08000022,,85 and over,,All,d,74,53.5,38.3
11929,20210725,S08000022,,All ages,d,All,d,1385,1346.5,2.9
11930,20210725,S08000022,,All ages,d,Female,,572,541,5.7
11931,20210725,S08000022,,All ages,d,Male,,659,632.5,4.2
11932,20210725,S08000024,,Under 5,,All,d,520,500.5,3.9
11933,20210725,S08000024,,5 - 14,,All,d,463,417,11
11934,20210725,S08000024,,15 - 44,,All,d,1613,1490,8.3
11935,20210725,S08000024,,45 - 64,,All,d,859,865,-0.7
11936,20210725,S08000024,,65 - 74,,All,d,306,363.5,-15.8
11937,20210725,S08000024,,75 - 84,,All,d,315,307,2.6
11938,20210725,S08000024,,85 and over,,All,d,195,173,12.7
11939,20210725,S08000024,,All ages,d,All,d,4398,4343,1.3
11940,20210725,S08000024,,All ages,d,Female,,2108,1990,5.9
11941,20210725,S08000024,,All ages,d,Male,,2163,2126,1.7
11942,20210725,S08000025,,Under 5,,All,d,8,5,60
11943,20210725,S08000025,,5 - 14,,All,d,6,11,-45.5
11944,20210725,S08000025,,15 - 44,,All,d,35,46.5,-24.7
11945,20210725,S08000025,,45 - 64,,All,d,26,29,-10.3
11946,20210725,S08000025,,65 - 74,,All,d,25,15.5,61.3
11947,20210725,S08000025,,75 - 84,,All,d,12,18.5,-35.1
11948,20210725,S08000025,,85 and over,,All,d,6,6,0
11949,20210725,S08000025,,All ages,d,All,d,127,147.5,-13.9
11950,20210725,S08000025,,All ages,d,Female,,54,63,-14.3
11951,20210725,S08000025,,All ages,d,Male,,64,68.5,-6.6
11952,20210725,S08000026,,Under 5,,All,d,5,12,-58.3
11953,20210725,S08000026,,5 - 14,,All,d,12,15.5,-22.6
11954,20210725,S08000026,,15 - 44,,All,d,45,46,-2.2
11955,20210725,S08000026,,45 - 64,,All,d,22,29.5,-25.4
11956,20210725,S08000026,,65 - 74,,All,d,17,14.5,17.2
11957,20210725,S08000026,,75 - 84,,All,d,13,12,8.3
11958,20210725,S08000026,,All ages,d,All,d,129,145,-11
11959,20210725,S08000026,,All ages,d,Female,,63,67,-6
11960,20210725,S08000026,,All ages,d,Male,,54,68,-20.6
11961,20210725,S08000028,,5 - 14,,All,d,10,14,-28.6
11962,20210725,S08000028,,15 - 44,,All,d,30,45,-33.3
11963,20210725,S08000028,,45 - 64,,All,d,28,34.5,-18.8
11964,20210725,S08000028,,65 - 74,,All,d,10,18.5,-45.9
11965,20210725,S08000028,,75 - 84,,All,d,9,11.5,-21.7
11966,20210725,S08000028,,85 and over,,All,d,6,6,0
11967,20210725,S08000028,,All ages,d,All,d,99,147.5,-32.9
11968,20210725,S08000028,,All ages,d,Female,,43,64.5,-33.3
11969,20210725,S08000028,,All ages,d,Male,,53,74,-28.4
11970,20210725,S08000029,,Under 5,,All,d,78,99.5,-21.6
11971,20210725,S08000029,,5 - 14,,All,d,100,105.5,-5.2
11972,20210725,S08000029,,15 - 44,,All,d,443,500.5,-11.5
11973,20210725,S08000029,,45 - 64,,All,d,296,307,-3.6
11974,20210725,S08000029,,65 - 74,,All,d,97,124.5,-22.1
11975,20210725,S08000029,,75 - 84,,All,d,129,102.5,25.9
11976,20210725,S08000029,,85 and over,,All,d,77,55.5,38.7
11977,20210725,S08000029,,All ages,d,All,d,1235,1311,-5.8
11978,20210725,S08000029,,All ages,d,Female,,588,630.5,-6.7
11979,20210725,S08000029,,All ages,d,Male,,632,664.5,-4.9
11980,20210725,S08000030,,Under 5,,All,d,110,103,6.8
11981,20210725,S08000030,,5 - 14,,All,d,154,133.5,15.4
11982,20210725,S08000030,,15 - 44,,All,d,603,625.5,-3.6
11983,20210725,S08000030,,45 - 64,,All,d,320,343,-6.7
11984,20210725,S08000030,,65 - 74,,All,d,145,128,13.3
11985,20210725,S08000030,,75 - 84,,All,d,120,115.5,3.9
11986,20210725,S08000030,,85 and over,,All,d,74,76,-2.6
11987,20210725,S08000030,,All ages,d,All,d,1536,1545.5,-0.6
11988,20210725,S08000030,,All ages,d,Female,,702,718,-2.2
11989,20210725,S08000030,,All ages,d,Male,,824,806.5,2.2
11990,20210725,S08000031,,Under 5,,All,d,699,662.5,5.5
11991,20210725,S08000031,,5 - 14,,All,d,638,555,15
11992,20210725,S08000031,,15 - 44,,All,d,2498,2675,-6.6
11993,20210725,S08000031,,45 - 64,,All,d,1499,1552.5,-3.4
11994,20210725,S08000031,,65 - 74,,All,d,598,599,-0.2
11995,20210725,S08000031,,75 - 84,,All,d,487,525.5,-7.3
11996,20210725,S08000031,,85 and over,,All,d,270,284,-4.9
11997,20210725,S08000031,,All ages,d,All,d,6750,6906.5,-2.3
11998,20210725,S08000031,,All ages,d,Female,,3196,3369,-5.1
11999,20210725,S08000031,,All ages,d,Male,,3493,3484.5,0.2
12000,20210725,S08000032,,Under 5,,All,d,240,208.5,15.1
12021,20210801,S08000015,,5 - 14,,All,d,189,213.5,-11.5
12022,20210801,S08000015,,15 - 44,,All,d,633,788,-19.7
12023,20210801,S08000015,,45 - 64,,All,d,408,499.5,-18.3
12024,20210801,S08000015,,65 - 74,,All,d,204,207,-1.4
12025,20210801,S08000015,,75 - 84,,All,d,184,195.5,-5.9
12026,20210801,S08000015,,85 and over,,All,d,79,102,-22.5
12027,20210801,S08000015,,All ages,d,All,d,1919,2215.5,-13.4
12028,20210801,S08000015,,All ages,d,Female,,896,1091,-17.9
12029,20210801,S08000015,,All ages,d,Male,,981,1082,-9.3
12030,20210801,S08000016,,Under 5,,All,d,26,28,-7.1
12031,20210801,S08000016,,5 - 14,,All,d,27,36,-25
12032,20210801,S08000016,,15 - 44,,All,d,180,210,-14.3
12033,20210801,S08000016,,45 - 64,,All,d,130,153.5,-15.3
12034,20210801,S08000016,,65 - 74,,All,d,79,80,-1.2
12035,20210801,S08000016,,75 - 84,,All,d,85,72.5,17.2
12036,20210801,S08000016,,85 and over,,All,d,40,55,-27.3
12037,20210801,S08000016,,All ages,d,All,d,595,661,-10
12038,20210801,S08000016,,All ages,d,Female,,263,299.5,-12.2
12039,20210801,S08000016,,All ages,d,Male,,304,335.5,-9.4
12040,20210801,S08000017,,Under 5,,All,d,51,59.5,-14.3
12041,20210801,S08000017,,5 - 14,,All,d,69,74,-6.8
12042,20210801,S08000017,,15 - 44,,All,d,344,311,10.6
12043,20210801,S08000017,,45 - 64,,All,d,197,209.5,-6
12044,20210801,S08000017,,65 - 74,,All,d,99,107,-7.5
12045,20210801,S08000017,,75 - 84,,All,d,101,106,-4.7
12046,20210801,S08000017,,85 and over,,All,d,55,58.5,-6
12047,20210801,S08000017,,All ages,d,All,d,957,981,-2.4
12048,20210801,S08000017,,All ages,d,Female,,440,450.5,-2.3
12049,20210801,S08000017,,All ages,d,Male,,476,475,0.2
12050,20210801,S08000019,,Under 5,,All,d,93,86.5,7.5
12051,20210801,S08000019,,5 - 14,,All,d,93,105.5,-11.8
12052,20210801,S08000019,,15 - 44,,All,d,421,478.5,-12
12053,20210801,S08000019,,45 - 64,,All,d,257,304,-15.5
12054,20210801,S08000019,,65 - 74,,All,d,121,143,-15.4
12055,20210801,S08000019,,75 - 84,,All,d,113,115.5,-2.2
12056,20210801,S08000019,,85 and over,,All,d,64,62,3.2
12057,20210801,S08000019,,All ages,d,All,d,1169,1334.5,-12.4
12058,20210801,S08000019,,All ages,d,Female,,553,632.5,-12.6
12059,20210801,S08000019,,All ages,d,Male,,609,662.5,-8.1
12060,20210801,S08000020,,Under 5,,All,d,139,152,-8.6
12061,20210801,S08000020,,5 - 14,,All,d,148,182.5,-18.9
12062,20210801,S08000020,,15 - 44,,All,d,612,750.5,-18.5
12063,20210801,S08000020,,45 - 64,,All,d,345,408,-15.4
12064,20210801,S08000020,,65 - 74,,All,d,163,162.5,0.3
12065,20210801,S08000020,,75 - 84,,All,d,167,163,2.5
12066,20210801,S08000020,,85 and over,,All,d,97,98,-1
12067,20210801,S08000020,,All ages,d,All,d,1724,1999.5,-13.8
12068,20210801,S08000020,,All ages,d,Female,,776,920.5,-15.7
12069,20210801,S08000020,,All ages,d,Male,,895,996,-10.1
12070,20210801,S08000022,,Under 5,,All,d,66,54,22.2
12071,20210801,S08000022,,5 - 14,,All,d,88,85,3.5
12072,20210801,S08000022,,15 - 44,,All,d,420,473.5,-11.3
12073,20210801,S08000022,,45 - 64,,All,d,288,288,0
12074,20210801,S08000022,,65 - 74,,All,d,133,131.5,1.1
12075,20210801,S08000022,,75 - 84,,All,d,85,94.5,-10.1
12076,20210801,S08000022,,85 and over,,All,d,59,52.5,12.4
12077,20210801,S08000022,,All ages,d,All,d,1306,1389,-6
12078,20210801,S08000022,,All ages,d,Female,,544,540.5,0.6
12079,20210801,S08000022,,All ages,d,Male,,595,638.5,-6.8
12080,20210801,S08000024,,Under 5,,All,d,492,501,-1.8
12081,20210801,S08000024,,5 - 14,,All,d,497,419.5,18.5
12082,20210801,S08000024,,15 - 44,,All,d,1505,1545.5,-2.6
12083,20210801,S08000024,,45 - 64,,All,d,836,873.5,-4.3
12084,20210801,S08000024,,65 - 74,,All,d,342,355.5,-3.8
12085,20210801,S08000024,,75 - 84,,All,d,309,295,4.7
12086,20210801,S08000024,,85 and over,,All,d,182,180,1.1
12087,20210801,S08000024,,All ages,d,All,d,4323,4451,-2.9
12088,20210801,S08000024,,All ages,d,Female,,2083,2046,1.8
12089,20210801,S08000024,,All ages,d,Male,,2080,2124,-2.1
12090,20210801,S08000025,,5 - 14,,All,d,13,12.5,4
12091,20210801,S08000025,,15 - 44,,All,d,38,42,-9.5
12092,20210801,S08000025,,45 - 64,,All,d,23,39.5,-41.8
12093,20210801,S08000025,,65 - 74,,All,d,9,18,-50
12094,20210801,S08000025,,75 - 84,,All,d,16,18,-11.1
12095,20210801,S08000025,,85 and over,,All,d,10,10,0
12096,20210801,S08000025,,All ages,d,All,d,121,161,-24.8
12097,20210801,S08000025,,All ages,d,Female,,57,74.5,-23.5
12098,20210801,S08000025,,All ages,d,Male,,54,72,-25
12099,20210801,S08000026,,Under 5,,All,d,11,10.5,4.8
12100,20210801,S08000026,,5 - 14,,All,d,13,17.5,-25.7
12101,20210801,S08000026,,15 - 44,,All,d,56,42.5,31.8
12102,20210801,S08000026,,45 - 64,,All,d,43,36,19.4
12103,20210801,S08000026,,65 - 74,,All,d,14,15.5,-9.7
12104,20210801,S08000026,,75 - 84,,All,d,16,15,6.7
12105,20210801,S08000026,,85 and over,,All,d,8,4.5,77.8
12106,20210801,S08000026,,All ages,d,All,d,171,153,11.8
12107,20210801,S08000026,,All ages,d,Female,,72,57.5,25.2
12108,20210801,S08000026,,All ages,d,Male,,89,84,6
12109,20210801,S08000028,,5 - 14,,All,d,8,11,-27.3
12110,20210801,S08000028,,15 - 44,,All,d,27,41,-34.1
12111,20210801,S08000028,,45 - 64,,All,d,18,37.5,-52
12112,20210801,S08000028,,65 - 74,,All,d,11,18.5,-40.5
12113,20210801,S08000028,,75 - 84,,All,d,10,14,-28.6
12114,20210801,S08000028,,85 and over,,All,d,5,7,-28.6
12115,20210801,S08000028,,All ages,d,All,d,97,145,-33.1
12116,20210801,S08000028,,All ages,d,Female,,42,63,-33.3
12117,20210801,S08000028,,All ages,d,Male,,40,71,-43.7
12118,20210801,S08000029,,Under 5,,All,d,76,92.5,-17.8
12119,20210801,S08000029,,5 - 14,,All,d,107,106,0.9
12120,20210801,S08000029,,15 - 44,,All,d,433,504,-14.1
12121,20210801,S08000029,,45 - 64,,All,d,248,321,-22.7
12122,20210801,S08000029,,65 - 74,,All,d,111,137,-19
12123,20210801,S08000029,,75 - 84,,All,d,104,116.5,-10.7
12124,20210801,S08000029,,85 and over,,All,d,59,70.5,-16.3
12125,20210801,S08000029,,All ages,d,All,d,1156,1375.5,-16
12126,20210801,S08000029,,All ages,d,Female,,567,690,-17.8
12127,20210801,S08000029,,All ages,d,Male,,571,657.5,-13.2
12128,20210801,S08000030,,Under 5,,All,d,102,105.5,-3.3
12129,20210801,S08000030,,5 - 14,,All,d,125,125,0
12130,20210801,S08000030,,15 - 44,,All,d,614,621.5,-1.2
12131,20210801,S08000030,,45 - 64,,All,d,321,356,-9.8
12132,20210801,S08000030,,65 - 74,,All,d,126,133,-5.3
12133,20210801,S08000030,,75 - 84,,All,d,121,130,-6.9
12134,20210801,S08000030,,85 and over,,All,d,65,71.5,-9.1
12135,20210801,S08000030,,All ages,d,All,d,1502,1607,-6.5
12136,20210801,S08000030,,All ages,d,Female,,693,739.5,-6.3
12137,20210801,S08000030,,All ages,d,Male,,781,803,-2.7
12138,20210801,S08000031,,Under 5,,All,d,711,653,8.9
12139,20210801,S08000031,,5 - 14,,All,d,565,580.5,-2.7
12140,20210801,S08000031,,15 - 44,,All,d,2447,2577,-5
12141,20210801,S08000031,,45 - 64,,All,d,1466,1560.5,-6.1
12142,20210801,S08000031,,65 - 74,,All,d,587,576.5,1.8
12143,20210801,S08000031,,75 - 84,,All,d,455,533.5,-14.7
12144,20210801,S08000031,,85 and over,,All,d,277,288,-3.8
12145,20210801,S08000031,,All ages,d,All,d,6587,6947,-5.2
12146,20210801,S08000031,,All ages,d,Female,,3200,3274.5,-2.3
12147,20210801,S08000031,,All ages,d,Male,,3308,3494.5,-5.3
12148,20210801,S08000032,,Under 5,,All,d,221,194.5,13.6
12149,20210801,S08000032,,5 - 14,,All,d,244,263,-7.2
12150,20210801,S08000032,,15 - 44,,All,d,1483,1443,2.8
12151,20210801,S08000032,,45 - 64,,All,d,1021,1017,0.4
12152,20210801,S08000032,,65 - 74,,All,d,459,439,4.6
12153,20210801,S08000032,,75 - 84,,All,d,359,416,-13.7
12154,20210801,S08000032,,85 and over,,All,d,217,192,13
12155,20210801,S08000032,,All ages,d,All,d,4043,4006,0.9
12156,20210801,S08000032,,All ages,d,Female,,1976,1961,0.8
12157,20210801,S08000032,,All ages,d,Male,,2028,2003.5,1.2
12158,20210801,S92000003,d,Under 5,,All,d,2173,2116,2.7
12159,20210801,S92000003,d,5 - 14,,All,d,2186,2231.5,-2
12160,20210801,S92000003,d,15 - 44,,All,d,9213,9828,-6.3
12161,20210801,S92000003,d,45 - 64,,All,d,5601,6103.5,-8.2
12162,20210801,S92000003,d,65 - 74,,All,d,2458,2524,-2.6
12163,20210801,S92000003,d,75 - 84,,All,d,2125,2285,-7
12164,20210801,S92000003,d,85 and over,,All,d,1217,1251.5,-2.8
12165,20210801,S92000003,d,All ages,d,All,d,25670,27426,-6.4
12166,20210801,S92000003,d,All ages,d,Female,,12162,12840.5,-5.3
12167,20210801,S92000003,d,All ages,d,Male,,12811,13499,-5.1
12168,20210808,S08000015,,Under 5,,All,d,127,176.5,-28
12169,20210808,S08000015,,5 - 14,,All,d,176,196,-10.2
12170,20210808,S08000015,,15 - 44,,All,d,701,766,-8.5
12171,20210808,S08000015,,45 - 64,,All,d,401,527.5,-24
12172,20210808,S08000015,,65 - 74,,All,d,192,242.5,-20.8
12173,20210808,S08000015,,75 - 84,,All,d,196,186,5.4
12174,20210808,S08000015,,85 and over,,All,d,83,95.5,-13.1
12175,20210808,S08000015,,All ages,d,All,d,1916,2210,-13.3
12176,20210808,S08000015,,All ages,d,Female,,877,1093.5,-19.8
12177,20210808,S08000015,,All ages,d,Male,,999,1096.5,-8.9
12178,20210808,S08000016,,Under 5,,All,d,32,23.5,36.2
12179,20210808,S08000016,,5 - 14,,All,d,30,39.5,-24.1
12180,20210808,S08000016,,15 - 44,,All,d,175,196.5,-10.9
12181,20210808,S08000016,,45 - 64,,All,d,136,146,-6.8
12182,20210808,S08000016,,65 - 74,,All,d,73,78,-6.4
12183,20210808,S08000016,,75 - 84,,All,d,79,70,12.9
12184,20210808,S08000016,,85 and over,,All,d,52,47,10.6
12185,20210808,S08000016,,All ages,d,All,d,601,612.5,-1.9
12186,20210808,S08000016,,All ages,d,Female,,280,308.5,-9.2
12187,20210808,S08000016,,All ages,d,Male,,297,292,1.7
12188,20210808,S08000017,,Under 5,,All,d,43,70,-38.6
12189,20210808,S08000017,,5 - 14,,All,d,47,88,-46.6
12190,20210808,S08000017,,15 - 44,,All,d,281,332,-15.4
12191,20210808,S08000017,,45 - 64,,All,d,196,227,-13.7
12192,20210808,S08000017,,65 - 74,,All,d,118,108,9.3
12193,20210808,S08000017,,75 - 84,,All,d,96,106,-9.4
12194,20210808,S08000017,,85 and over,,All,d,43,46,-6.5
12195,20210808,S08000017,,All ages,d,All,d,866,993,-12.8
12196,20210808,S08000017,,All ages,d,Female,,403,498.5,-19.2
12197,20210808,S08000017,,All ages,d,Male,,421,478.5,-12
12198,20210808,S08000019,,Under 5,,All,d,79,72,9.7
12199,20210808,S08000019,,5 - 14,,All,d,73,93.5,-21.9
12200,20210808,S08000019,,15 - 44,,All,d,423,472.5,-10.5
12201,20210808,S08000019,,45 - 64,,All,d,251,314.5,-20.2
12202,20210808,S08000019,,65 - 74,,All,d,116,130.5,-11.1
12203,20210808,S08000019,,75 - 84,,All,d,115,106.5,8
12204,20210808,S08000019,,85 and over,,All,d,62,58.5,6
12205,20210808,S08000019,,All ages,d,All,d,1128,1268.5,-11.1
12206,20210808,S08000019,,All ages,d,Female,,499,593.5,-15.9
12207,20210808,S08000019,,All ages,d,Male,,620,654.5,-5.3
12208,20210808,S08000020,,Under 5,,All,d,160,144,11.1
12209,20210808,S08000020,,5 - 14,,All,d,171,174,-1.7
12210,20210808,S08000020,,15 - 44,,All,d,596,768.5,-22.4
12211,20210808,S08000020,,45 - 64,,All,d,347,413,-16
12212,20210808,S08000020,,65 - 74,,All,d,181,174,4
12213,20210808,S08000020,,75 - 84,,All,d,165,169.5,-2.7
12214,20210808,S08000020,,85 and over,,All,d,110,96.5,14
12215,20210808,S08000020,,All ages,d,All,d,1801,2024,-11
12216,20210808,S08000020,,All ages,d,Female,,828,929.5,-10.9
12217,20210808,S08000020,,All ages,d,Male,,902,1010,-10.7
12218,20210808,S08000022,,Under 5,,All,d,55,61.5,-10.6
12219,20210808,S08000022,,5 - 14,,All,d,70,111,-36.9
12220,20210808,S08000022,,15 - 44,,All,d,425,446,-4.7
12221,20210808,S08000022,,45 - 64,,All,d,299,310,-3.5
12222,20210808,S08000022,,65 - 74,,All,d,118,116.5,1.3
12223,20210808,S08000022,,75 - 84,,All,d,128,105.5,21.3
12224,20210808,S08000022,,85 and over,,All,d,49,52,-5.8
12225,20210808,S08000022,,All ages,d,All,d,1319,1397.5,-5.6
12226,20210808,S08000022,,All ages,d,Female,,563,552,2
12227,20210808,S08000022,,All ages,d,Male,,581,650.5,-10.7
12228,20210808,S08000024,,Under 5,,All,d,563,460.5,22.3
12229,20210808,S08000024,,5 - 14,,All,d,427,424.5,0.6
12230,20210808,S08000024,,15 - 44,,All,d,1557,1554,0.2
12231,20210808,S08000024,,45 - 64,,All,d,884,833.5,6.1
12232,20210808,S08000024,,65 - 74,,All,d,359,351.5,2.1
12233,20210808,S08000024,,75 - 84,,All,d,311,319.5,-2.7
12234,20210808,S08000024,,85 and over,,All,d,197,204,-3.4
12235,20210808,S08000024,,All ages,d,All,d,4458,4427,0.7
12236,20210808,S08000024,,All ages,d,Female,,2113,2095.5,0.8
12237,20210808,S08000024,,All ages,d,Male,,2185,2052,6.5
12238,20210808,S08000025,,Under 5,,All,d,10,8.5,17.6
12239,20210808,S08000025,,5 - 14,,All,d,15,8.5,76.5
12240,20210808,S08000025,,15 - 44,,All,d,33,34,-2.9
12241,20210808,S08000025,,45 - 64,,All,d,23,30,-23.3
12242,20210808,S08000025,,65 - 74,,All,d,14,15.5,-9.7
12243,20210808,S08000025,,75 - 84,,All,d,19,16,18.8
12244,20210808,S08000025,,85 and over,,All,d,8,7.5,6.7
12245,20210808,S08000025,,All ages,d,All,d,132,137,-3.6
12246,20210808,S08000025,,All ages,d,Female,,57,56.5,0.9
12247,20210808,S08000025,,All ages,d,Male,,65,63.5,2.4
12248,20210808,S08000026,,Under 5,,All,d,12,9.5,26.3
12249,20210808,S08000026,,5 - 14,,All,d,6,12,-50
12250,20210808,S08000026,,15 - 44,,All,d,36,51,-29.4
12251,20210808,S08000026,,45 - 64,,All,d,22,30,-26.7
12252,20210808,S08000026,,65 - 74,,All,d,9,13,-30.8
12253,20210808,S08000026,,75 - 84,,All,d,19,14.5,31
12254,20210808,S08000026,,85 and over,,All,d,6,7,-14.3
