id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,number_attendances,average20182019,percent_variation
437,20200119,S08000032,,All ages,d,Male,,1846,1769,4.4
438,20200119,S92000003,d,Under 5,,All,d,2148,2374.5,-9.5
439,20200119,S92000003,d,5 - 14,,All,d,2414,2257,7
440,20200119,S92000003,d,15 - 44,,All,d,8767,8371.5,4.7
441,20200119,S92000003,d,45 - 64,,All,d,5637,5258.5,7.2
442,20200119,S92000003,d,65 - 74,,All,d,2467,2218,11.2
443,20200119,S92000003,d,75 - 84,,All,d,2291,2076,10.4
444,20200119,S92000003,d,85 and over,,All,d,1296,1277,1.5
445,20200119,S92000003,d,All ages,d,All,d,25447,24196.5,5.2
446,20200119,S92000003,d,All ages,d,Female,,12491,11792,5.9
447,20200119,S92000003,d,All ages,d,Male,,12529,12040.5,4.1
448,20200126,S08000015,,Under 5,,All,d,206,203,1.5
449,20200126,S08000015,,5 - 14,,All,d,238,224,6.2
450,20200126,S08000015,,15 - 44,,All,d,678,672.5,0.8
451,20200126,S08000015,,45 - 64,,All,d,415,428.5,-3.2
452,20200126,S08000015,,65 - 74,,All,d,201,198,1.5
453,20200126,S08000015,,75 - 84,,All,d,191,172,11
454,20200126,S08000015,,85 and over,,All,d,108,100.5,7.5
455,20200126,S08000015,,All ages,d,All,d,2047,2018.5,1.4
456,20200126,S08000015,,All ages,d,Female,,984,999.5,-1.6
457,20200126,S08000015,,All ages,d,Male,,1053,999,5.4
458,20200126,S08000016,,Under 5,,All,d,25,20,25
459,20200126,S08000016,,5 - 14,,All,d,45,36,25
460,20200126,S08000016,,15 - 44,,All,d,164,174,-5.7
461,20200126,S08000016,,45 - 64,,All,d,126,136,-7.4
462,20200126,S08000016,,65 - 74,,All,d,71,68,4.4
463,20200126,S08000016,,75 - 84,,All,d,60,77,-22.1
464,20200126,S08000016,,85 and over,,All,d,48,51,-5.9
465,20200126,S08000016,,All ages,d,All,d,548,570.5,-3.9
466,20200126,S08000016,,All ages,d,Female,,286,292.5,-2.2
467,20200126,S08000016,,All ages,d,Male,,253,269.5,-6.1
468,20200126,S08000017,,Under 5,,All,d,80,69,15.9
469,20200126,S08000017,,5 - 14,,All,d,78,66,18.2
470,20200126,S08000017,,15 - 44,,All,d,262,261,0.4
471,20200126,S08000017,,45 - 64,,All,d,171,170.5,0.3
472,20200126,S08000017,,65 - 74,,All,d,85,88,-3.4
473,20200126,S08000017,,75 - 84,,All,d,79,79.5,-0.6
474,20200126,S08000017,,85 and over,,All,d,56,46.5,20.4
475,20200126,S08000017,,All ages,d,All,d,827,796,3.9
476,20200126,S08000017,,All ages,d,Female,,389,394.5,-1.4
477,20200126,S08000017,,All ages,d,Male,,422,386,9.3
478,20200126,S08000019,,Under 5,,All,d,81,86.5,-6.4
479,20200126,S08000019,,5 - 14,,All,d,91,88,3.4
480,20200126,S08000019,,15 - 44,,All,d,459,428.5,7.1
481,20200126,S08000019,,45 - 64,,All,d,288,257,12.1
482,20200126,S08000019,,65 - 74,,All,d,121,122.5,-1.2
483,20200126,S08000019,,75 - 84,,All,d,137,108,26.9
484,20200126,S08000019,,85 and over,,All,d,59,60,-1.7
485,20200126,S08000019,,All ages,d,All,d,1245,1195,4.2
486,20200126,S08000019,,All ages,d,Female,,602,563,6.9
487,20200126,S08000019,,All ages,d,Male,,634,587.5,7.9
488,20200126,S08000020,,Under 5,,All,d,182,162.5,12
489,20200126,S08000020,,5 - 14,,All,d,213,212.5,0.2
490,20200126,S08000020,,15 - 44,,All,d,721,655,10.1
491,20200126,S08000020,,45 - 64,,All,d,389,354,9.9
492,20200126,S08000020,,65 - 74,,All,d,174,153,13.7
493,20200126,S08000020,,75 - 84,,All,d,164,149.5,9.7
494,20200126,S08000020,,85 and over,,All,d,88,95.5,-7.9
495,20200126,S08000020,,All ages,d,All,d,1965,1831.5,7.3
496,20200126,S08000020,,All ages,d,Female,,870,828.5,5
497,20200126,S08000020,,All ages,d,Male,,1061,953.5,11.3
498,20200126,S08000022,,Under 5,,All,d,61,52,17.3
499,20200126,S08000022,,5 - 14,,All,d,101,80,26.2
500,20200126,S08000022,,15 - 44,,All,d,335,367,-8.7
501,20200126,S08000022,,45 - 64,,All,d,252,246.5,2.2
502,20200126,S08000022,,65 - 74,,All,d,108,110,-1.8
503,20200126,S08000022,,75 - 84,,All,d,92,95.5,-3.7
504,20200126,S08000022,,85 and over,,All,d,59,49.5,19.2
505,20200126,S08000022,,All ages,d,All,d,1043,1041,0.2
506,20200126,S08000022,,All ages,d,Female,,476,487.5,-2.4
507,20200126,S08000022,,All ages,d,Male,,532,513,3.7
508,20200126,S08000024,,Under 5,,All,d,608,627,-3
509,20200126,S08000024,,5 - 14,,All,d,595,555.5,7.1
510,20200126,S08000024,,15 - 44,,All,d,1505,1375.5,9.4
511,20200126,S08000024,,45 - 64,,All,d,835,789,5.8
512,20200126,S08000024,,65 - 74,,All,d,329,303,8.6
513,20200126,S08000024,,75 - 84,,All,d,322,290.5,10.8
514,20200126,S08000024,,85 and over,,All,d,199,184,8.2
515,20200126,S08000024,,All ages,d,All,d,4539,4265,6.4
516,20200126,S08000024,,All ages,d,Female,,2174,2058.5,5.6
517,20200126,S08000024,,All ages,d,Male,,2219,2066,7.4
518,20200126,S08000025,,Under 5,,All,d,6,6,0
519,20200126,S08000025,,5 - 14,,All,d,17,6,183.3
520,20200126,S08000025,,15 - 44,,All,d,26,33,-21.2
521,20200126,S08000025,,45 - 64,,All,d,27,30.5,-11.5
522,20200126,S08000025,,65 - 74,,All,d,10,14.5,-31
523,20200126,S08000025,,75 - 84,,All,d,21,15,40
524,20200126,S08000025,,85 and over,,All,d,5,5,0
525,20200126,S08000025,,All ages,d,All,d,112,110.5,1.4
526,20200126,S08000025,,All ages,d,Female,,39,53,-26.4
527,20200126,S08000025,,All ages,d,Male,,73,57,28.1
528,20200126,S08000026,,Under 5,,All,d,5,13.5,-63
529,20200126,S08000026,,5 - 14,,All,d,20,11.5,73.9
530,20200126,S08000026,,15 - 44,,All,d,43,43.5,-1.1
531,20200126,S08000026,,45 - 64,,All,d,26,25.5,2
532,20200126,S08000026,,65 - 74,,All,d,12,11.5,4.3
533,20200126,S08000026,,75 - 84,,All,d,8,12,-33.3
534,20200126,S08000026,,85 and over,,All,d,13,6,116.7
535,20200126,S08000026,,All ages,d,All,d,127,130,-2.3
536,20200126,S08000026,,All ages,d,Female,,71,55,29.1
537,20200126,S08000026,,All ages,d,Male,,56,68.5,-18.2
538,20200126,S08000028,,Under 5,,All,d,10,7.5,33.3
539,20200126,S08000028,,5 - 14,,All,d,11,9,22.2
540,20200126,S08000028,,15 - 44,,All,d,32,30,6.7
541,20200126,S08000028,,45 - 64,,All,d,23,23,0
542,20200126,S08000028,,65 - 74,,All,d,16,13,23.1
543,20200126,S08000028,,75 - 84,,All,d,18,11,63.6
544,20200126,S08000028,,85 and over,,All,d,10,12,-16.7
545,20200126,S08000028,,All ages,d,All,d,120,110,9.1
546,20200126,S08000028,,All ages,d,Female,,56,51.5,8.7
547,20200126,S08000028,,All ages,d,Male,,64,54,18.5
548,20200126,S08000029,,Under 5,,All,d,81,80,1.2
549,20200126,S08000029,,5 - 14,,All,d,140,105,33.3
550,20200126,S08000029,,15 - 44,,All,d,487,449,8.5
551,20200126,S08000029,,45 - 64,,All,d,263,288.5,-8.8
552,20200126,S08000029,,65 - 74,,All,d,123,115,7
553,20200126,S08000029,,75 - 84,,All,d,128,106,20.8
554,20200126,S08000029,,85 and over,,All,d,59,66.5,-11.3
555,20200126,S08000029,,All ages,d,All,d,1289,1220.5,5.6
556,20200126,S08000029,,All ages,d,Female,,673,618.5,8.8
557,20200126,S08000029,,All ages,d,Male,,608,591.5,2.8
558,20200126,S08000030,,Under 5,,All,d,99,91,8.8
559,20200126,S08000030,,5 - 14,,All,d,147,127.5,15.3
560,20200126,S08000030,,15 - 44,,All,d,517,506,2.2
561,20200126,S08000030,,45 - 64,,All,d,311,294.5,5.6
562,20200126,S08000030,,65 - 74,,All,d,123,127,-3.1
563,20200126,S08000030,,75 - 84,,All,d,116,112,3.6
564,20200126,S08000030,,85 and over,,All,d,73,72,1.4
565,20200126,S08000030,,All ages,d,All,d,1413,1339.5,5.5
566,20200126,S08000030,,All ages,d,Female,,646,640.5,0.9
567,20200126,S08000030,,All ages,d,Male,,740,689.5,7.3
568,20200126,S08000031,,Under 5,,All,d,804,844.5,-4.8
569,20200126,S08000031,,5 - 14,,All,d,742,709.5,4.6
570,20200126,S08000031,,15 - 44,,All,d,2490,2363.5,5.4
571,20200126,S08000031,,45 - 64,,All,d,1486,1464,1.5
572,20200126,S08000031,,65 - 74,,All,d,589,560.5,5.1
573,20200126,S08000031,,75 - 84,,All,d,508,513.5,-1.1
574,20200126,S08000031,,85 and over,,All,d,322,282.5,14
575,20200126,S08000031,,All ages,d,All,d,7060,6851.5,3
576,20200126,S08000031,,All ages,d,Female,,3454,3340,3.4
577,20200126,S08000031,,All ages,d,Male,,3487,3398,2.6
578,20200126,S08000032,,Under 5,,All,d,197,211.5,-6.9
579,20200126,S08000032,,5 - 14,,All,d,323,298.5,8.2
580,20200126,S08000032,,15 - 44,,All,d,1401,1352,3.6
581,20200126,S08000032,,45 - 64,,All,d,919,1009,-8.9
582,20200126,S08000032,,65 - 74,,All,d,393,469,-16.2
583,20200126,S08000032,,75 - 84,,All,d,403,400.5,0.6
584,20200126,S08000032,,85 and over,,All,d,187,186.5,0.3
585,20200126,S08000032,,All ages,d,All,d,3848,3954,-2.7
586,20200126,S08000032,,All ages,d,Female,,1959,1949.5,0.5
587,20200126,S08000032,,All ages,d,Male,,1864,1977.5,-5.7
588,20200126,S92000003,d,Under 5,,All,d,2445,2474,-1.2
589,20200126,S92000003,d,5 - 14,,All,d,2761,2529,9.2
590,20200126,S92000003,d,15 - 44,,All,d,9120,8710.5,4.7
591,20200126,S92000003,d,45 - 64,,All,d,5531,5516.5,0.3
592,20200126,S92000003,d,65 - 74,,All,d,2355,2353,0.1
593,20200126,S92000003,d,75 - 84,,All,d,2247,2142,4.9
594,20200126,S92000003,d,85 and over,,All,d,1286,1217.5,5.6
595,20200126,S92000003,d,All ages,d,All,d,26183,25433.5,2.9
596,20200126,S92000003,d,All ages,d,Female,,12679,12332,2.8
597,20200126,S92000003,d,All ages,d,Male,,13066,12610.5,3.6
598,20200202,S08000015,,Under 5,,All,d,190,211.5,-10.2
599,20200202,S08000015,,5 - 14,,All,d,239,230,3.9
600,20200202,S08000015,,15 - 44,,All,d,701,683,2.6
601,20200202,S08000015,,45 - 64,,All,d,429,428,0.2
602,20200202,S08000015,,65 - 74,,All,d,216,206.5,4.6
603,20200202,S08000015,,75 - 84,,All,d,159,177,-10.2
604,20200202,S08000015,,85 and over,,All,d,96,86,11.6
605,20200202,S08000015,,All ages,d,All,d,2048,2037,0.5
606,20200202,S08000015,,All ages,d,Female,,983,1005.5,-2.2
607,20200202,S08000015,,All ages,d,Male,,1047,1016.5,3
608,20200202,S08000016,,Under 5,,All,d,38,19,100
609,20200202,S08000016,,5 - 14,,All,d,36,37,-2.7
610,20200202,S08000016,,15 - 44,,All,d,170,148,14.9
611,20200202,S08000016,,45 - 64,,All,d,136,120,13.3
612,20200202,S08000016,,65 - 74,,All,d,86,71.5,20.3
613,20200202,S08000016,,75 - 84,,All,d,77,67,14.9
614,20200202,S08000016,,85 and over,,All,d,52,44,18.2
615,20200202,S08000016,,All ages,d,All,d,597,512.5,16.5
616,20200202,S08000016,,All ages,d,Female,,299,249,20.1
617,20200202,S08000016,,All ages,d,Male,,296,257.5,15
618,20200202,S08000017,,Under 5,,All,d,76,75,1.3
619,20200202,S08000017,,5 - 14,,All,d,84,82.5,1.8
620,20200202,S08000017,,15 - 44,,All,d,248,276,-10.1
621,20200202,S08000017,,45 - 64,,All,d,173,176,-1.7
622,20200202,S08000017,,65 - 74,,All,d,85,101,-15.8
623,20200202,S08000017,,75 - 84,,All,d,95,77.5,22.6
624,20200202,S08000017,,85 and over,,All,d,64,49,30.6
625,20200202,S08000017,,All ages,d,All,d,842,840.5,0.2
626,20200202,S08000017,,All ages,d,Female,,407,429,-5.1
627,20200202,S08000017,,All ages,d,Male,,418,408,2.5
628,20200202,S08000019,,Under 5,,All,d,85,86,-1.2
629,20200202,S08000019,,5 - 14,,All,d,88,84,4.8
630,20200202,S08000019,,15 - 44,,All,d,414,413,0.2
631,20200202,S08000019,,45 - 64,,All,d,269,255,5.5
632,20200202,S08000019,,65 - 74,,All,d,124,108,14.8
633,20200202,S08000019,,75 - 84,,All,d,110,114,-3.5
634,20200202,S08000019,,85 and over,,All,d,68,62.5,8.8
635,20200202,S08000019,,All ages,d,All,d,1171,1162.5,0.7
636,20200202,S08000019,,All ages,d,Female,,588,526,11.8
637,20200202,S08000019,,All ages,d,Male,,570,596.5,-4.4
638,20200202,S08000020,,Under 5,,All,d,169,158,7
639,20200202,S08000020,,5 - 14,,All,d,217,215,0.9
640,20200202,S08000020,,15 - 44,,All,d,761,699.5,8.8
641,20200202,S08000020,,45 - 64,,All,d,417,381.5,9.3
642,20200202,S08000020,,65 - 74,,All,d,181,155.5,16.4
643,20200202,S08000020,,75 - 84,,All,d,160,151.5,5.6
644,20200202,S08000020,,85 and over,,All,d,95,83,14.5
645,20200202,S08000020,,All ages,d,All,d,2039,1898,7.4
646,20200202,S08000020,,All ages,d,Female,,984,894.5,10
647,20200202,S08000020,,All ages,d,Male,,1016,949.5,7
648,20200202,S08000022,,Under 5,,All,d,55,56,-1.8
649,20200202,S08000022,,5 - 14,,All,d,116,101.5,14.3
650,20200202,S08000022,,15 - 44,,All,d,394,390.5,0.9
651,20200202,S08000022,,45 - 64,,All,d,227,244.5,-7.2
652,20200202,S08000022,,65 - 74,,All,d,117,108.5,7.8
653,20200202,S08000022,,75 - 84,,All,d,123,111.5,10.3
654,20200202,S08000022,,85 and over,,All,d,65,57.5,13
655,20200202,S08000022,,All ages,d,All,d,1128,1118,0.9
656,20200202,S08000022,,All ages,d,Female,,538,512,5.1
657,20200202,S08000022,,All ages,d,Male,,559,558,0.2
658,20200202,S08000024,,Under 5,,All,d,572,659.5,-13.3
659,20200202,S08000024,,5 - 14,,All,d,573,559.5,2.4
660,20200202,S08000024,,15 - 44,,All,d,1518,1418,7.1
661,20200202,S08000024,,45 - 64,,All,d,839,782,7.3
662,20200202,S08000024,,65 - 74,,All,d,362,317,14.2
663,20200202,S08000024,,75 - 84,,All,d,310,300.5,3.2
664,20200202,S08000024,,85 and over,,All,d,208,181.5,14.6
665,20200202,S08000024,,All ages,d,All,d,4565,4339,5.2
666,20200202,S08000024,,All ages,d,Female,,2235,2124,5.2
667,20200202,S08000024,,All ages,d,Male,,2147,2094,2.5
668,20200202,S08000025,,Under 5,,All,d,7,6,16.7
669,20200202,S08000025,,5 - 14,,All,d,7,10,-30
670,20200202,S08000025,,15 - 44,,All,d,40,44,-9.1
671,20200202,S08000025,,45 - 64,,All,d,30,27.5,9.1
672,20200202,S08000025,,65 - 74,,All,d,14,10.5,33.3
673,20200202,S08000025,,75 - 84,,All,d,16,14,14.3
674,20200202,S08000025,,85 and over,,All,d,10,9,11.1
675,20200202,S08000025,,All ages,d,All,d,125,123.5,1.2
676,20200202,S08000025,,All ages,d,Female,,60,56.5,6.2
677,20200202,S08000025,,All ages,d,Male,,64,64.5,-0.8
678,20200202,S08000026,,Under 5,,All,d,21,8.5,147.1
679,20200202,S08000026,,5 - 14,,All,d,14,15.5,-9.7
680,20200202,S08000026,,15 - 44,,All,d,41,42.5,-3.5
681,20200202,S08000026,,45 - 64,,All,d,31,37.5,-17.3
682,20200202,S08000026,,65 - 74,,All,d,21,16.5,27.3
683,20200202,S08000026,,75 - 84,,All,d,15,13.5,11.1
684,20200202,S08000026,,85 and over,,All,d,8,9,-11.1
685,20200202,S08000026,,All ages,d,All,d,159,153,3.9
686,20200202,S08000026,,All ages,d,Female,,82,67,22.4
687,20200202,S08000026,,All ages,d,Male,,69,76,-9.2
688,20200202,S08000028,,Under 5,,All,d,7,10.5,-33.3
689,20200202,S08000028,,5 - 14,,All,d,13,15,-13.3
690,20200202,S08000028,,15 - 44,,All,d,28,33.5,-16.4
691,20200202,S08000028,,45 - 64,,All,d,31,34,-8.8
692,20200202,S08000028,,65 - 74,,All,d,16,17,-5.9
693,20200202,S08000028,,75 - 84,,All,d,19,18,5.6
694,20200202,S08000028,,All ages,d,All,d,119,138,-13.8
695,20200202,S08000028,,All ages,d,Female,,56,74.5,-24.8
696,20200202,S08000028,,All ages,d,Male,,62,60.5,2.5
697,20200202,S08000029,,Under 5,,All,d,106,95.5,11
698,20200202,S08000029,,5 - 14,,All,d,127,108.5,17.1
699,20200202,S08000029,,15 - 44,,All,d,433,466,-7.1
700,20200202,S08000029,,45 - 64,,All,d,268,258.5,3.7
701,20200202,S08000029,,65 - 74,,All,d,95,112,-15.2
702,20200202,S08000029,,75 - 84,,All,d,127,113,12.4
703,20200202,S08000029,,85 and over,,All,d,80,68.5,16.8
704,20200202,S08000029,,All ages,d,All,d,1252,1234,1.5
705,20200202,S08000029,,All ages,d,Female,,619,583,6.2
706,20200202,S08000029,,All ages,d,Male,,617,639,-3.4
707,20200202,S08000030,,Under 5,,All,d,105,88,19.3
708,20200202,S08000030,,5 - 14,,All,d,138,127.5,8.2
709,20200202,S08000030,,15 - 44,,All,d,565,562,0.5
710,20200202,S08000030,,45 - 64,,All,d,288,279,3.2
711,20200202,S08000030,,65 - 74,,All,d,144,111.5,29.1
712,20200202,S08000030,,75 - 84,,All,d,99,119.5,-17.2
713,20200202,S08000030,,85 and over,,All,d,96,85.5,12.3
714,20200202,S08000030,,All ages,d,All,d,1457,1377.5,5.8
715,20200202,S08000030,,All ages,d,Female,,702,646,8.7
716,20200202,S08000030,,All ages,d,Male,,733,727,0.8
717,20200202,S08000031,,Under 5,,All,d,775,846.5,-8.4
718,20200202,S08000031,,5 - 14,,All,d,672,693,-3
719,20200202,S08000031,,15 - 44,,All,d,2352,2411.5,-2.5
720,20200202,S08000031,,45 - 64,,All,d,1404,1449,-3.1
721,20200202,S08000031,,65 - 74,,All,d,572,527.5,8.4
722,20200202,S08000031,,75 - 84,,All,d,542,526.5,2.9
723,20200202,S08000031,,85 and over,,All,d,335,299,12
724,20200202,S08000031,,All ages,d,All,d,6772,6803.5,-0.5
725,20200202,S08000031,,All ages,d,Female,,3218,3343.5,-3.8
726,20200202,S08000031,,All ages,d,Male,,3434,3409.5,0.7
727,20200202,S08000032,,Under 5,,All,d,196,202.5,-3.2
728,20200202,S08000032,,5 - 14,,All,d,304,316,-3.8
729,20200202,S08000032,,15 - 44,,All,d,1395,1401.5,-0.5
730,20200202,S08000032,,45 - 64,,All,d,1027,979.5,4.8
731,20200202,S08000032,,65 - 74,,All,d,424,426.5,-0.6
732,20200202,S08000032,,75 - 84,,All,d,406,371,9.4
733,20200202,S08000032,,85 and over,,All,d,194,190.5,1.8
734,20200202,S08000032,,All ages,d,All,d,3976,3916.5,1.5
735,20200202,S08000032,,All ages,d,Female,,2010,1979,1.6
736,20200202,S08000032,,All ages,d,Male,,1936,1908.5,1.4
737,20200202,S92000003,d,Under 5,,All,d,2402,2522.5,-4.8
738,20200202,S92000003,d,5 - 14,,All,d,2628,2595,1.3
739,20200202,S92000003,d,15 - 44,,All,d,9060,8989,0.8
740,20200202,S92000003,d,45 - 64,,All,d,5569,5452,2.1
741,20200202,S92000003,d,65 - 74,,All,d,2457,2289.5,7.3
742,20200202,S92000003,d,75 - 84,,All,d,2258,2174.5,3.8
743,20200202,S92000003,d,85 and over,,All,d,1375,1232,11.6
744,20200202,S92000003,d,All ages,d,All,d,26250,25653.5,2.3
745,20200202,S92000003,d,All ages,d,Female,,12781,12489.5,2.3
746,20200202,S92000003,d,All ages,d,Male,,12968,12765,1.6
747,20200209,S08000015,,Under 5,,All,d,177,214,-17.3
748,20200209,S08000015,,5 - 14,,All,d,209,212.5,-1.6
749,20200209,S08000015,,15 - 44,,All,d,638,682.5,-6.5
750,20200209,S08000015,,45 - 64,,All,d,390,423.5,-7.9
751,20200209,S08000015,,65 - 74,,All,d,205,193,6.2
752,20200209,S08000015,,75 - 84,,All,d,178,176,1.1
753,20200209,S08000015,,85 and over,,All,d,82,112.5,-27.1
754,20200209,S08000015,,All ages,d,All,d,1897,2020,-6.1
755,20200209,S08000015,,All ages,d,Female,,934,995,-6.1
756,20200209,S08000015,,All ages,d,Male,,945,1019,-7.3
757,20200209,S08000016,,Under 5,,All,d,30,25.5,17.6
758,20200209,S08000016,,5 - 14,,All,d,41,41,0
759,20200209,S08000016,,15 - 44,,All,d,159,166.5,-4.5
760,20200209,S08000016,,45 - 64,,All,d,141,141.5,-0.4
761,20200209,S08000016,,65 - 74,,All,d,70,78.5,-10.8
762,20200209,S08000016,,75 - 84,,All,d,67,74,-9.5
763,20200209,S08000016,,85 and over,,All,d,55,54,1.9
764,20200209,S08000016,,All ages,d,All,d,569,584,-2.6
765,20200209,S08000016,,All ages,d,Female,,286,298.5,-4.2
766,20200209,S08000016,,All ages,d,Male,,277,282.5,-1.9
767,20200209,S08000017,,Under 5,,All,d,69,83,-16.9
768,20200209,S08000017,,5 - 14,,All,d,74,94,-21.3
769,20200209,S08000017,,15 - 44,,All,d,273,293,-6.8
770,20200209,S08000017,,45 - 64,,All,d,170,183,-7.1
771,20200209,S08000017,,65 - 74,,All,d,89,94,-5.3
772,20200209,S08000017,,75 - 84,,All,d,92,82,12.2
773,20200209,S08000017,,85 and over,,All,d,59,43,37.2
774,20200209,S08000017,,All ages,d,All,d,838,872.5,-4
775,20200209,S08000017,,All ages,d,Female,,439,444,-1.1
776,20200209,S08000017,,All ages,d,Male,,387,428,-9.6
777,20200209,S08000019,,Under 5,,All,d,98,80.5,21.7
778,20200209,S08000019,,5 - 14,,All,d,110,88.5,24.3
779,20200209,S08000019,,15 - 44,,All,d,416,413,0.7
780,20200209,S08000019,,45 - 64,,All,d,256,262.5,-2.5
781,20200209,S08000019,,65 - 74,,All,d,125,114,9.6
782,20200209,S08000019,,75 - 84,,All,d,135,100.5,34.3
783,20200209,S08000019,,85 and over,,All,d,71,42.5,67.1
784,20200209,S08000019,,All ages,d,All,d,1231,1152,6.9
785,20200209,S08000019,,All ages,d,Female,,590,522,13
786,20200209,S08000019,,All ages,d,Male,,621,579.5,7.2
787,20200209,S08000020,,Under 5,,All,d,154,161.5,-4.6
788,20200209,S08000020,,5 - 14,,All,d,242,189.5,27.7
789,20200209,S08000020,,15 - 44,,All,d,706,706.5,-0.1
790,20200209,S08000020,,45 - 64,,All,d,386,419,-7.9
791,20200209,S08000020,,65 - 74,,All,d,200,167,19.8
792,20200209,S08000020,,75 - 84,,All,d,140,143.5,-2.4
793,20200209,S08000020,,85 and over,,All,d,95,96,-1
794,20200209,S08000020,,All ages,d,All,d,1963,1934.5,1.5
795,20200209,S08000020,,All ages,d,Female,,950,913,4.1
796,20200209,S08000020,,All ages,d,Male,,973,970,0.3
797,20200209,S08000022,,Under 5,,All,d,62,60.5,2.5
798,20200209,S08000022,,5 - 14,,All,d,113,95,18.9
799,20200209,S08000022,,15 - 44,,All,d,388,386.5,0.4
800,20200209,S08000022,,45 - 64,,All,d,249,257.5,-3.3
801,20200209,S08000022,,65 - 74,,All,d,107,122,-12.3
802,20200209,S08000022,,75 - 84,,All,d,98,92,6.5
803,20200209,S08000022,,85 and over,,All,d,55,56,-1.8
804,20200209,S08000022,,All ages,d,All,d,1116,1111,0.5
805,20200209,S08000022,,All ages,d,Female,,516,501.5,2.9
806,20200209,S08000022,,All ages,d,Male,,556,568,-2.1
807,20200209,S08000024,,Under 5,,All,d,604,686.5,-12
808,20200209,S08000024,,5 - 14,,All,d,534,565,-5.5
809,20200209,S08000024,,15 - 44,,All,d,1532,1413.5,8.4
810,20200209,S08000024,,45 - 64,,All,d,873,803,8.7
811,20200209,S08000024,,65 - 74,,All,d,319,331.5,-3.8
812,20200209,S08000024,,75 - 84,,All,d,284,310.5,-8.5
813,20200209,S08000024,,85 and over,,All,d,196,176,11.4
814,20200209,S08000024,,All ages,d,All,d,4542,4434.5,2.4
815,20200209,S08000024,,All ages,d,Female,,2194,2113.5,3.8
816,20200209,S08000024,,All ages,d,Male,,2148,2172.5,-1.1
817,20200209,S08000025,,Under 5,,All,d,12,4.5,166.7
818,20200209,S08000025,,5 - 14,,All,d,16,8,100
819,20200209,S08000025,,15 - 44,,All,d,31,40,-22.5
820,20200209,S08000025,,45 - 64,,All,d,30,24,25
821,20200209,S08000025,,65 - 74,,All,d,13,15.5,-16.1
822,20200209,S08000025,,75 - 84,,All,d,14,17,-17.6
823,20200209,S08000025,,85 and over,,All,d,12,9.5,26.3
824,20200209,S08000025,,All ages,d,All,d,129,119.5,7.9
825,20200209,S08000025,,All ages,d,Female,,63,59.5,5.9
826,20200209,S08000025,,All ages,d,Male,,65,59,10.2
827,20200209,S08000026,,Under 5,,All,d,17,15.5,9.7
828,20200209,S08000026,,5 - 14,,All,d,19,15,26.7
829,20200209,S08000026,,15 - 44,,All,d,48,58,-17.2
830,20200209,S08000026,,45 - 64,,All,d,31,29.5,5.1
831,20200209,S08000026,,65 - 74,,All,d,13,20,-35
832,20200209,S08000026,,75 - 84,,All,d,13,10,30
833,20200209,S08000026,,85 and over,,All,d,7,9,-22.2
834,20200209,S08000026,,All ages,d,All,d,148,163,-9.2
835,20200209,S08000026,,All ages,d,Female,,72,72.5,-0.7
836,20200209,S08000026,,All ages,d,Male,,76,84.5,-10.1
837,20200209,S08000028,,Under 5,,All,d,8,5,60
838,20200209,S08000028,,15 - 44,,All,d,26,35,-25.7
839,20200209,S08000028,,45 - 64,,All,d,27,25,8
840,20200209,S08000028,,65 - 74,,All,d,13,15.5,-16.1
841,20200209,S08000028,,75 - 84,,All,d,13,11,18.2
842,20200209,S08000028,,85 and over,,All,d,11,7.5,46.7
843,20200209,S08000028,,All ages,d,All,d,102,109,-6.4
844,20200209,S08000028,,All ages,d,Female,,53,49,8.2
845,20200209,S08000028,,All ages,d,Male,,49,58,-15.5
