"id","week_ending","hscp","age_group","age_group_qf","sex","sex_qf","sas_incidents","average20182019","percent_variation"
20184,20210523,"S37000007","65 - 74","","All","d",54,45.5,18.7
20185,20210523,"S37000007","75 - 84","","All","d",59,60,-1.7
20186,20210523,"S37000007","85 and over","","All","d",42,44.5,-5.6
20187,20210523,"S37000007","All ages","d","All","d",356,334,6.6
20188,20210523,"S37000007","All ages","d","Female","",183,169.5,8
20189,20210523,"S37000007","All ages","d","Male","",173,164.5,5.2
20190,20210523,"S37000008","Under 5","","All","d",11,9,22.2
20191,20210523,"S37000008","15 - 44","","All","d",57,57.5,-0.9
20192,20210523,"S37000008","45 - 64","","All","d",59,66,-10.6
20193,20210523,"S37000008","65 - 74","","All","d",53,48,10.4
20194,20210523,"S37000008","75 - 84","","All","d",59,61,-3.3
20195,20210523,"S37000008","85 and over","","All","d",38,32.5,16.9
20196,20210523,"S37000008","All ages","d","All","d",279,283,-1.4
20197,20210523,"S37000008","All ages","d","Female","",132,128,3.1
20198,20210523,"S37000008","All ages","d","Male","",147,155,-5.2
20199,20210523,"S37000009","15 - 44","","All","d",41,26,57.7
20200,20210523,"S37000009","45 - 64","","All","d",45,32.5,38.5
20201,20210523,"S37000009","65 - 74","","All","d",31,26,19.2
20202,20210523,"S37000009","75 - 84","","All","d",36,49.5,-27.3
20203,20210523,"S37000009","85 and over","","All","d",41,33,24.2
20204,20210523,"S37000009","All ages","d","All","d",199,177,12.4
20205,20210523,"S37000009","All ages","d","Female","",109,104,4.8
20206,20210523,"S37000009","All ages","d","Male","",90,73,23.3
20207,20210523,"S37000010","Under 5","","All","d",9,6.5,38.5
20208,20210523,"S37000010","15 - 44","","All","d",41,32,28.1
20209,20210523,"S37000010","45 - 64","","All","d",45,37,21.6
20210,20210523,"S37000010","65 - 74","","All","d",32,26.5,20.8
20211,20210523,"S37000010","75 - 84","","All","d",34,29.5,15.3
20212,20210523,"S37000010","85 and over","","All","d",28,29.5,-5.1
20213,20210523,"S37000010","All ages","d","All","d",191,166,15.1
20214,20210523,"S37000010","All ages","d","Female","",100,87,14.9
20215,20210523,"S37000010","All ages","d","Male","",91,79,15.2
20216,20210523,"S37000011","15 - 44","","All","d",31,22,40.9
20217,20210523,"S37000011","45 - 64","","All","d",42,29.5,42.4
20218,20210523,"S37000011","65 - 74","","All","d",15,14.5,3.4
20219,20210523,"S37000011","75 - 84","","All","d",30,28.5,5.3
20220,20210523,"S37000011","85 and over","","All","d",34,35,-2.9
20221,20210523,"S37000011","All ages","d","All","d",159,137,16.1
20222,20210523,"S37000011","All ages","d","Female","",97,70,38.6
20223,20210523,"S37000011","All ages","d","Male","",62,67,-7.5
20224,20210523,"S37000012","Under 5","","All","d",35,27,29.6
20225,20210523,"S37000012","5 - 14","","All","d",16,13.5,18.5
20226,20210523,"S37000012","15 - 44","","All","d",205,226.5,-9.5
20227,20210523,"S37000012","45 - 64","","All","d",196,189,3.7
20228,20210523,"S37000012","65 - 74","","All","d",122,111,9.9
20229,20210523,"S37000012","75 - 84","","All","d",128,135.5,-5.5
20230,20210523,"S37000012","85 and over","","All","d",111,121,-8.3
20231,20210523,"S37000012","All ages","d","All","d",813,823.5,-1.3
20232,20210523,"S37000012","All ages","d","Female","",430,418,2.9
20233,20210523,"S37000012","All ages","d","Male","",383,405.5,-5.5
20234,20210523,"S37000013","Under 5","","All","d",22,7.5,193.3
20235,20210523,"S37000013","5 - 14","","All","d",7,7,0
20236,20210523,"S37000013","15 - 44","","All","d",67,68.5,-2.2
20237,20210523,"S37000013","45 - 64","","All","d",69,77.5,-11
20238,20210523,"S37000013","65 - 74","","All","d",46,51.5,-10.7
20239,20210523,"S37000013","75 - 84","","All","d",65,63.5,2.4
20240,20210523,"S37000013","85 and over","","All","d",40,39.5,1.3
20241,20210523,"S37000013","All ages","d","All","d",316,315,0.3
20242,20210523,"S37000013","All ages","d","Female","",149,162.5,-8.3
20243,20210523,"S37000013","All ages","d","Male","",167,152.5,9.5
20244,20210523,"S37000016","Under 5","","All","d",19,17,11.8
20245,20210523,"S37000016","5 - 14","","All","d",8,12.5,-36
20246,20210523,"S37000016","15 - 44","","All","d",104,100,4
20247,20210523,"S37000016","45 - 64","","All","d",108,114,-5.3
20248,20210523,"S37000016","65 - 74","","All","d",73,73.5,-0.7
20249,20210523,"S37000016","75 - 84","","All","d",105,102,2.9
20250,20210523,"S37000016","85 and over","","All","d",81,69,17.4
20251,20210523,"S37000016","All ages","d","All","d",498,488,2
20252,20210523,"S37000016","All ages","d","Female","",253,248.5,1.8
20253,20210523,"S37000016","All ages","d","Male","",245,239.5,2.3
20254,20210523,"S37000017","Under 5","","All","d",10,4.5,122.2
20255,20210523,"S37000017","15 - 44","","All","d",43,35.5,21.1
20256,20210523,"S37000017","45 - 64","","All","d",45,32.5,38.5
20257,20210523,"S37000017","65 - 74","","All","d",34,30.5,11.5
20258,20210523,"S37000017","75 - 84","","All","d",41,45.5,-9.9
20259,20210523,"S37000017","85 and over","","All","d",13,28.5,-54.4
20260,20210523,"S37000017","All ages","d","All","d",190,179.5,5.8
20261,20210523,"S37000017","All ages","d","Female","",99,100,-1
20262,20210523,"S37000017","All ages","d","Male","",91,79.5,14.5
20263,20210523,"S37000018","Under 5","","All","d",8,6,33.3
20264,20210523,"S37000018","5 - 14","","All","d",6,3,100
20265,20210523,"S37000018","15 - 44","","All","d",42,48,-12.5
20266,20210523,"S37000018","45 - 64","","All","d",43,40,7.5
20267,20210523,"S37000018","65 - 74","","All","d",20,26,-23.1
20268,20210523,"S37000018","75 - 84","","All","d",34,29.5,15.3
20269,20210523,"S37000018","85 and over","","All","d",32,20.5,56.1
20270,20210523,"S37000018","All ages","d","All","d",185,173,6.9
20271,20210523,"S37000018","All ages","d","Female","",106,98.5,7.6
20272,20210523,"S37000018","All ages","d","Male","",79,74.5,6
20273,20210523,"S37000019","Under 5","","All","d",8,8,0
20274,20210523,"S37000019","15 - 44","","All","d",45,32,40.6
20275,20210523,"S37000019","45 - 64","","All","d",33,31,6.5
20276,20210523,"S37000019","65 - 74","","All","d",44,28,57.1
20277,20210523,"S37000019","75 - 84","","All","d",44,43.5,1.1
20278,20210523,"S37000019","85 and over","","All","d",41,41,0
20279,20210523,"S37000019","All ages","d","All","d",219,189.5,15.6
20280,20210523,"S37000019","All ages","d","Female","",103,105,-1.9
20281,20210523,"S37000019","All ages","d","Male","",116,84.5,37.3
20282,20210523,"S37000020","Under 5","","All","d",15,14,7.1
20283,20210523,"S37000020","5 - 14","","All","d",6,6.5,-7.7
20284,20210523,"S37000020","15 - 44","","All","d",68,73.5,-7.5
20285,20210523,"S37000020","45 - 64","","All","d",96,73,31.5
20286,20210523,"S37000020","65 - 74","","All","d",59,67,-11.9
20287,20210523,"S37000020","75 - 84","","All","d",79,87.5,-9.7
20288,20210523,"S37000020","85 and over","","All","d",60,44,36.4
20289,20210523,"S37000020","All ages","d","All","d",383,365.5,4.8
20290,20210523,"S37000020","All ages","d","Female","",195,197,-1
20291,20210523,"S37000020","All ages","d","Male","",188,168.5,11.6
20292,20210523,"S37000022","15 - 44","","All","d",8,10,-20
20293,20210523,"S37000022","45 - 64","","All","d",5,5,0
20294,20210523,"S37000022","65 - 74","","All","d",10,9.5,5.3
20295,20210523,"S37000022","75 - 84","","All","d",9,13,-30.8
20296,20210523,"S37000022","85 and over","","All","d",9,7,28.6
20297,20210523,"S37000022","All ages","d","All","d",44,46.5,-5.4
20298,20210523,"S37000022","All ages","d","Female","",25,25,0
20299,20210523,"S37000022","All ages","d","Male","",19,21.5,-11.6
20300,20210523,"S37000024","Under 5","","All","d",13,8,62.5
20301,20210523,"S37000024","5 - 14","","All","d",8,7,14.3
20302,20210523,"S37000024","15 - 44","","All","d",74,69,7.2
20303,20210523,"S37000024","45 - 64","","All","d",77,83.5,-7.8
20304,20210523,"S37000024","65 - 74","","All","d",38,51,-25.5
20305,20210523,"S37000024","75 - 84","","All","d",70,79.5,-11.9
20306,20210523,"S37000024","85 and over","","All","d",50,41,22
20307,20210523,"S37000024","All ages","d","All","d",330,339,-2.7
20308,20210523,"S37000024","All ages","d","Female","",178,173.5,2.6
20309,20210523,"S37000024","All ages","d","Male","",152,165.5,-8.2
20310,20210523,"S37000025","Under 5","","All","d",14,5,180
20311,20210523,"S37000025","15 - 44","","All","d",44,42,4.8
20312,20210523,"S37000025","45 - 64","","All","d",54,50.5,6.9
20313,20210523,"S37000025","65 - 74","","All","d",51,40,27.5
20314,20210523,"S37000025","75 - 84","","All","d",66,51.5,28.2
20315,20210523,"S37000025","85 and over","","All","d",67,57.5,16.5
20316,20210523,"S37000025","All ages","d","All","d",298,252,18.3
20317,20210523,"S37000025","All ages","d","Female","",158,130.5,21.1
20318,20210523,"S37000025","All ages","d","Male","",140,121.5,15.2
20319,20210523,"S37000026","15 - 44","","All","d",7,3,133.3
20320,20210523,"S37000026","45 - 64","","All","d",13,5.5,136.4
20321,20210523,"S37000026","65 - 74","","All","d",20,6,233.3
20322,20210523,"S37000026","75 - 84","","All","d",14,6,133.3
20323,20210523,"S37000026","85 and over","","All","d",7,4.5,55.6
20324,20210523,"S37000026","All ages","d","All","d",62,26.5,134
20325,20210523,"S37000026","All ages","d","Female","",32,15,113.3
20326,20210523,"S37000026","All ages","d","Male","",30,11.5,160.9
20327,20210523,"S37000027","Under 5","","All","d",5,7.5,-33.3
20328,20210523,"S37000027","5 - 14","","All","d",9,4.5,100
20329,20210523,"S37000027","15 - 44","","All","d",52,49,6.1
20330,20210523,"S37000027","45 - 64","","All","d",61,48,27.1
20331,20210523,"S37000027","65 - 74","","All","d",55,43.5,26.4
20332,20210523,"S37000027","75 - 84","","All","d",53,61,-13.1
20333,20210523,"S37000027","85 and over","","All","d",44,47.5,-7.4
20334,20210523,"S37000027","All ages","d","All","d",279,261,6.9
20335,20210523,"S37000027","All ages","d","Female","",161,137.5,17.1
20336,20210523,"S37000027","All ages","d","Male","",118,123.5,-4.5
20337,20210523,"S37000028","Under 5","","All","d",30,19.5,53.8
20338,20210523,"S37000028","5 - 14","","All","d",19,21.5,-11.6
20339,20210523,"S37000028","15 - 44","","All","d",142,117,21.4
20340,20210523,"S37000028","45 - 64","","All","d",132,164.5,-19.8
20341,20210523,"S37000028","65 - 74","","All","d",110,93.5,17.6
20342,20210523,"S37000028","75 - 84","","All","d",122,121.5,0.4
20343,20210523,"S37000028","85 and over","","All","d",81,94.5,-14.3
20344,20210523,"S37000028","All ages","d","All","d",636,632,0.6
20345,20210523,"S37000028","All ages","d","Female","",324,324.5,-0.2
20346,20210523,"S37000028","All ages","d","Male","",312,307.5,1.5
20347,20210523,"S37000029","Under 5","","All","d",12,6,100
20348,20210523,"S37000029","15 - 44","","All","d",51,70,-27.1
20349,20210523,"S37000029","45 - 64","","All","d",56,52.5,6.7
20350,20210523,"S37000029","65 - 74","","All","d",29,38.5,-24.7
20351,20210523,"S37000029","75 - 84","","All","d",41,36.5,12.3
20352,20210523,"S37000029","85 and over","","All","d",31,27,14.8
20353,20210523,"S37000029","All ages","d","All","d",222,235.5,-5.7
20354,20210523,"S37000029","All ages","d","Female","",111,115,-3.5
20355,20210523,"S37000029","All ages","d","Male","",111,120.5,-7.9
20356,20210523,"S37000030","Under 5","","All","d",16,14,14.3
20357,20210523,"S37000030","5 - 14","","All","d",8,10.5,-23.8
20358,20210523,"S37000030","15 - 44","","All","d",96,77.5,23.9
20359,20210523,"S37000030","45 - 64","","All","d",82,83,-1.2
20360,20210523,"S37000030","65 - 74","","All","d",51,54.5,-6.4
20361,20210523,"S37000030","75 - 84","","All","d",50,55.5,-9.9
20362,20210523,"S37000030","85 and over","","All","d",40,35,14.3
20363,20210523,"S37000030","All ages","d","All","d",343,330,3.9
20364,20210523,"S37000030","All ages","d","Female","",182,155.5,17
20365,20210523,"S37000030","All ages","d","Male","",161,174.5,-7.7
20366,20210523,"S37000031","15 - 44","","All","d",16,7,128.6
20367,20210523,"S37000031","45 - 64","","All","d",13,20,-35
20368,20210523,"S37000031","65 - 74","","All","d",17,17.5,-2.9
20369,20210523,"S37000031","75 - 84","","All","d",19,15.5,22.6
20370,20210523,"S37000031","85 and over","","All","d",8,12,-33.3
20371,20210523,"S37000031","All ages","d","All","d",75,73,2.7
20372,20210523,"S37000031","All ages","d","Female","",47,43,9.3
20373,20210523,"S37000031","All ages","d","Male","",28,30,-6.7
20374,20210523,"S37000032","Under 5","","All","d",39,22,77.3
20375,20210523,"S37000032","5 - 14","","All","d",18,24,-25
20376,20210523,"S37000032","15 - 44","","All","d",176,186.5,-5.6
20377,20210523,"S37000032","45 - 64","","All","d",220,180.5,21.9
20378,20210523,"S37000032","65 - 74","","All","d",143,121.5,17.7
20379,20210523,"S37000032","75 - 84","","All","d",150,163,-8
20380,20210523,"S37000032","85 and over","","All","d",112,117.5,-4.7
20381,20210523,"S37000032","All ages","d","All","d",858,815,5.3
20382,20210523,"S37000032","All ages","d","Female","",462,409,13
20383,20210523,"S37000032","All ages","d","Male","",396,406,-2.5
20384,20210523,"S37000033","Under 5","","All","d",11,5,120
20385,20210523,"S37000033","5 - 14","","All","d",7,5,40
20386,20210523,"S37000033","15 - 44","","All","d",59,76,-22.4
20387,20210523,"S37000033","45 - 64","","All","d",74,47.5,55.8
20388,20210523,"S37000033","65 - 74","","All","d",44,42.5,3.5
20389,20210523,"S37000033","75 - 84","","All","d",51,57.5,-11.3
20390,20210523,"S37000033","85 and over","","All","d",53,51,3.9
20391,20210523,"S37000033","All ages","d","All","d",299,284.5,5.1
20392,20210523,"S37000033","All ages","d","Female","",135,132.5,1.9
20393,20210523,"S37000033","All ages","d","Male","",164,152,7.9
20394,20210523,"S37000034","Under 5","","All","d",41,38,7.9
20395,20210523,"S37000034","5 - 14","","All","d",20,24.5,-18.4
20396,20210523,"S37000034","15 - 44","","All","d",411,342.5,20
20397,20210523,"S37000034","45 - 64","","All","d",397,371,7
20398,20210523,"S37000034","65 - 74","","All","d",171,197.5,-13.4
20399,20210523,"S37000034","75 - 84","","All","d",177,205,-13.7
20400,20210523,"S37000034","85 and over","","All","d",121,150,-19.3
20401,20210523,"S37000034","All ages","d","All","d",1338,1328.5,0.7
20402,20210523,"S37000034","All ages","d","Female","",669,667.5,0.2
20403,20210523,"S37000034","All ages","d","Male","",669,661,1.2
20404,20210523,"S37000035","Under 5","","All","d",40,23.5,70.2
20405,20210523,"S37000035","5 - 14","","All","d",17,21.5,-20.9
20406,20210523,"S37000035","15 - 44","","All","d",164,187.5,-12.5
20407,20210523,"S37000035","45 - 64","","All","d",180,182.5,-1.4
20408,20210523,"S37000035","65 - 74","","All","d",107,106,0.9
20409,20210523,"S37000035","75 - 84","","All","d",129,138.5,-6.9
20410,20210523,"S37000035","85 and over","","All","d",63,75.5,-16.6
20411,20210523,"S37000035","All ages","d","All","d",700,735,-4.8
20412,20210523,"S37000035","All ages","d","Female","",356,384,-7.3
20413,20210523,"S37000035","All ages","d","Male","",344,351,-2
20414,20210530,"S37000001","Under 5","","All","d",21,13.5,55.6
20415,20210530,"S37000001","5 - 14","","All","d",9,9,0
20416,20210530,"S37000001","15 - 44","","All","d",109,124,-12.1
20417,20210530,"S37000001","45 - 64","","All","d",81,87,-6.9
20418,20210530,"S37000001","65 - 74","","All","d",65,59.5,9.2
20419,20210530,"S37000001","75 - 84","","All","d",68,66.5,2.3
20420,20210530,"S37000001","85 and over","","All","d",63,55,14.5
20421,20210530,"S37000001","All ages","d","All","d",416,414.5,0.4
20422,20210530,"S37000001","All ages","d","Female","",220,205.5,7.1
20423,20210530,"S37000001","All ages","d","Male","",196,209,-6.2
20424,20210530,"S37000002","Under 5","","All","d",8,13,-38.5
20425,20210530,"S37000002","5 - 14","","All","d",10,10.5,-4.8
20426,20210530,"S37000002","15 - 44","","All","d",92,86,7
20427,20210530,"S37000002","45 - 64","","All","d",76,75,1.3
20428,20210530,"S37000002","65 - 74","","All","d",70,68,2.9
20429,20210530,"S37000002","75 - 84","","All","d",91,85,7.1
20430,20210530,"S37000002","85 and over","","All","d",69,59,16.9
20431,20210530,"S37000002","All ages","d","All","d",416,396.5,4.9
20432,20210530,"S37000002","All ages","d","Female","",206,195,5.6
20433,20210530,"S37000002","All ages","d","Male","",210,201.5,4.2
20434,20210530,"S37000003","Under 5","","All","d",13,2.5,420
20435,20210530,"S37000003","5 - 14","","All","d",7,5,40
20436,20210530,"S37000003","15 - 44","","All","d",52,46.5,11.8
20437,20210530,"S37000003","45 - 64","","All","d",69,45.5,51.6
20438,20210530,"S37000003","65 - 74","","All","d",42,32,31.2
20439,20210530,"S37000003","75 - 84","","All","d",43,45,-4.4
20440,20210530,"S37000003","85 and over","","All","d",29,34.5,-15.9
20441,20210530,"S37000003","All ages","d","All","d",255,211,20.9
20442,20210530,"S37000003","All ages","d","Female","",138,102.5,34.6
20443,20210530,"S37000003","All ages","d","Male","",117,108.5,7.8
20444,20210530,"S37000004","Under 5","","All","d",7,4,75
20445,20210530,"S37000004","15 - 44","","All","d",32,36,-11.1
20446,20210530,"S37000004","45 - 64","","All","d",51,51.5,-1
20447,20210530,"S37000004","65 - 74","","All","d",48,44,9.1
20448,20210530,"S37000004","75 - 84","","All","d",48,49.5,-3
20449,20210530,"S37000004","85 and over","","All","d",36,33,9.1
20450,20210530,"S37000004","All ages","d","All","d",224,221.5,1.1
20451,20210530,"S37000004","All ages","d","Female","",127,119,6.7
20452,20210530,"S37000004","All ages","d","Male","",97,102.5,-5.4
20453,20210530,"S37000005","Under 5","","All","d",14,14,0
20454,20210530,"S37000005","5 - 14","","All","d",6,10.5,-42.9
20455,20210530,"S37000005","15 - 44","","All","d",79,53.5,47.7
20456,20210530,"S37000005","45 - 64","","All","d",69,59.5,16
20457,20210530,"S37000005","65 - 74","","All","d",39,48.5,-19.6
20458,20210530,"S37000005","75 - 84","","All","d",58,43.5,33.3
20459,20210530,"S37000005","85 and over","","All","d",39,29.5,32.2
20460,20210530,"S37000005","All ages","d","All","d",304,259,17.4
20461,20210530,"S37000005","All ages","d","Female","",163,125.5,29.9
20462,20210530,"S37000005","All ages","d","Male","",141,133.5,5.6
20463,20210530,"S37000006","Under 5","","All","d",10,5.5,81.8
20464,20210530,"S37000006","15 - 44","","All","d",70,59,18.6
20465,20210530,"S37000006","45 - 64","","All","d",80,76,5.3
20466,20210530,"S37000006","65 - 74","","All","d",76,67.5,12.6
20467,20210530,"S37000006","75 - 84","","All","d",91,80,13.8
20468,20210530,"S37000006","85 and over","","All","d",79,48.5,62.9
20469,20210530,"S37000006","All ages","d","All","d",409,347.5,17.7
20470,20210530,"S37000006","All ages","d","Female","",191,178.5,7
20471,20210530,"S37000006","All ages","d","Male","",218,169,29
20472,20210530,"S37000007","Under 5","","All","d",15,11.5,30.4
20473,20210530,"S37000007","5 - 14","","All","d",10,7.5,33.3
20474,20210530,"S37000007","15 - 44","","All","d",96,89.5,7.3
20475,20210530,"S37000007","45 - 64","","All","d",80,74,8.1
20476,20210530,"S37000007","65 - 74","","All","d",51,55.5,-8.1
20477,20210530,"S37000007","75 - 84","","All","d",48,57,-15.8
20478,20210530,"S37000007","85 and over","","All","d",33,31,6.5
20479,20210530,"S37000007","All ages","d","All","d",333,326,2.1
20480,20210530,"S37000007","All ages","d","Female","",174,162,7.4
20481,20210530,"S37000007","All ages","d","Male","",159,164,-3
20482,20210530,"S37000008","Under 5","","All","d",8,6,33.3
20483,20210530,"S37000008","5 - 14","","All","d",10,4.5,122.2
20484,20210530,"S37000008","15 - 44","","All","d",55,66,-16.7
20485,20210530,"S37000008","45 - 64","","All","d",60,69.5,-13.7
20486,20210530,"S37000008","65 - 74","","All","d",47,44.5,5.6
20487,20210530,"S37000008","75 - 84","","All","d",62,64,-3.1
20488,20210530,"S37000008","85 and over","","All","d",44,33,33.3
20489,20210530,"S37000008","All ages","d","All","d",286,287.5,-0.5
20490,20210530,"S37000008","All ages","d","Female","",136,131.5,3.4
20491,20210530,"S37000008","All ages","d","Male","",150,156,-3.8
20492,20210530,"S37000009","Under 5","","All","d",7,5,40
20493,20210530,"S37000009","5 - 14","","All","d",5,3,66.7
20494,20210530,"S37000009","15 - 44","","All","d",38,30.5,24.6
20495,20210530,"S37000009","45 - 64","","All","d",28,30.5,-8.2
20496,20210530,"S37000009","65 - 74","","All","d",37,26,42.3
20497,20210530,"S37000009","75 - 84","","All","d",42,43,-2.3
20498,20210530,"S37000009","85 and over","","All","d",35,34.5,1.4
20499,20210530,"S37000009","All ages","d","All","d",192,172.5,11.3
20500,20210530,"S37000009","All ages","d","Female","",105,86,22.1
20534,20210530,"S37000013","65 - 74","","All","d",46,48.5,-5.2
20535,20210530,"S37000013","75 - 84","","All","d",64,56,14.3
20536,20210530,"S37000013","85 and over","","All","d",48,44.5,7.9
20537,20210530,"S37000013","All ages","d","All","d",324,302.5,7.1
20538,20210530,"S37000013","All ages","d","Female","",157,157.5,-0.3
20539,20210530,"S37000013","All ages","d","Male","",167,145,15.2
20540,20210530,"S37000016","Under 5","","All","d",13,18,-27.8
20541,20210530,"S37000016","5 - 14","","All","d",12,15.5,-22.6
20542,20210530,"S37000016","15 - 44","","All","d",118,93.5,26.2
20543,20210530,"S37000016","45 - 64","","All","d",108,103.5,4.3
20544,20210530,"S37000016","65 - 74","","All","d",90,74.5,20.8
20545,20210530,"S37000016","75 - 84","","All","d",106,105.5,0.5
20546,20210530,"S37000016","85 and over","","All","d",71,65,9.2
20547,20210530,"S37000016","All ages","d","All","d",518,475.5,8.9
20548,20210530,"S37000016","All ages","d","Female","",262,235.5,11.3
20549,20210530,"S37000016","All ages","d","Male","",256,240,6.7
20550,20210530,"S37000017","Under 5","","All","d",8,5.5,45.5
20551,20210530,"S37000017","15 - 44","","All","d",44,33.5,31.3
20552,20210530,"S37000017","45 - 64","","All","d",44,42,4.8
20553,20210530,"S37000017","65 - 74","","All","d",26,36.5,-28.8
20554,20210530,"S37000017","75 - 84","","All","d",31,40.5,-23.5
20555,20210530,"S37000017","85 and over","","All","d",21,21,0
20556,20210530,"S37000017","All ages","d","All","d",177,181.5,-2.5
20557,20210530,"S37000017","All ages","d","Female","",90,85,5.9
20558,20210530,"S37000017","All ages","d","Male","",87,96.5,-9.8
20559,20210530,"S37000018","Under 5","","All","d",8,6,33.3
20560,20210530,"S37000018","5 - 14","","All","d",5,8,-37.5
20561,20210530,"S37000018","15 - 44","","All","d",52,51.5,1
20562,20210530,"S37000018","45 - 64","","All","d",45,38.5,16.9
20563,20210530,"S37000018","65 - 74","","All","d",29,29.5,-1.7
20564,20210530,"S37000018","75 - 84","","All","d",30,31,-3.2
20565,20210530,"S37000018","85 and over","","All","d",19,22,-13.6
20566,20210530,"S37000018","All ages","d","All","d",188,186.5,0.8
20567,20210530,"S37000018","All ages","d","Female","",96,97.5,-1.5
20568,20210530,"S37000018","All ages","d","Male","",92,89,3.4
20569,20210530,"S37000019","Under 5","","All","d",7,4,75
20570,20210530,"S37000019","15 - 44","","All","d",37,32.5,13.8
20571,20210530,"S37000019","45 - 64","","All","d",32,35,-8.6
20572,20210530,"S37000019","65 - 74","","All","d",53,32,65.6
20573,20210530,"S37000019","75 - 84","","All","d",32,38,-15.8
20574,20210530,"S37000019","85 and over","","All","d",44,28,57.1
20575,20210530,"S37000019","All ages","d","All","d",209,174.5,19.8
20576,20210530,"S37000019","All ages","d","Female","",105,88,19.3
20577,20210530,"S37000019","All ages","d","Male","",104,86.5,20.2
20578,20210530,"S37000020","Under 5","","All","d",5,11.5,-56.5
20579,20210530,"S37000020","15 - 44","","All","d",72,70.5,2.1
20580,20210530,"S37000020","45 - 64","","All","d",75,103.5,-27.5
20581,20210530,"S37000020","65 - 74","","All","d",72,62,16.1
20582,20210530,"S37000020","75 - 84","","All","d",83,73,13.7
20583,20210530,"S37000020","85 and over","","All","d",53,52,1.9
20584,20210530,"S37000020","All ages","d","All","d",363,383,-5.2
20585,20210530,"S37000020","All ages","d","Female","",179,201.5,-11.2
20586,20210530,"S37000020","All ages","d","Male","",184,181.5,1.4
20587,20210530,"S37000022","45 - 64","","All","d",6,16,-62.5
20588,20210530,"S37000022","65 - 74","","All","d",13,4.5,188.9
20589,20210530,"S37000022","75 - 84","","All","d",5,14.5,-65.5
20590,20210530,"S37000022","85 and over","","All","d",5,6.5,-23.1
20591,20210530,"S37000022","All ages","d","All","d",36,52,-30.8
20592,20210530,"S37000022","All ages","d","Female","",21,27,-22.2
20593,20210530,"S37000022","All ages","d","Male","",15,25,-40
20594,20210530,"S37000024","Under 5","","All","d",12,6,100
20595,20210530,"S37000024","5 - 14","","All","d",9,7.5,20
20596,20210530,"S37000024","15 - 44","","All","d",73,74,-1.4
20597,20210530,"S37000024","45 - 64","","All","d",67,84.5,-20.7
20598,20210530,"S37000024","65 - 74","","All","d",49,55.5,-11.7
20599,20210530,"S37000024","75 - 84","","All","d",66,85.5,-22.8
20600,20210530,"S37000024","85 and over","","All","d",41,51,-19.6
20601,20210530,"S37000024","All ages","d","All","d",317,364,-12.9
20602,20210530,"S37000024","All ages","d","Female","",155,187.5,-17.3
20603,20210530,"S37000024","All ages","d","Male","",162,176.5,-8.2
20604,20210530,"S37000025","Under 5","","All","d",12,5.5,118.2
20605,20210530,"S37000025","5 - 14","","All","d",10,3,233.3
20606,20210530,"S37000025","15 - 44","","All","d",52,49.5,5.1
20607,20210530,"S37000025","45 - 64","","All","d",57,54.5,4.6
20608,20210530,"S37000025","65 - 74","","All","d",46,47,-2.1
20609,20210530,"S37000025","75 - 84","","All","d",72,62.5,15.2
20610,20210530,"S37000025","85 and over","","All","d",51,46.5,9.7
20611,20210530,"S37000025","All ages","d","All","d",300,268.5,11.7
20612,20210530,"S37000025","All ages","d","Female","",169,142,19
20613,20210530,"S37000025","All ages","d","Male","",131,126.5,3.6
20614,20210530,"S37000026","15 - 44","","All","d",15,8,87.5
20615,20210530,"S37000026","45 - 64","","All","d",8,8.5,-5.9
20616,20210530,"S37000026","65 - 74","","All","d",8,4.5,77.8
20617,20210530,"S37000026","75 - 84","","All","d",9,8.5,5.9
20618,20210530,"S37000026","85 and over","","All","d",12,4,200
20619,20210530,"S37000026","All ages","d","All","d",52,36,44.4
20620,20210530,"S37000026","All ages","d","Female","",24,21.5,11.6
20621,20210530,"S37000026","All ages","d","Male","",28,14.5,93.1
20622,20210530,"S37000027","Under 5","","All","d",8,9.5,-15.8
20623,20210530,"S37000027","15 - 44","","All","d",64,56.5,13.3
20624,20210530,"S37000027","45 - 64","","All","d",74,57.5,28.7
20625,20210530,"S37000027","65 - 74","","All","d",41,45.5,-9.9
20626,20210530,"S37000027","75 - 84","","All","d",60,55.5,8.1
20627,20210530,"S37000027","85 and over","","All","d",49,56.5,-13.3
20628,20210530,"S37000027","All ages","d","All","d",299,287,4.2
20629,20210530,"S37000027","All ages","d","Female","",163,144.5,12.8
20630,20210530,"S37000027","All ages","d","Male","",136,142.5,-4.6
20631,20210530,"S37000028","Under 5","","All","d",26,22.5,15.6
20632,20210530,"S37000028","5 - 14","","All","d",10,23,-56.5
20633,20210530,"S37000028","15 - 44","","All","d",112,143.5,-22
20634,20210530,"S37000028","45 - 64","","All","d",136,167.5,-18.8
20635,20210530,"S37000028","65 - 74","","All","d",103,113,-8.8
20636,20210530,"S37000028","75 - 84","","All","d",130,126,3.2
20637,20210530,"S37000028","85 and over","","All","d",86,94.5,-9
20638,20210530,"S37000028","All ages","d","All","d",603,690,-12.6
20639,20210530,"S37000028","All ages","d","Female","",301,358,-15.9
20640,20210530,"S37000028","All ages","d","Male","",302,332,-9
20641,20210530,"S37000029","Under 5","","All","d",10,4.5,122.2
20642,20210530,"S37000029","5 - 14","","All","d",7,4,75
20643,20210530,"S37000029","15 - 44","","All","d",59,45,31.1
