id,week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,sas_incidents,average20182019,percent_variation
11970,20210822,S08000022,,15 - 44,,All,d,177,158,12
11971,20210822,S08000022,,45 - 64,,All,d,187,169.5,10.3
11972,20210822,S08000022,,65 - 74,,All,d,156,137,13.9
11973,20210822,S08000022,,75 - 84,,All,d,153,143.5,6.6
11974,20210822,S08000022,,85 and over,,All,d,128,113.5,12.8
11975,20210822,S08000022,,All ages,d,All,d,907,823.5,10.1
11976,20210822,S08000022,,All ages,d,Female,,411,361,13.9
11977,20210822,S08000022,,All ages,d,Male,,363,317,14.5
11978,20210822,S08000024,,Under 5,,All,d,47,59,-20.3
11979,20210822,S08000024,,5 - 14,,All,d,32,21,52.4
11980,20210822,S08000024,,15 - 44,,All,d,354,449.5,-21.2
11981,20210822,S08000024,,45 - 64,,All,d,423,416,1.7
11982,20210822,S08000024,,65 - 74,,All,d,209,213.5,-2.1
11983,20210822,S08000024,,75 - 84,,All,d,233,264,-11.7
11984,20210822,S08000024,,85 and over,,All,d,193,202.5,-4.7
11985,20210822,S08000024,,All ages,d,All,d,1582,1747,-9.4
11986,20210822,S08000024,,All ages,d,Female,,715,797.5,-10.3
11987,20210822,S08000024,,All ages,d,Male,,695,697.5,-0.4
11988,20210822,S08000025,,15 - 44,,All,d,5,6,-16.7
11989,20210822,S08000025,,45 - 64,,All,d,12,5,140
11990,20210822,S08000025,,65 - 74,,All,d,10,6,66.7
11991,20210822,S08000025,,75 - 84,,All,d,7,9.5,-26.3
11992,20210822,S08000025,,85 and over,,All,d,9,3.5,157.1
11993,20210822,S08000025,,All ages,d,All,d,46,35,31.4
11994,20210822,S08000025,,All ages,d,Female,,23,14.5,58.6
11995,20210822,S08000025,,All ages,d,Male,,17,15,13.3
11996,20210822,S08000026,,15 - 44,,All,d,11,3,266.7
11997,20210822,S08000026,,45 - 64,,All,d,9,15.5,-41.9
11998,20210822,S08000026,,75 - 84,,All,d,8,12,-33.3
11999,20210822,S08000026,,85 and over,,All,d,5,5,0
12000,20210822,S08000026,,All ages,d,All,d,37,42.5,-12.9
13501,20211107,S08000017,,15 - 44,,All,d,55,54.5,0.9
13502,20211107,S08000017,,45 - 64,,All,d,76,69.5,9.4
13503,20211107,S08000017,,65 - 74,,All,d,50,53.5,-6.5
13504,20211107,S08000017,,75 - 84,,All,d,93,84.5,10.1
13505,20211107,S08000017,,85 and over,,All,d,86,77,11.7
13506,20211107,S08000017,,All ages,d,All,d,401,369.5,8.5
13507,20211107,S08000017,,All ages,d,Female,,205,188,9
13508,20211107,S08000017,,All ages,d,Male,,177,152.5,16.1
13509,20211107,S08000019,,Under 5,,All,d,45,24,87.5
13510,20211107,S08000019,,5 - 14,,All,d,14,10.5,33.3
13511,20211107,S08000019,,15 - 44,,All,d,128,130,-1.5
12001,20210822,S08000026,,All ages,d,Female,,15,15,0
12002,20210822,S08000026,,All ages,d,Male,,14,21.5,-34.9
12003,20210822,S08000028,,15 - 44,,All,d,14,8,75
12004,20210822,S08000028,,45 - 64,,All,d,24,14.5,65.5
12005,20210822,S08000028,,65 - 74,,All,d,18,12,50
12006,20210822,S08000028,,75 - 84,,All,d,33,11.5,187
12007,20210822,S08000028,,85 and over,,All,d,16,16,0
12008,20210822,S08000028,,All ages,d,All,d,112,68.5,63.5
12009,20210822,S08000028,,All ages,d,Female,,48,28,71.4
12010,20210822,S08000028,,All ages,d,Male,,49,29.5,66.1
12011,20210822,S08000029,,Under 5,,All,d,31,19.5,59
12012,20210822,S08000029,,5 - 14,,All,d,8,14.5,-44.8
12013,20210822,S08000029,,15 - 44,,All,d,175,174,0.6
12014,20210822,S08000029,,45 - 64,,All,d,186,157,18.5
12015,20210822,S08000029,,65 - 74,,All,d,142,130,9.2
12016,20210822,S08000029,,75 - 84,,All,d,146,145.5,0.3
12017,20210822,S08000029,,85 and over,,All,d,115,110,4.5
12018,20210822,S08000029,,All ages,d,All,d,822,781.5,5.2
12019,20210822,S08000029,,All ages,d,Female,,378,369,2.4
12020,20210822,S08000029,,All ages,d,Male,,397,349.5,13.6
12021,20210822,S08000030,,Under 5,,All,d,30,27.5,9.1
12022,20210822,S08000030,,5 - 14,,All,d,17,18,-5.6
12023,20210822,S08000030,,15 - 44,,All,d,210,231,-9.1
12024,20210822,S08000030,,45 - 64,,All,d,185,193,-4.1
12025,20210822,S08000030,,65 - 74,,All,d,144,128.5,12.1
12026,20210822,S08000030,,75 - 84,,All,d,142,163.5,-13.1
12027,20210822,S08000030,,85 and over,,All,d,139,152,-8.6
12028,20210822,S08000030,,All ages,d,All,d,905,953,-5
12029,20210822,S08000030,,All ages,d,Female,,448,432.5,3.6
12030,20210822,S08000030,,All ages,d,Male,,397,432,-8.1
12031,20210822,S08000031,,Under 5,,All,d,78,58.5,33.3
12032,20210822,S08000031,,5 - 14,,All,d,34,45,-24.4
12033,20210822,S08000031,,15 - 44,,All,d,597,647,-7.7
12034,20210822,S08000031,,45 - 64,,All,d,628,629,-0.2
12035,20210822,S08000031,,65 - 74,,All,d,353,365.5,-3.4
12036,20210822,S08000031,,75 - 84,,All,d,375,427.5,-12.3
12037,20210822,S08000031,,85 and over,,All,d,283,302,-6.3
12038,20210822,S08000031,,All ages,d,All,d,2537,2653,-4.4
12039,20210822,S08000031,,All ages,d,Female,,1160,1187,-2.3
12040,20210822,S08000031,,All ages,d,Male,,1094,1160.5,-5.7
12041,20210822,S08000032,,Under 5,,All,d,58,36.5,58.9
12042,20210822,S08000032,,5 - 14,,All,d,24,22,9.1
12043,20210822,S08000032,,15 - 44,,All,d,285,294,-3.1
12044,20210822,S08000032,,45 - 64,,All,d,288,329,-12.5
12045,20210822,S08000032,,65 - 74,,All,d,209,203,3
12046,20210822,S08000032,,75 - 84,,All,d,242,250.5,-3.4
12047,20210822,S08000032,,85 and over,,All,d,160,173.5,-7.8
12048,20210822,S08000032,,All ages,d,All,d,1315,1368.5,-3.9
12049,20210822,S08000032,,All ages,d,Female,,614,675,-9
12050,20210822,S08000032,,All ages,d,Male,,620,589,5.3
12051,20210822,S92000003,d,Under 5,,All,d,395,291.5,35.5
12052,20210822,S92000003,d,5 - 14,,All,d,189,212,-10.8
12053,20210822,S92000003,d,15 - 44,,All,d,2538,2680.5,-5.3
12054,20210822,S92000003,d,45 - 64,,All,d,2722,2639,3.1
12055,20210822,S92000003,d,65 - 74,,All,d,1762,1666.5,5.7
12056,20210822,S92000003,d,75 - 84,,All,d,1969,2101.5,-6.3
12057,20210822,S92000003,d,85 and over,,All,d,1558,1581,-1.5
12058,20210822,S92000003,d,All ages,d,All,d,11719,11836.5,-1
12059,20210822,S92000003,d,All ages,d,Female,,5422,5461,-0.7
12060,20210822,S92000003,d,All ages,d,Male,,5236,5068,3.3
12061,20210829,S08000015,,Under 5,,All,d,40,23.5,70.2
12062,20210829,S08000015,,5 - 14,,All,d,18,17,5.9
12063,20210829,S08000015,,15 - 44,,All,d,163,191.5,-14.9
12064,20210829,S08000015,,45 - 64,,All,d,187,213,-12.2
12065,20210829,S08000015,,65 - 74,,All,d,141,144.5,-2.4
12066,20210829,S08000015,,75 - 84,,All,d,186,192.5,-3.4
12067,20210829,S08000015,,85 and over,,All,d,110,129,-14.7
12068,20210829,S08000015,,All ages,d,All,d,883,949.5,-7
12069,20210829,S08000015,,All ages,d,Female,,396,449.5,-11.9
12070,20210829,S08000015,,All ages,d,Male,,417,425.5,-2
12071,20210829,S08000016,,Under 5,,All,d,8,5.5,45.5
12072,20210829,S08000016,,5 - 14,,All,d,10,5.5,81.8
12073,20210829,S08000016,,15 - 44,,All,d,60,50,20
12074,20210829,S08000016,,45 - 64,,All,d,63,56,12.5
12075,20210829,S08000016,,65 - 74,,All,d,44,42,4.8
12076,20210829,S08000016,,75 - 84,,All,d,64,55.5,15.3
12077,20210829,S08000016,,85 and over,,All,d,52,35.5,46.5
12078,20210829,S08000016,,All ages,d,All,d,314,257.5,21.9
12079,20210829,S08000016,,All ages,d,Female,,143,123.5,15.8
12080,20210829,S08000016,,All ages,d,Male,,148,106.5,39
12081,20210829,S08000017,,Under 5,,All,d,10,9.5,5.3
12082,20210829,S08000017,,5 - 14,,All,d,7,11.5,-39.1
12083,20210829,S08000017,,15 - 44,,All,d,79,69,14.5
12084,20210829,S08000017,,45 - 64,,All,d,79,71,11.3
12085,20210829,S08000017,,65 - 74,,All,d,66,64,3.1
12086,20210829,S08000017,,75 - 84,,All,d,92,76,21.1
12087,20210829,S08000017,,85 and over,,All,d,61,55,10.9
12088,20210829,S08000017,,All ages,d,All,d,409,377,8.5
12089,20210829,S08000017,,All ages,d,Female,,192,175.5,9.4
12090,20210829,S08000017,,All ages,d,Male,,180,152.5,18
12091,20210829,S08000019,,Under 5,,All,d,29,15,93.3
12092,20210829,S08000019,,5 - 14,,All,d,12,16,-25
12093,20210829,S08000019,,15 - 44,,All,d,113,117,-3.4
12094,20210829,S08000019,,45 - 64,,All,d,157,127,23.6
12095,20210829,S08000019,,65 - 74,,All,d,89,89,0
12096,20210829,S08000019,,75 - 84,,All,d,111,113,-1.8
12097,20210829,S08000019,,85 and over,,All,d,80,74.5,7.4
12098,20210829,S08000019,,All ages,d,All,d,626,585.5,6.9
12099,20210829,S08000019,,All ages,d,Female,,297,270,10
12100,20210829,S08000019,,All ages,d,Male,,281,259.5,8.3
12101,20210829,S08000020,,Under 5,,All,d,70,33,112.1
12102,20210829,S08000020,,5 - 14,,All,d,22,23.5,-6.4
12103,20210829,S08000020,,15 - 44,,All,d,259,248.5,4.2
12104,20210829,S08000020,,45 - 64,,All,d,234,222,5.4
12105,20210829,S08000020,,65 - 74,,All,d,181,172.5,4.9
12106,20210829,S08000020,,75 - 84,,All,d,218,186,17.2
12107,20210829,S08000020,,85 and over,,All,d,169,158.5,6.6
12108,20210829,S08000020,,All ages,d,All,d,1197,1105.5,8.3
12109,20210829,S08000020,,All ages,d,Female,,553,528,4.7
12110,20210829,S08000020,,All ages,d,Male,,561,463,21.2
12111,20210829,S08000022,,Under 5,,All,d,36,18.5,94.6
12112,20210829,S08000022,,5 - 14,,All,d,23,12,91.7
12113,20210829,S08000022,,15 - 44,,All,d,161,165,-2.4
12114,20210829,S08000022,,45 - 64,,All,d,154,179,-14
12115,20210829,S08000022,,65 - 74,,All,d,151,124.5,21.3
12116,20210829,S08000022,,75 - 84,,All,d,170,141.5,20.1
12117,20210829,S08000022,,85 and over,,All,d,135,120,12.5
12118,20210829,S08000022,,All ages,d,All,d,882,819.5,7.6
12119,20210829,S08000022,,All ages,d,Female,,387,339,14.2
12120,20210829,S08000022,,All ages,d,Male,,374,332,12.7
12121,20210829,S08000024,,Under 5,,All,d,85,48.5,75.3
12122,20210829,S08000024,,5 - 14,,All,d,40,30.5,31.1
12123,20210829,S08000024,,15 - 44,,All,d,414,432.5,-4.3
12124,20210829,S08000024,,45 - 64,,All,d,365,403.5,-9.5
12125,20210829,S08000024,,65 - 74,,All,d,234,209.5,11.7
12126,20210829,S08000024,,75 - 84,,All,d,211,247.5,-14.7
12127,20210829,S08000024,,85 and over,,All,d,181,193,-6.2
12128,20210829,S08000024,,All ages,d,All,d,1643,1701.5,-3.4
12129,20210829,S08000024,,All ages,d,Female,,747,755.5,-1.1
12130,20210829,S08000024,,All ages,d,Male,,699,679,2.9
12131,20210829,S08000025,,15 - 44,,All,d,7,5.5,27.3
12132,20210829,S08000025,,45 - 64,,All,d,15,10.5,42.9
12133,20210829,S08000025,,65 - 74,,All,d,5,5.5,-9.1
12134,20210829,S08000025,,75 - 84,,All,d,13,9.5,36.8
12135,20210829,S08000025,,85 and over,,All,d,8,4.5,77.8
12136,20210829,S08000025,,All ages,d,All,d,49,39.5,24.1
12137,20210829,S08000025,,All ages,d,Female,,32,15,113.3
12138,20210829,S08000025,,All ages,d,Male,,11,17,-35.3
12139,20210829,S08000026,,45 - 64,,All,d,9,13,-30.8
12140,20210829,S08000026,,65 - 74,,All,d,9,8,12.5
12141,20210829,S08000026,,75 - 84,,All,d,12,6,100
12142,20210829,S08000026,,All ages,d,All,d,40,44.5,-10.1
12143,20210829,S08000026,,All ages,d,Female,,9,23,-60.9
12144,20210829,S08000026,,All ages,d,Male,,24,15,60
12145,20210829,S08000028,,15 - 44,,All,d,11,8,37.5
12146,20210829,S08000028,,45 - 64,,All,d,28,9,211.1
12147,20210829,S08000028,,65 - 74,,All,d,16,16.5,-3
12148,20210829,S08000028,,75 - 84,,All,d,20,17,17.6
12149,20210829,S08000028,,85 and over,,All,d,17,13,30.8
12150,20210829,S08000028,,All ages,d,All,d,104,72,44.4
12151,20210829,S08000028,,All ages,d,Female,,32,33.5,-4.5
12152,20210829,S08000028,,All ages,d,Male,,56,29.5,89.8
12153,20210829,S08000029,,Under 5,,All,d,37,21,76.2
12154,20210829,S08000029,,5 - 14,,All,d,19,21.5,-11.6
12155,20210829,S08000029,,15 - 44,,All,d,180,165.5,8.8
12156,20210829,S08000029,,45 - 64,,All,d,176,167,5.4
12157,20210829,S08000029,,65 - 74,,All,d,158,120.5,31.1
12158,20210829,S08000029,,75 - 84,,All,d,147,144,2.1
12159,20210829,S08000029,,85 and over,,All,d,104,114.5,-9.2
12160,20210829,S08000029,,All ages,d,All,d,852,780,9.2
12161,20210829,S08000029,,All ages,d,Female,,400,384.5,4
12162,20210829,S08000029,,All ages,d,Male,,393,341,15.2
12163,20210829,S08000030,,Under 5,,All,d,48,27.5,74.5
12164,20210829,S08000030,,5 - 14,,All,d,23,20.5,12.2
12165,20210829,S08000030,,15 - 44,,All,d,244,194,25.8
12166,20210829,S08000030,,45 - 64,,All,d,193,184,4.9
12167,20210829,S08000030,,65 - 74,,All,d,131,133.5,-1.9
12168,20210829,S08000030,,75 - 84,,All,d,148,163,-9.2
12169,20210829,S08000030,,85 and over,,All,d,128,139.5,-8.2
12170,20210829,S08000030,,All ages,d,All,d,959,897.5,6.9
12171,20210829,S08000030,,All ages,d,Female,,456,413,10.4
12172,20210829,S08000030,,All ages,d,Male,,433,402,7.7
12173,20210829,S08000031,,Under 5,,All,d,94,67,40.3
12174,20210829,S08000031,,5 - 14,,All,d,38,51,-25.5
12175,20210829,S08000031,,15 - 44,,All,d,575,598,-3.8
12176,20210829,S08000031,,45 - 64,,All,d,569,616.5,-7.7
12177,20210829,S08000031,,65 - 74,,All,d,338,337,0.3
12178,20210829,S08000031,,75 - 84,,All,d,336,425,-20.9
12179,20210829,S08000031,,85 and over,,All,d,273,314,-13.1
12180,20210829,S08000031,,All ages,d,All,d,2425,2590.5,-6.4
12181,20210829,S08000031,,All ages,d,Female,,1042,1160.5,-10.2
12182,20210829,S08000031,,All ages,d,Male,,1090,1130,-3.5
12183,20210829,S08000032,,Under 5,,All,d,62,37.5,65.3
12184,20210829,S08000032,,5 - 14,,All,d,33,30,10
12185,20210829,S08000032,,15 - 44,,All,d,266,329.5,-19.3
12186,20210829,S08000032,,45 - 64,,All,d,318,326,-2.5
12187,20210829,S08000032,,65 - 74,,All,d,195,197.5,-1.3
12188,20210829,S08000032,,75 - 84,,All,d,237,268.5,-11.7
12189,20210829,S08000032,,85 and over,,All,d,146,172.5,-15.4
12190,20210829,S08000032,,All ages,d,All,d,1322,1445.5,-8.5
12191,20210829,S08000032,,All ages,d,Female,,609,670.5,-9.2
12192,20210829,S08000032,,All ages,d,Male,,602,633.5,-5
12193,20210829,S92000003,d,Under 5,,All,d,523,310,68.7
12194,20210829,S92000003,d,5 - 14,,All,d,247,244,1.2
12195,20210829,S92000003,d,15 - 44,,All,d,2548,2589,-1.6
12196,20210829,S92000003,d,45 - 64,,All,d,2551,2600.5,-1.9
12197,20210829,S92000003,d,65 - 74,,All,d,1760,1666,5.6
12198,20210829,S92000003,d,75 - 84,,All,d,1968,2046,-3.8
12199,20210829,S92000003,d,85 and over,,All,d,1467,1532,-4.2
12200,20210829,S92000003,d,All ages,d,All,d,11732,11686,0.4
12201,20210829,S92000003,d,All ages,d,Female,,5301,5347.5,-0.9
12202,20210829,S92000003,d,All ages,d,Male,,5279,4992.5,5.7
12203,20210905,S08000015,,Under 5,,All,d,46,22.5,104.4
12204,20210905,S08000015,,5 - 14,,All,d,16,20.5,-22
12205,20210905,S08000015,,15 - 44,,All,d,161,180,-10.6
12206,20210905,S08000015,,45 - 64,,All,d,225,195,15.4
12207,20210905,S08000015,,65 - 74,,All,d,145,151.5,-4.3
12208,20210905,S08000015,,75 - 84,,All,d,158,195.5,-19.2
12209,20210905,S08000015,,85 and over,,All,d,122,143,-14.7
12210,20210905,S08000015,,All ages,d,All,d,913,940.5,-2.9
12211,20210905,S08000015,,All ages,d,Female,,417,443,-5.9
12212,20210905,S08000015,,All ages,d,Male,,435,431.5,0.8
12213,20210905,S08000016,,Under 5,,All,d,15,7,114.3
12214,20210905,S08000016,,5 - 14,,All,d,5,5.5,-9.1
12215,20210905,S08000016,,15 - 44,,All,d,44,52,-15.4
12216,20210905,S08000016,,45 - 64,,All,d,51,51,0
12217,20210905,S08000016,,65 - 74,,All,d,42,42.5,-1.2
12218,20210905,S08000016,,75 - 84,,All,d,58,47.5,22.1
12219,20210905,S08000016,,85 and over,,All,d,60,51,17.6
12220,20210905,S08000016,,All ages,d,All,d,287,267,7.5
12221,20210905,S08000016,,All ages,d,Female,,128,128,0
12222,20210905,S08000016,,All ages,d,Male,,134,106.5,25.8
12223,20210905,S08000017,,Under 5,,All,d,14,5.5,154.5
12224,20210905,S08000017,,5 - 14,,All,d,7,6.5,7.7
12225,20210905,S08000017,,15 - 44,,All,d,69,62.5,10.4
12226,20210905,S08000017,,45 - 64,,All,d,89,66,34.8
12227,20210905,S08000017,,65 - 74,,All,d,71,45,57.8
12228,20210905,S08000017,,75 - 84,,All,d,77,80.5,-4.3
12229,20210905,S08000017,,85 and over,,All,d,71,67.5,5.2
12230,20210905,S08000017,,All ages,d,All,d,404,347,16.4
12231,20210905,S08000017,,All ages,d,Female,,181,161,12.4
12232,20210905,S08000017,,All ages,d,Male,,202,149,35.6
12233,20210905,S08000019,,Under 5,,All,d,37,15.5,138.7
12234,20210905,S08000019,,5 - 14,,All,d,11,17.5,-37.1
12235,20210905,S08000019,,15 - 44,,All,d,120,118.5,1.3
12236,20210905,S08000019,,45 - 64,,All,d,166,132,25.8
12237,20210905,S08000019,,65 - 74,,All,d,66,87,-24.1
12238,20210905,S08000019,,75 - 84,,All,d,136,108.5,25.3
12239,20210905,S08000019,,85 and over,,All,d,67,58,15.5
12240,20210905,S08000019,,All ages,d,All,d,639,569.5,12.2
12241,20210905,S08000019,,All ages,d,Female,,269,255,5.5
12242,20210905,S08000019,,All ages,d,Male,,318,260.5,22.1
12243,20210905,S08000020,,Under 5,,All,d,70,34,105.9
12244,20210905,S08000020,,5 - 14,,All,d,25,23.5,6.4
12245,20210905,S08000020,,15 - 44,,All,d,272,216,25.9
12246,20210905,S08000020,,45 - 64,,All,d,245,211.5,15.8
12247,20210905,S08000020,,65 - 74,,All,d,162,140,15.7
12248,20210905,S08000020,,75 - 84,,All,d,213,195,9.2
12249,20210905,S08000020,,85 and over,,All,d,138,130,6.2
12250,20210905,S08000020,,All ages,d,All,d,1168,1004.5,16.3
12251,20210905,S08000020,,All ages,d,Female,,592,464.5,27.4
12252,20210905,S08000020,,All ages,d,Male,,503,438,14.8
12253,20210905,S08000022,,Under 5,,All,d,39,21.5,81.4
12254,20210905,S08000022,,5 - 14,,All,d,14,22.5,-37.8
12255,20210905,S08000022,,15 - 44,,All,d,178,131,35.9
12256,20210905,S08000022,,45 - 64,,All,d,164,168,-2.4
12257,20210905,S08000022,,65 - 74,,All,d,144,112,28.6
12258,20210905,S08000022,,75 - 84,,All,d,184,156,17.9
12259,20210905,S08000022,,85 and over,,All,d,118,121,-2.5
12260,20210905,S08000022,,All ages,d,All,d,892,791.5,12.7
12261,20210905,S08000022,,All ages,d,Female,,376,334,12.6
12262,20210905,S08000022,,All ages,d,Male,,393,333.5,17.8
12263,20210905,S08000024,,Under 5,,All,d,74,56,32.1
12264,20210905,S08000024,,5 - 14,,All,d,39,40.5,-3.7
12265,20210905,S08000024,,15 - 44,,All,d,381,411,-7.3
12266,20210905,S08000024,,45 - 64,,All,d,330,335,-1.5
12267,20210905,S08000024,,65 - 74,,All,d,199,180.5,10.2
12268,20210905,S08000024,,75 - 84,,All,d,251,236.5,6.1
12269,20210905,S08000024,,85 and over,,All,d,177,164,7.9
12270,20210905,S08000024,,All ages,d,All,d,1553,1524,1.9
12271,20210905,S08000024,,All ages,d,Female,,727,713,2
12272,20210905,S08000024,,All ages,d,Male,,669,619,8.1
12273,20210905,S08000025,,45 - 64,,All,d,13,6.5,100
12274,20210905,S08000025,,75 - 84,,All,d,10,10.5,-4.8
12275,20210905,S08000025,,All ages,d,All,d,36,36.5,-1.4
12276,20210905,S08000025,,All ages,d,Female,,15,14.5,3.4
12277,20210905,S08000025,,All ages,d,Male,,12,18.5,-35.1
12278,20210905,S08000026,,15 - 44,,All,d,15,4.5,233.3
12279,20210905,S08000026,,45 - 64,,All,d,7,9.5,-26.3
12280,20210905,S08000026,,65 - 74,,All,d,6,7.5,-20
12281,20210905,S08000026,,75 - 84,,All,d,9,6.5,38.5
12282,20210905,S08000026,,85 and over,,All,d,6,5,20
12283,20210905,S08000026,,All ages,d,All,d,46,37.5,22.7
12284,20210905,S08000026,,All ages,d,Female,,25,16,56.2
12285,20210905,S08000026,,All ages,d,Male,,17,16.5,3
12286,20210905,S08000028,,15 - 44,,All,d,15,5.5,172.7
12287,20210905,S08000028,,45 - 64,,All,d,9,14.5,-37.9
12288,20210905,S08000028,,65 - 74,,All,d,12,21.5,-44.2
12289,20210905,S08000028,,75 - 84,,All,d,13,14,-7.1
12290,20210905,S08000028,,85 and over,,All,d,9,10,-10
12291,20210905,S08000028,,All ages,d,All,d,66,72,-8.3
12292,20210905,S08000028,,All ages,d,Female,,22,32,-31.2
12293,20210905,S08000028,,All ages,d,Male,,37,29,27.6
12294,20210905,S08000029,,Under 5,,All,d,46,28,64.3
12295,20210905,S08000029,,5 - 14,,All,d,27,21.5,25.6
12296,20210905,S08000029,,15 - 44,,All,d,197,165.5,19
12297,20210905,S08000029,,45 - 64,,All,d,183,147,24.5
12298,20210905,S08000029,,65 - 74,,All,d,132,117,12.8
12299,20210905,S08000029,,75 - 84,,All,d,158,119.5,32.2
12300,20210905,S08000029,,85 and over,,All,d,96,103,-6.8
12301,20210905,S08000029,,All ages,d,All,d,873,728.5,19.8
12302,20210905,S08000029,,All ages,d,Female,,402,333,20.7
12303,20210905,S08000029,,All ages,d,Male,,419,340,23.2
12304,20210905,S08000030,,Under 5,,All,d,39,26.5,47.2
12305,20210905,S08000030,,5 - 14,,All,d,19,29,-34.5
12306,20210905,S08000030,,15 - 44,,All,d,224,188,19.1
12307,20210905,S08000030,,45 - 64,,All,d,188,178.5,5.3
12308,20210905,S08000030,,65 - 74,,All,d,123,124,-0.8
12309,20210905,S08000030,,75 - 84,,All,d,169,165.5,2.1
12310,20210905,S08000030,,85 and over,,All,d,115,123,-6.5
12311,20210905,S08000030,,All ages,d,All,d,908,871,4.2
12312,20210905,S08000030,,All ages,d,Female,,422,418,1
12313,20210905,S08000030,,All ages,d,Male,,434,378.5,14.7
12314,20210905,S08000031,,Under 5,,All,d,105,78.5,33.8
12315,20210905,S08000031,,5 - 14,,All,d,45,48.5,-7.2
12316,20210905,S08000031,,15 - 44,,All,d,592,580.5,2
12317,20210905,S08000031,,45 - 64,,All,d,541,577,-6.2
12318,20210905,S08000031,,65 - 74,,All,d,336,318,5.7
12319,20210905,S08000031,,75 - 84,,All,d,396,406,-2.5
12320,20210905,S08000031,,85 and over,,All,d,264,295.5,-10.7
12321,20210905,S08000031,,All ages,d,All,d,2438,2465.5,-1.1
12322,20210905,S08000031,,All ages,d,Female,,1109,1125,-1.4
12323,20210905,S08000031,,All ages,d,Male,,1089,1071.5,1.6
12324,20210905,S08000032,,Under 5,,All,d,70,46.5,50.5
12325,20210905,S08000032,,5 - 14,,All,d,24,39.5,-39.2
12326,20210905,S08000032,,15 - 44,,All,d,276,282.5,-2.3
12327,20210905,S08000032,,45 - 64,,All,d,283,324,-12.7
12328,20210905,S08000032,,65 - 74,,All,d,212,194.5,9
12329,20210905,S08000032,,75 - 84,,All,d,203,247.5,-18
12330,20210905,S08000032,,85 and over,,All,d,173,163.5,5.8
12331,20210905,S08000032,,All ages,d,All,d,1314,1361.5,-3.5
12332,20210905,S08000032,,All ages,d,Female,,640,654.5,-2.2
12333,20210905,S08000032,,All ages,d,Male,,571,598,-4.5
12334,20210905,S92000003,d,Under 5,,All,d,563,346,62.7
12335,20210905,S92000003,d,5 - 14,,All,d,236,279,-15.4
12336,20210905,S92000003,d,15 - 44,,All,d,2560,2410.5,6.2
12337,20210905,S92000003,d,45 - 64,,All,d,2500,2418,3.4
12338,20210905,S92000003,d,65 - 74,,All,d,1656,1550.5,6.8
12339,20210905,S92000003,d,75 - 84,,All,d,2035,1990,2.3
12340,20210905,S92000003,d,85 and over,,All,d,1420,1439.5,-1.4
12341,20210905,S92000003,d,All ages,d,All,d,11569,11038,4.8
12342,20210905,S92000003,d,All ages,d,Female,,5329,5097,4.6
12343,20210905,S92000003,d,All ages,d,Male,,5244,4795,9.4
12344,20210912,S08000015,,Under 5,,All,d,35,37.5,-6.7
12345,20210912,S08000015,,5 - 14,,All,d,10,23.5,-57.4
12346,20210912,S08000015,,15 - 44,,All,d,173,214.5,-19.3
12347,20210912,S08000015,,45 - 64,,All,d,180,226.5,-20.5
12348,20210912,S08000015,,65 - 74,,All,d,133,161,-17.4
12349,20210912,S08000015,,75 - 84,,All,d,166,192.5,-13.8
12350,20210912,S08000015,,85 and over,,All,d,133,135,-1.5
12351,20210912,S08000015,,All ages,d,All,d,874,1034,-15.5
12352,20210912,S08000015,,All ages,d,Female,,404,494,-18.2
12353,20210912,S08000015,,All ages,d,Male,,389,455,-14.5
12354,20210912,S08000016,,Under 5,,All,d,11,6.5,69.2
12355,20210912,S08000016,,5 - 14,,All,d,9,6,50
12356,20210912,S08000016,,15 - 44,,All,d,58,51.5,12.6
12357,20210912,S08000016,,45 - 64,,All,d,64,56.5,13.3
12358,20210912,S08000016,,65 - 74,,All,d,36,48.5,-25.8
12359,20210912,S08000016,,75 - 84,,All,d,52,62.5,-16.8
12360,20210912,S08000016,,85 and over,,All,d,67,44,52.3
12361,20210912,S08000016,,All ages,d,All,d,309,282,9.6
12362,20210912,S08000016,,All ages,d,Female,,168,142,18.3
12363,20210912,S08000016,,All ages,d,Male,,112,121.5,-7.8
12364,20210912,S08000017,,Under 5,,All,d,11,8.5,29.4
12365,20210912,S08000017,,5 - 14,,All,d,5,3,66.7
12366,20210912,S08000017,,15 - 44,,All,d,69,54.5,26.6
12367,20210912,S08000017,,45 - 64,,All,d,92,71.5,28.7
12368,20210912,S08000017,,65 - 74,,All,d,76,75.5,0.7
12369,20210912,S08000017,,75 - 84,,All,d,94,76.5,22.9
12370,20210912,S08000017,,85 and over,,All,d,55,70.5,-22
12371,20210912,S08000017,,All ages,d,All,d,412,378.5,8.9
12372,20210912,S08000017,,All ages,d,Female,,193,174.5,10.6
12373,20210912,S08000017,,All ages,d,Male,,190,162,17.3
12374,20210912,S08000019,,Under 5,,All,d,41,18,127.8
12375,20210912,S08000019,,5 - 14,,All,d,12,9.5,26.3
12376,20210912,S08000019,,15 - 44,,All,d,142,133.5,6.4
12377,20210912,S08000019,,45 - 64,,All,d,125,137,-8.8
12378,20210912,S08000019,,65 - 74,,All,d,91,89,2.2
12379,20210912,S08000019,,75 - 84,,All,d,122,106,15.1
12380,20210912,S08000019,,85 and over,,All,d,64,75,-14.7
12381,20210912,S08000019,,All ages,d,All,d,633,603.5,4.9
