id,week_ending,hscp,simd_quintile,sas_incidents,average20182019,percent_variation
622,20200202,S37000008,2,81,86,-5.8
623,20200202,S37000008,3,43,50,-14
624,20200202,S37000008,4,20,24,-16.7
625,20200202,S37000008,5,20,18,11.1
626,20200202,S37000009,1,15,14,7.1
627,20200202,S37000009,2,33,51.5,-35.9
628,20200202,S37000009,3,8,11,-27.3
629,20200202,S37000009,4,28,36,-22.2
630,20200202,S37000009,5,79,76,3.9
631,20200202,S37000010,1,6,10,-40
632,20200202,S37000010,2,67,67.5,-0.7
633,20200202,S37000010,3,52,39.5,31.6
634,20200202,S37000010,4,43,38,13.2
635,20200202,S37000010,5,20,21,-4.8
636,20200202,S37000011,1,21,12,75
637,20200202,S37000011,2,18,23.5,-23.4
638,20200202,S37000011,3,15,17.5,-14.3
639,20200202,S37000011,4,22,28,-21.4
640,20200202,S37000011,5,69,65,6.2
641,20200202,S37000012,1,214,215.5,-0.7
642,20200202,S37000012,2,169,171,-1.2
643,20200202,S37000012,3,84,115.5,-27.3
644,20200202,S37000012,4,103,108,-4.6
645,20200202,S37000012,5,265,230,15.2
646,20200202,S37000013,1,69,67,3
647,20200202,S37000013,2,107,133.5,-19.9
648,20200202,S37000013,3,49,54,-9.3
649,20200202,S37000013,4,27,46,-41.3
650,20200202,S37000013,5,43,34.5,24.6
651,20200202,S37000016,1,67,64.5,3.9
652,20200202,S37000016,2,108,124.5,-13.3
653,20200202,S37000016,3,149,172,-13.4
654,20200202,S37000016,4,122,137.5,-11.3
655,20200202,S37000016,5,41,35,17.1
656,20200202,S37000017,1,99,106.5,-7
657,20200202,S37000017,2,20,19,5.3
658,20200202,S37000017,3,21,19.5,7.7
659,20200202,S37000017,4,13,19.5,-33.3
660,20200202,S37000017,5,14,17.5,-20
661,20200202,S37000018,1,15,22.5,-33.3
662,20200202,S37000018,2,75,63.5,18.1
663,20200202,S37000018,3,48,39.5,21.5
664,20200202,S37000018,4,20,17,17.6
665,20200202,S37000018,5,16,8,100
666,20200202,S37000019,2,45,40,12.5
667,20200202,S37000019,3,63,62.5,0.8
668,20200202,S37000019,4,74,66.5,11.3
669,20200202,S37000019,5,23,29.5,-22
670,20200202,S37000020,1,168,205.5,-18.2
671,20200202,S37000020,2,67,75,-10.7
672,20200202,S37000020,3,61,52,17.3
673,20200202,S37000020,4,37,46.5,-20.4
674,20200202,S37000020,5,18,22.5,-20
675,20200202,S37000022,2,10,3.5,185.7
676,20200202,S37000022,3,25,17,47.1
677,20200202,S37000022,4,15,20.5,-26.8
678,20200202,S37000024,1,143,143.5,-0.3
679,20200202,S37000024,2,79,84,-6
680,20200202,S37000024,3,57,59.5,-4.2
681,20200202,S37000024,4,42,45.5,-7.7
682,20200202,S37000024,5,33,32,3.1
683,20200202,S37000025,1,18,15.5,16.1
684,20200202,S37000025,2,67,56,19.6
685,20200202,S37000025,3,88,98,-10.2
686,20200202,S37000025,4,88,82,7.3
687,20200202,S37000025,5,17,14,21.4
688,20200202,S37000026,2,5,0,8000
689,20200202,S37000026,3,12,14.5,-17.2
690,20200202,S37000026,4,20,27.5,-27.3
691,20200202,S37000027,1,67,70.5,-5
692,20200202,S37000027,2,86,98.5,-12.7
693,20200202,S37000027,3,41,58,-29.3
694,20200202,S37000027,4,37,27,37
695,20200202,S37000027,5,46,52,-11.5
696,20200202,S37000028,1,159,185,-14.1
697,20200202,S37000028,2,195,197,-1
698,20200202,S37000028,3,131,142,-7.7
699,20200202,S37000028,4,88,97.5,-9.7
700,20200202,S37000028,5,69,57.5,20
701,20200202,S37000029,1,127,108,17.6
702,20200202,S37000029,2,47,66.5,-29.3
703,20200202,S37000029,3,39,34,14.7
704,20200202,S37000029,4,17,19.5,-12.8
705,20200202,S37000030,1,78,67.5,15.6
706,20200202,S37000030,2,107,124,-13.7
707,20200202,S37000030,3,69,87,-20.7
708,20200202,S37000030,4,46,31.5,46
709,20200202,S37000030,5,32,29,10.3
710,20200202,S37000031,2,17,23,-26.1
711,20200202,S37000031,3,58,60.5,-4.1
712,20200202,S37000031,4,9,8,12.5
713,20200202,S37000032,1,229,239.5,-4.4
714,20200202,S37000032,2,171,199.5,-14.3
715,20200202,S37000032,3,175,173,1.2
716,20200202,S37000032,4,103,113.5,-9.3
717,20200202,S37000032,5,121,117,3.4
718,20200202,S37000033,1,34,23.5,44.7
719,20200202,S37000033,2,53,38.5,37.7
720,20200202,S37000033,3,65,63,3.2
721,20200202,S37000033,4,112,96.5,16.1
722,20200202,S37000033,5,36,47,-23.4
723,20200202,S37000034,1,813,891,-8.8
724,20200202,S37000034,2,180,229.5,-21.6
725,20200202,S37000034,3,95,131,-27.5
726,20200202,S37000034,4,94,98,-4.1
727,20200202,S37000034,5,48,60.5,-20.7
728,20200202,S37000035,1,306,323,-5.3
729,20200202,S37000035,2,238,233,2.1
730,20200202,S37000035,3,99,106.5,-7
731,20200202,S37000035,4,52,56.5,-8
732,20200202,S37000035,5,28,30,-6.7
733,20200209,S37000001,1,75,59.5,26.1
734,20200209,S37000001,2,116,121,-4.1
735,20200209,S37000001,3,61,79.5,-23.3
736,20200209,S37000001,4,82,69,18.8
737,20200209,S37000001,5,117,123,-4.9
738,20200209,S37000002,1,14,11,27.3
739,20200209,S37000002,2,58,75,-22.7
740,20200209,S37000002,3,93,108.5,-14.3
741,20200209,S37000002,4,163,148,10.1
742,20200209,S37000002,5,112,101,10.9
743,20200209,S37000003,1,20,26.5,-24.5
744,20200209,S37000003,2,55,51.5,6.8
745,20200209,S37000003,3,71,73,-2.7
746,20200209,S37000003,4,62,49,26.5
747,20200209,S37000003,5,31,31,0
748,20200209,S37000004,1,19,33,-42.4
749,20200209,S37000004,2,42,60.5,-30.6
750,20200209,S37000004,3,76,83.5,-9
751,20200209,S37000004,4,46,50,-8
752,20200209,S37000004,5,11,17.5,-37.1
753,20200209,S37000005,1,71,66.5,6.8
754,20200209,S37000005,2,74,69,7.2
755,20200209,S37000005,3,49,45.5,7.7
756,20200209,S37000005,4,47,49,-4.1
757,20200209,S37000005,5,41,40.5,1.2
758,20200209,S37000006,1,43,45,-4.4
759,20200209,S37000006,2,121,104.5,15.8
760,20200209,S37000006,3,128,122.5,4.5
761,20200209,S37000006,4,44,45,-2.2
762,20200209,S37000006,5,19,26.5,-28.3
763,20200209,S37000007,1,187,164.5,13.7
764,20200209,S37000007,2,70,87.5,-20
765,20200209,S37000007,3,56,37.5,49.3
766,20200209,S37000007,4,31,38.5,-19.5
767,20200209,S37000007,5,36,34.5,4.3
768,20200209,S37000008,1,114,129.5,-12
769,20200209,S37000008,2,76,68.5,10.9
770,20200209,S37000008,3,37,45.5,-18.7
771,20200209,S37000008,4,31,24.5,26.5
772,20200209,S37000008,5,9,17.5,-48.6
773,20200209,S37000009,1,15,16,-6.2
774,20200209,S37000009,2,36,41.5,-13.3
775,20200209,S37000009,3,13,11,18.2
776,20200209,S37000009,4,26,34.5,-24.6
777,20200209,S37000009,5,82,66,24.2
778,20200209,S37000010,1,6,10,-40
779,20200209,S37000010,2,64,80.5,-20.5
780,20200209,S37000010,3,45,50,-10
781,20200209,S37000010,4,39,50.5,-22.8
782,20200209,S37000010,5,18,25,-28
783,20200209,S37000011,1,16,18.5,-13.5
784,20200209,S37000011,2,17,24,-29.2
785,20200209,S37000011,3,22,18,22.2
786,20200209,S37000011,4,25,23,8.7
787,20200209,S37000011,5,74,67.5,9.6
788,20200209,S37000012,1,188,196,-4.1
789,20200209,S37000012,2,162,153,5.9
790,20200209,S37000012,3,110,134.5,-18.2
791,20200209,S37000012,4,120,114,5.3
792,20200209,S37000012,5,202,245,-17.6
793,20200209,S37000013,1,70,65,7.7
794,20200209,S37000013,2,102,128,-20.3
795,20200209,S37000013,3,51,50.5,1
796,20200209,S37000013,4,36,44.5,-19.1
797,20200209,S37000013,5,33,37.5,-12
798,20200209,S37000016,1,42,62,-32.3
799,20200209,S37000016,2,108,126.5,-14.6
800,20200209,S37000016,3,130,147,-11.6
801,20200209,S37000016,4,131,135.5,-3.3
802,20200209,S37000016,5,18,29.5,-39
803,20200209,S37000017,1,105,93,12.9
804,20200209,S37000017,2,25,27,-7.4
805,20200209,S37000017,3,27,27,0
806,20200209,S37000017,4,15,21,-28.6
807,20200209,S37000017,5,14,14,0
808,20200209,S37000018,1,21,32.5,-35.4
809,20200209,S37000018,2,63,67,-6
810,20200209,S37000018,3,49,37.5,30.7
811,20200209,S37000018,4,20,22,-9.1
812,20200209,S37000018,5,12,17,-29.4
813,20200209,S37000019,2,37,40,-7.5
814,20200209,S37000019,3,54,45.5,18.7
815,20200209,S37000019,4,63,67,-6
816,20200209,S37000019,5,24,23,4.3
817,20200209,S37000020,1,161,194,-17
818,20200209,S37000020,2,91,65.5,38.9
819,20200209,S37000020,3,53,48,10.4
820,20200209,S37000020,4,33,31,6.5
821,20200209,S37000020,5,17,18.5,-8.1
822,20200209,S37000022,2,11,4.5,144.4
823,20200209,S37000022,3,25,23.5,6.4
824,20200209,S37000022,4,27,19.5,38.5
825,20200209,S37000024,1,153,167,-8.4
826,20200209,S37000024,2,73,77,-5.2
827,20200209,S37000024,3,64,63.5,0.8
828,20200209,S37000024,4,47,45,4.4
829,20200209,S37000024,5,33,35.5,-7
830,20200209,S37000025,1,18,23.5,-23.4
831,20200209,S37000025,2,64,71.5,-10.5
832,20200209,S37000025,3,87,99,-12.1
833,20200209,S37000025,4,92,86,7
834,20200209,S37000025,5,17,11,54.5
835,20200209,S37000026,3,12,16,-25
836,20200209,S37000026,4,32,22.5,42.2
837,20200209,S37000027,1,83,65,27.7
838,20200209,S37000027,2,88,102,-13.7
839,20200209,S37000027,3,40,46.5,-14
840,20200209,S37000027,4,23,32.5,-29.2
841,20200209,S37000027,5,31,51,-39.2
842,20200209,S37000028,1,164,205.5,-20.2
843,20200209,S37000028,2,184,213.5,-13.8
844,20200209,S37000028,3,156,120.5,29.5
845,20200209,S37000028,4,82,83,-1.2
846,20200209,S37000028,5,55,53,3.8
847,20200209,S37000029,1,110,101.5,8.4
848,20200209,S37000029,2,42,59,-28.8
849,20200209,S37000029,3,32,36,-11.1
850,20200209,S37000029,4,11,17.5,-37.1
851,20200209,S37000030,1,62,90,-31.1
852,20200209,S37000030,2,110,120,-8.3
853,20200209,S37000030,3,76,73,4.1
854,20200209,S37000030,4,38,40.5,-6.2
855,20200209,S37000030,5,36,27.5,30.9
856,20200209,S37000031,2,34,23,47.8
857,20200209,S37000031,3,57,51,11.8
858,20200209,S37000032,1,239,213,12.2
859,20200209,S37000032,2,197,202.5,-2.7
860,20200209,S37000032,3,133,159.5,-16.6
861,20200209,S37000032,4,113,104,8.7
862,20200209,S37000032,5,86,129,-33.3
863,20200209,S37000033,1,27,27,0
864,20200209,S37000033,2,37,39.5,-6.3
865,20200209,S37000033,3,75,82,-8.5
866,20200209,S37000033,4,96,106.5,-9.9
867,20200209,S37000033,5,47,40.5,16
868,20200209,S37000034,1,753,881.5,-14.6
869,20200209,S37000034,2,205,222,-7.7
870,20200209,S37000034,3,104,121,-14
871,20200209,S37000034,4,72,99,-27.3
872,20200209,S37000034,5,44,57.5,-23.5
873,20200209,S37000035,1,264,310,-14.8
874,20200209,S37000035,2,221,235,-6
875,20200209,S37000035,3,122,126,-3.2
876,20200209,S37000035,4,41,61,-32.8
877,20200209,S37000035,5,38,37,2.7
878,20200216,S37000001,1,68,62.5,8.8
879,20200216,S37000001,2,112,134.5,-16.7
880,20200216,S37000001,3,44,83,-47
881,20200216,S37000001,4,62,69,-10.1
882,20200216,S37000001,5,106,120.5,-12
883,20200216,S37000002,1,20,15.5,29
884,20200216,S37000002,2,62,58,6.9
885,20200216,S37000002,3,102,100,2
886,20200216,S37000002,4,154,156.5,-1.6
887,20200216,S37000002,5,119,106.5,11.7
888,20200216,S37000003,1,20,19.5,2.6
889,20200216,S37000003,2,39,45,-13.3
890,20200216,S37000003,3,83,78.5,5.7
891,20200216,S37000003,4,41,46.5,-11.8
892,20200216,S37000003,5,36,27,33.3
893,20200216,S37000004,1,27,36,-25
894,20200216,S37000004,2,60,46.5,29
895,20200216,S37000004,3,81,91,-11
896,20200216,S37000004,4,49,42,16.7
897,20200216,S37000004,5,12,15.5,-22.6
898,20200216,S37000005,1,81,77,5.2
899,20200216,S37000005,2,66,72,-8.3
900,20200216,S37000005,3,42,48.5,-13.4
901,20200216,S37000005,4,51,50,2
902,20200216,S37000005,5,26,40,-35
903,20200216,S37000006,1,43,51,-15.7
904,20200216,S37000006,2,122,115,6.1
905,20200216,S37000006,3,129,127,1.6
906,20200216,S37000006,4,44,52,-15.4
907,20200216,S37000006,5,27,27,0
908,20200216,S37000007,1,172,157.5,9.2
909,20200216,S37000007,2,57,85,-32.9
910,20200216,S37000007,3,34,36,-5.6
911,20200216,S37000007,4,43,39,10.3
912,20200216,S37000007,5,23,32.5,-29.2
913,20200216,S37000008,1,108,121,-10.7
914,20200216,S37000008,2,92,84.5,8.9
915,20200216,S37000008,3,41,43.5,-5.7
916,20200216,S37000008,4,28,19.5,43.6
917,20200216,S37000008,5,17,14.5,17.2
918,20200216,S37000009,1,13,13,0
919,20200216,S37000009,2,46,52.5,-12.4
920,20200216,S37000009,3,13,7.5,73.3
921,20200216,S37000009,4,26,32.5,-20
922,20200216,S37000009,5,69,66,4.5
923,20200216,S37000010,1,7,8,-12.5
924,20200216,S37000010,2,59,72.5,-18.6
925,20200216,S37000010,3,41,45.5,-9.9
926,20200216,S37000010,4,48,43,11.6
927,20200216,S37000010,5,14,28.5,-50.9
928,20200216,S37000011,1,18,12.5,44
929,20200216,S37000011,2,21,20,5
930,20200216,S37000011,3,28,19,47.4
931,20200216,S37000011,4,23,25,-8
932,20200216,S37000011,5,69,67,3
933,20200216,S37000012,1,185,188,-1.6
934,20200216,S37000012,2,165,152.5,8.2
935,20200216,S37000012,3,105,136,-22.8
936,20200216,S37000012,4,123,123.5,-0.4
937,20200216,S37000012,5,206,236.5,-12.9
938,20200216,S37000013,1,68,69,-1.4
939,20200216,S37000013,2,100,103.5,-3.4
940,20200216,S37000013,3,81,63.5,27.6
941,20200216,S37000013,4,46,44,4.5
942,20200216,S37000013,5,33,22.5,46.7
943,20200216,S37000016,1,48,63,-23.8
944,20200216,S37000016,2,118,129,-8.5
945,20200216,S37000016,3,126,153,-17.6
946,20200216,S37000016,4,141,127.5,10.6
947,20200216,S37000016,5,39,28.5,36.8
948,20200216,S37000017,1,98,103,-4.9
949,20200216,S37000017,2,17,24,-29.2
950,20200216,S37000017,3,29,35,-17.1
951,20200216,S37000017,4,20,17.5,14.3
952,20200216,S37000017,5,10,14,-28.6
953,20200216,S37000018,1,28,21.5,30.2
954,20200216,S37000018,2,77,72.5,6.2
955,20200216,S37000018,3,40,40,0
956,20200216,S37000018,4,19,16,18.8
957,20200216,S37000018,5,19,14.5,31
958,20200216,S37000019,2,30,27,11.1
959,20200216,S37000019,3,51,58.5,-12.8
960,20200216,S37000019,4,52,69.5,-25.2
961,20200216,S37000019,5,27,24,12.5
962,20200216,S37000020,1,182,200.5,-9.2
963,20200216,S37000020,2,61,63.5,-3.9
964,20200216,S37000020,3,42,42.5,-1.2
965,20200216,S37000020,4,38,39,-2.6
966,20200216,S37000020,5,18,19,-5.3
967,20200216,S37000022,2,11,5,120
968,20200216,S37000022,3,17,15,13.3
969,20200216,S37000022,4,10,21,-52.4
970,20200216,S37000024,1,131,141,-7.1
971,20200216,S37000024,2,83,77.5,7.1
972,20200216,S37000024,3,43,48,-10.4
973,20200216,S37000024,4,47,48,-2.1
974,20200216,S37000024,5,30,40,-25
975,20200216,S37000025,1,23,25.5,-9.8
976,20200216,S37000025,2,46,57,-19.3
977,20200216,S37000025,3,87,84,3.6
978,20200216,S37000025,4,84,82,2.4
979,20200216,S37000025,5,19,17,11.8
980,20200216,S37000026,3,12,14,-14.3
981,20200216,S37000026,4,31,20.5,51.2
982,20200216,S37000027,1,67,76.5,-12.4
983,20200216,S37000027,2,89,94.5,-5.8
984,20200216,S37000027,3,52,39,33.3
985,20200216,S37000027,4,21,29.5,-28.8
986,20200216,S37000027,5,52,54.5,-4.6
987,20200216,S37000028,1,181,191,-5.2
988,20200216,S37000028,2,165,215,-23.3
989,20200216,S37000028,3,132,119,10.9
990,20200216,S37000028,4,94,87.5,7.4
991,20200216,S37000028,5,75,65.5,14.5
992,20200216,S37000029,1,100,103.5,-3.4
993,20200216,S37000029,2,59,64.5,-8.5
994,20200216,S37000029,3,26,30.5,-14.8
995,20200216,S37000029,4,18,17.5,2.9
996,20200216,S37000029,5,6,1.5,300
997,20200216,S37000030,1,75,63.5,18.1
998,20200216,S37000030,2,92,113.5,-18.9
999,20200216,S37000030,3,80,73,9.6
1000,20200216,S37000030,4,38,52.5,-27.6
1001,20200216,S37000030,5,35,33,6.1
1002,20200216,S37000031,2,16,23,-30.4
1003,20200216,S37000031,3,42,49,-14.3
1004,20200216,S37000032,1,235,239,-1.7
1005,20200216,S37000032,2,185,193.5,-4.4
1006,20200216,S37000032,3,184,178,3.4
1007,20200216,S37000032,4,92,119,-22.7
1008,20200216,S37000032,5,92,116,-20.7
1009,20200216,S37000033,1,17,21,-19
1010,20200216,S37000033,2,42,52,-19.2
1011,20200216,S37000033,3,96,66,45.5
1012,20200216,S37000033,4,116,96.5,20.2
1013,20200216,S37000033,5,42,40.5,3.7
1014,20200216,S37000034,1,755,883,-14.5
1015,20200216,S37000034,2,200,216.5,-7.6
1016,20200216,S37000034,3,108,118,-8.5
1017,20200216,S37000034,4,81,77.5,4.5
1018,20200216,S37000034,5,39,58.5,-33.3
1019,20200216,S37000035,1,309,310.5,-0.5
1020,20200216,S37000035,2,210,234,-10.3
1021,20200216,S37000035,3,101,99.5,1.5
1022,20200216,S37000035,4,51,54.5,-6.4
1023,20200216,S37000035,5,31,28,10.7
1024,20200223,S37000001,1,58,63.5,-8.7
1025,20200223,S37000001,2,112,128.5,-12.8
1026,20200223,S37000001,3,52,75.5,-31.1
1027,20200223,S37000001,4,68,66.5,2.3
1028,20200223,S37000001,5,90,110,-18.2
1029,20200223,S37000002,1,17,16,6.2
1030,20200223,S37000002,2,55,61,-9.8
1031,20200223,S37000002,3,103,84.5,21.9
1032,20200223,S37000002,4,165,148.5,11.1
1033,20200223,S37000002,5,127,101,25.7
1034,20200223,S37000003,1,18,21.5,-16.3
1035,20200223,S37000003,2,47,56.5,-16.8
1036,20200223,S37000003,3,79,72,9.7
1037,20200223,S37000003,4,48,48.5,-1
1038,20200223,S37000003,5,23,34.5,-33.3
1039,20200223,S37000004,1,25,42.5,-41.2
1040,20200223,S37000004,2,54,63,-14.3
1041,20200223,S37000004,3,88,94,-6.4
1042,20200223,S37000004,4,39,42.5,-8.2
1043,20200223,S37000004,5,18,15,20
1044,20200223,S37000005,1,66,77,-14.3
1045,20200223,S37000005,2,74,67.5,9.6
1046,20200223,S37000005,3,47,44,6.8
1047,20200223,S37000005,4,41,43.5,-5.7
1048,20200223,S37000005,5,41,38.5,6.5
1049,20200223,S37000006,1,41,43.5,-5.7
1050,20200223,S37000006,2,125,132.5,-5.7
1051,20200223,S37000006,3,126,144.5,-12.8
1052,20200223,S37000006,4,50,45,11.1
1053,20200223,S37000006,5,15,14.5,3.4
1054,20200223,S37000007,1,147,154.5,-4.9
1055,20200223,S37000007,2,71,81.5,-12.9
1056,20200223,S37000007,3,29,42,-31
1057,20200223,S37000007,4,34,34.5,-1.4
1058,20200223,S37000007,5,29,31.5,-7.9
1059,20200223,S37000008,1,154,109,41.3
1060,20200223,S37000008,2,72,84.5,-14.8
1061,20200223,S37000008,3,33,45,-26.7
1062,20200223,S37000008,4,25,20,25
1063,20200223,S37000008,5,17,14.5,17.2
1064,20200223,S37000009,1,15,14.5,3.4
1065,20200223,S37000009,2,46,44,4.5
1066,20200223,S37000009,3,10,10.5,-4.8
1067,20200223,S37000009,4,40,31.5,27
1068,20200223,S37000009,5,86,72,19.4
1069,20200223,S37000010,2,63,62,1.6
1070,20200223,S37000010,3,43,41,4.9
1071,20200223,S37000010,4,43,38.5,11.7
1072,20200223,S37000010,5,21,18.5,13.5
1073,20200223,S37000011,1,23,16.5,39.4
1074,20200223,S37000011,2,18,14,28.6
1075,20200223,S37000011,3,15,22,-31.8
1076,20200223,S37000011,4,26,24,8.3
1077,20200223,S37000011,5,69,61,13.1
1078,20200223,S37000012,1,202,204.5,-1.2
1079,20200223,S37000012,2,153,140.5,8.9
1080,20200223,S37000012,3,107,116,-7.8
1081,20200223,S37000012,4,118,99,19.2
1082,20200223,S37000012,5,243,207,17.4
1083,20200223,S37000013,1,51,68,-25
1084,20200223,S37000013,2,84,114.5,-26.6
1085,20200223,S37000013,3,63,56,12.5
1086,20200223,S37000013,4,35,43,-18.6
1087,20200223,S37000013,5,31,37.5,-17.3
1088,20200223,S37000016,1,69,57.5,20
1089,20200223,S37000016,2,131,127.5,2.7
1090,20200223,S37000016,3,140,151.5,-7.6
1091,20200223,S37000016,4,144,116,24.1
1092,20200223,S37000016,5,25,34,-26.5
1093,20200223,S37000017,1,91,111,-18
1094,20200223,S37000017,2,24,29.5,-18.6
1095,20200223,S37000017,3,28,23.5,19.1
1096,20200223,S37000017,4,20,21,-4.8
1097,20200223,S37000017,5,21,16,31.2
1098,20200223,S37000018,1,24,27.5,-12.7
1099,20200223,S37000018,2,71,71.5,-0.7
1100,20200223,S37000018,3,31,37,-16.2
1101,20200223,S37000018,4,14,21,-33.3
1102,20200223,S37000018,5,16,15.5,3.2
1103,20200223,S37000019,2,40,37,8.1
1104,20200223,S37000019,3,59,46.5,26.9
1105,20200223,S37000019,4,58,63,-7.9
1106,20200223,S37000019,5,37,23.5,57.4
1107,20200223,S37000020,1,163,184.5,-11.7
1108,20200223,S37000020,2,64,68.5,-6.6
1109,20200223,S37000020,3,51,45,13.3
1110,20200223,S37000020,4,38,40.5,-6.2
1111,20200223,S37000020,5,18,13,38.5
1112,20200223,S37000022,3,30,14.5,106.9
1113,20200223,S37000022,4,17,18,-5.6
1114,20200223,S37000024,1,133,143,-7
1115,20200223,S37000024,2,59,82.5,-28.5
1116,20200223,S37000024,3,51,56.5,-9.7
1117,20200223,S37000024,4,33,37.5,-12
1118,20200223,S37000024,5,36,35.5,1.4
1119,20200223,S37000025,1,15,22,-31.8
1120,20200223,S37000025,2,62,55,12.7
1121,20200223,S37000025,3,73,69,5.8
1122,20200223,S37000025,4,94,88,6.8
1123,20200223,S37000025,5,17,13,30.8
1124,20200223,S37000026,3,19,14,35.7
1125,20200223,S37000026,4,17,16.5,3
1126,20200223,S37000027,1,76,81,-6.2
1127,20200223,S37000027,2,73,82.5,-11.5
1128,20200223,S37000027,3,55,43.5,26.4
1129,20200223,S37000027,4,33,27.5,20
1130,20200223,S37000027,5,48,48,0
1131,20200223,S37000028,1,183,187.5,-2.4
1132,20200223,S37000028,2,191,194,-1.5
1133,20200223,S37000028,3,126,112,12.5
1134,20200223,S37000028,4,107,93.5,14.4
1135,20200223,S37000028,5,62,52,19.2
1136,20200223,S37000029,1,130,90.5,43.6
1137,20200223,S37000029,2,58,70,-17.1
1138,20200223,S37000029,3,34,37,-8.1
1139,20200223,S37000029,4,14,24,-41.7
1140,20200223,S37000030,1,54,70.5,-23.4
1141,20200223,S37000030,2,115,108,6.5
1142,20200223,S37000030,3,64,65,-1.5
1143,20200223,S37000030,4,46,40,15
1144,20200223,S37000030,5,36,32,12.5
1145,20200223,S37000031,2,14,26,-46.2
1146,20200223,S37000031,3,74,41.5,78.3
1147,20200223,S37000032,1,228,220.5,3.4
1148,20200223,S37000032,2,181,208,-13
1149,20200223,S37000032,3,149,166.5,-10.5
1150,20200223,S37000032,4,112,99,13.1
1151,20200223,S37000032,5,115,101.5,13.3
1152,20200223,S37000033,1,27,26,3.8
1153,20200223,S37000033,2,46,44,4.5
1154,20200223,S37000033,3,80,79,1.3
1155,20200223,S37000033,4,108,90.5,19.3
1156,20200223,S37000033,5,46,40,15
1157,20200223,S37000034,1,774,845.5,-8.5
1158,20200223,S37000034,2,209,225.5,-7.3
1159,20200223,S37000034,3,130,136,-4.4
1160,20200223,S37000034,4,89,89,0
1161,20200223,S37000034,5,48,63,-23.8
1162,20200223,S37000035,1,293,309.5,-5.3
1163,20200223,S37000035,2,223,221,0.9
1164,20200223,S37000035,3,108,109.5,-1.4
1165,20200223,S37000035,4,44,55,-20
1166,20200223,S37000035,5,46,36.5,26
1167,20200301,S37000001,1,59,50.5,16.8
1168,20200301,S37000001,2,102,119.5,-14.6
1169,20200301,S37000001,3,60,67,-10.4
1170,20200301,S37000001,4,88,59.5,47.9
1171,20200301,S37000001,5,114,96.5,18.1
1172,20200301,S37000002,1,19,12.5,52
1173,20200301,S37000002,2,50,61.5,-18.7
1174,20200301,S37000002,3,99,89.5,10.6
1175,20200301,S37000002,4,184,128,43.8
1176,20200301,S37000002,5,110,106.5,3.3
1177,20200301,S37000003,1,23,19.5,17.9
1178,20200301,S37000003,2,57,51,11.8
1179,20200301,S37000003,3,84,78,7.7
1180,20200301,S37000003,4,58,56.5,2.7
1181,20200301,S37000003,5,35,33.5,4.5
1182,20200301,S37000004,1,26,31,-16.1
1183,20200301,S37000004,2,69,57.5,20
1184,20200301,S37000004,3,98,76,28.9
1185,20200301,S37000004,4,51,40,27.5
1186,20200301,S37000004,5,8,11,-27.3
1187,20200301,S37000005,1,78,79.5,-1.9
1188,20200301,S37000005,2,70,65.5,6.9
1189,20200301,S37000005,3,37,40.5,-8.6
1190,20200301,S37000005,4,49,46.5,5.4
1191,20200301,S37000005,5,37,45.5,-18.7
1192,20200301,S37000006,1,40,39,2.6
1193,20200301,S37000006,2,112,116.5,-3.9
1194,20200301,S37000006,3,128,110,16.4
1195,20200301,S37000006,4,48,53,-9.4
1196,20200301,S37000006,5,25,16,56.2
1197,20200301,S37000007,1,165,155,6.5
1198,20200301,S37000007,2,79,74,6.8
1199,20200301,S37000007,3,33,37,-10.8
1200,20200301,S37000007,4,30,33.5,-10.4
1201,20200301,S37000007,5,34,29.5,15.3
1202,20200301,S37000008,1,125,120,4.2
1203,20200301,S37000008,2,80,90,-11.1
1204,20200301,S37000008,3,52,41,26.8
