year,quarter,week_ending,hscp,age_group,sex,number_attendances,average20182019,percent_variation
2021,2,2021-04-18,S37000034,All ages,Female,1427,1591,-10.3
2021,2,2021-04-18,S37000034,All ages,Male,1431,1714.5,-16.5
2021,2,2021-04-18,S37000035,Under 5,All,145,152.5,-4.9
2021,2,2021-04-18,S37000035,5 - 14,All,178,158,12.7
2021,2,2021-04-18,S37000035,15 - 44,All,761,809.5,-6
2021,2,2021-04-18,S37000035,45 - 64,All,615,598,2.8
2021,2,2021-04-18,S37000035,65 - 74,All,240,229,4.8
2021,2,2021-04-18,S37000035,75 - 84,All,196,206,-4.9
2021,2,2021-04-18,S37000035,85 and over,All,93,81.5,14.1
2021,2,2021-04-18,S37000035,All ages,All,2241,2244.5,-0.2
2021,2,2021-04-18,S37000035,All ages,Female,1117,1110.5,0.6
2021,2,2021-04-18,S37000035,All ages,Male,1111,1124,-1.2
2021,2,2021-04-25,S37000001,Under 5,All,49,85,-42.4
2021,2,2021-04-25,S37000001,5 - 14,All,112,117,-4.3
2021,2,2021-04-25,S37000001,15 - 44,All,266,393.5,-32.4
2021,2,2021-04-25,S37000001,45 - 64,All,161,187.5,-14.1
2021,2,2021-04-25,S37000001,65 - 74,All,53,69.5,-23.7
2021,2,2021-04-25,S37000001,75 - 84,All,49,56,-12.5
2021,2,2021-04-25,S37000001,85 and over,All,40,39.5,1.3
2021,2,2021-04-25,S37000001,All ages,All,743,962.5,-22.8
2021,2,2021-04-25,S37000001,All ages,Female,343,422,-18.7
2021,2,2021-04-25,S37000001,All ages,Male,387,526,-26.4
2021,2,2021-04-25,S37000002,Under 5,All,54,52.5,2.9
2021,2,2021-04-25,S37000002,5 - 14,All,94,107.5,-12.6
2021,2,2021-04-25,S37000002,15 - 44,All,121,171.5,-29.4
2021,2,2021-04-25,S37000002,45 - 64,All,97,118.5,-18.1
2021,2,2021-04-25,S37000002,65 - 74,All,44,53.5,-17.8
2021,2,2021-04-25,S37000002,75 - 84,All,59,47.5,24.2
2021,2,2021-04-25,S37000002,85 and over,All,31,26.5,17
2021,2,2021-04-25,S37000002,All ages,All,503,583.5,-13.8
2021,2,2021-04-25,S37000002,All ages,Female,245,273,-10.3
2021,2,2021-04-25,S37000002,All ages,Male,255,304.5,-16.3
2021,2,2021-04-25,S37000003,Under 5,All,12,15.5,-22.6
2021,2,2021-04-25,S37000003,5 - 14,All,31,21,47.6
2021,2,2021-04-25,S37000003,15 - 44,All,66,76,-13.2
2021,2,2021-04-25,S37000003,45 - 64,All,52,52.5,-1
2021,2,2021-04-25,S37000003,65 - 74,All,27,23,17.4
2021,2,2021-04-25,S37000003,75 - 84,All,17,17.5,-2.9
2021,2,2021-04-25,S37000003,85 and over,All,16,12,33.3
2021,2,2021-04-25,S37000003,All ages,All,221,218.5,1.1
2021,2,2021-04-25,S37000003,All ages,Female,120,102.5,17.1
2021,2,2021-04-25,S37000003,All ages,Male,101,115,-12.2
2021,2,2021-04-25,S37000004,Under 5,All,21,16,31.2
2021,2,2021-04-25,S37000004,5 - 14,All,23,19,21.1
2021,2,2021-04-25,S37000004,15 - 44,All,74,87,-14.9
2021,2,2021-04-25,S37000004,45 - 64,All,59,56,5.4
2021,2,2021-04-25,S37000004,65 - 74,All,34,35.5,-4.2
2021,2,2021-04-25,S37000004,75 - 84,All,24,34,-29.4
2021,2,2021-04-25,S37000004,85 and over,All,16,17.5,-8.6
2021,2,2021-04-25,S37000004,All ages,All,252,267.5,-5.8
2021,2,2021-04-25,S37000004,All ages,Female,109,131,-16.8
2021,2,2021-05-23,S37000031,85 and over,All,7,7,0
2021,2,2021-04-25,S37000004,All ages,Male,142,134,6
2021,2,2021-04-25,S37000005,Under 5,All,54,38.5,40.3
2021,2,2021-04-25,S37000005,5 - 14,All,60,47.5,26.3
2021,2,2021-04-25,S37000005,15 - 44,All,148,158,-6.3
2021,2,2021-04-25,S37000005,45 - 64,All,86,101.5,-15.3
2021,2,2021-04-25,S37000005,65 - 74,All,39,44.5,-12.4
2021,2,2021-04-25,S37000005,75 - 84,All,44,42,4.8
2021,2,2021-04-25,S37000005,85 and over,All,35,25,40
2021,2,2021-04-25,S37000005,All ages,All,468,462,1.3
2021,2,2021-04-25,S37000005,All ages,Female,189,213.5,-11.5
2021,2,2021-04-25,S37000005,All ages,Male,277,243.5,13.8
2021,2,2021-04-25,S37000006,Under 5,All,48,81.5,-41.1
2021,2,2021-04-25,S37000006,5 - 14,All,88,77.5,13.5
2021,2,2021-04-25,S37000006,15 - 44,All,205,276.5,-25.9
2021,2,2021-04-25,S37000006,45 - 64,All,175,209,-16.3
2021,2,2021-04-25,S37000006,65 - 74,All,86,89.5,-3.9
2021,2,2021-04-25,S37000006,75 - 84,All,78,86,-9.3
2021,2,2021-04-25,S37000006,85 and over,All,45,57.5,-21.7
2021,2,2021-04-25,S37000006,All ages,All,726,879,-17.4
2021,2,2021-04-25,S37000006,All ages,Female,338,422.5,-20
2021,2,2021-04-25,S37000006,All ages,Male,387,455,-14.9
2021,2,2021-04-25,S37000007,Under 5,All,58,49,18.4
2021,2,2021-04-25,S37000007,5 - 14,All,72,66,9.1
2021,2,2021-04-25,S37000007,15 - 44,All,234,260.5,-10.2
2021,2,2021-04-25,S37000007,45 - 64,All,120,118.5,1.3
2021,2,2021-04-25,S37000007,65 - 74,All,34,49,-30.6
2021,2,2021-04-25,S37000007,75 - 84,All,36,40.5,-11.1
2021,2,2021-04-25,S37000007,85 and over,All,26,22.5,15.6
2021,2,2021-04-25,S37000007,All ages,All,581,607,-4.3
2021,2,2021-04-25,S37000007,All ages,Female,271,294.5,-8
2021,2,2021-04-25,S37000007,All ages,Male,309,311.5,-0.8
2021,2,2021-04-25,S37000008,Under 5,All,54,80.5,-32.9
2021,2,2021-04-25,S37000008,5 - 14,All,94,98,-4.1
2021,2,2021-04-25,S37000008,15 - 44,All,228,270.5,-15.7
2021,2,2021-04-25,S37000008,45 - 64,All,116,178,-34.8
2021,2,2021-04-25,S37000008,65 - 74,All,61,71,-14.1
2021,2,2021-04-25,S37000008,75 - 84,All,50,57.5,-13
2021,2,2021-04-25,S37000008,85 and over,All,22,22,0
2021,2,2021-04-25,S37000008,All ages,All,626,780,-19.7
2021,2,2021-04-25,S37000008,All ages,Female,275,349,-21.2
2021,2,2021-04-25,S37000008,All ages,Male,350,428.5,-18.3
2021,2,2021-04-25,S37000009,Under 5,All,51,59,-13.6
2021,2,2021-04-25,S37000009,5 - 14,All,66,50,32
2021,2,2021-04-25,S37000009,15 - 44,All,100,102,-2
2021,2,2021-04-25,S37000009,45 - 64,All,70,84.5,-17.2
2021,2,2021-04-25,S37000009,65 - 74,All,46,36,27.8
2021,2,2021-04-25,S37000009,75 - 84,All,40,43.5,-8
2021,2,2021-04-25,S37000009,85 and over,All,22,36,-38.9
2021,2,2021-04-25,S37000009,All ages,All,395,412,-4.1
2021,2,2021-04-25,S37000009,All ages,Female,181,200,-9.5
2021,2,2021-04-25,S37000009,All ages,Male,214,211,1.4
2021,2,2021-04-25,S37000010,Under 5,All,67,61,9.8
2021,2,2021-04-25,S37000010,5 - 14,All,98,78,25.6
2021,2,2021-04-25,S37000010,15 - 44,All,132,147.5,-10.5
2021,2,2021-04-25,S37000010,45 - 64,All,95,87.5,8.6
2021,2,2021-04-25,S37000010,65 - 74,All,42,44.5,-5.6
2021,2,2021-04-25,S37000010,75 - 84,All,37,36.5,1.4
2021,2,2021-04-25,S37000010,85 and over,All,16,28,-42.9
2021,2,2021-04-25,S37000010,All ages,All,488,487,0.2
2021,2,2021-04-25,S37000010,All ages,Female,265,242.5,9.3
2021,2,2021-04-25,S37000010,All ages,Male,222,240.5,-7.7
2021,2,2021-04-25,S37000011,Under 5,All,48,51.5,-6.8
2021,2,2021-04-25,S37000011,5 - 14,All,67,48,39.6
2021,2,2021-04-25,S37000011,15 - 44,All,97,119,-18.5
2021,2,2021-04-25,S37000011,45 - 64,All,72,90,-20
2021,2,2021-04-25,S37000011,65 - 74,All,30,39,-23.1
2021,2,2021-04-25,S37000011,75 - 84,All,42,39,7.7
2021,2,2021-04-25,S37000011,85 and over,All,29,25.5,13.7
2021,2,2021-04-25,S37000011,All ages,All,386,412.5,-6.4
2021,2,2021-04-25,S37000011,All ages,Female,201,207,-2.9
2021,2,2021-04-25,S37000011,All ages,Male,184,205,-10.2
2021,2,2021-04-25,S37000012,Under 5,All,284,330.5,-14.1
2021,2,2021-04-25,S37000012,5 - 14,All,298,269.5,10.6
2021,2,2021-04-25,S37000012,15 - 44,All,662,741,-10.7
2021,2,2021-04-25,S37000012,45 - 64,All,376,361,4.2
2021,2,2021-04-25,S37000012,65 - 74,All,132,149,-11.4
2021,2,2021-04-25,S37000012,75 - 84,All,117,135.5,-13.7
2021,2,2021-04-25,S37000012,85 and over,All,86,104,-17.3
2021,2,2021-04-25,S37000012,All ages,All,1994,2137.5,-6.7
2021,2,2021-04-25,S37000012,All ages,Female,970,1056.5,-8.2
2021,2,2021-04-25,S37000012,All ages,Male,985,1034,-4.7
2021,2,2021-04-25,S37000013,Under 5,All,50,59.5,-16
2021,2,2021-04-25,S37000013,5 - 14,All,78,93,-16.1
2021,2,2021-04-25,S37000013,15 - 44,All,184,282,-34.8
2021,2,2021-04-25,S37000013,45 - 64,All,171,190.5,-10.2
2021,2,2021-04-25,S37000013,65 - 74,All,62,71,-12.7
2021,2,2021-04-25,S37000013,75 - 84,All,65,69.5,-6.5
2021,2,2021-04-25,S37000013,85 and over,All,38,35.5,7
2021,2,2021-04-25,S37000013,All ages,All,649,805.5,-19.4
2021,2,2021-04-25,S37000013,All ages,Female,319,382.5,-16.6
2021,2,2021-04-25,S37000013,All ages,Male,329,418.5,-21.4
2021,2,2021-04-25,S37000016,Under 5,All,59,58.5,0.9
2021,2,2021-04-25,S37000016,5 - 14,All,111,101,9.9
2021,2,2021-04-25,S37000016,15 - 44,All,295,357.5,-17.5
2021,2,2021-04-25,S37000016,45 - 64,All,221,226.5,-2.4
2021,2,2021-04-25,S37000016,65 - 74,All,97,112,-13.4
2021,2,2021-04-25,S37000016,75 - 84,All,94,90.5,3.9
2021,2,2021-04-25,S37000016,85 and over,All,39,42,-7.1
2021,2,2021-04-25,S37000016,All ages,All,919,998,-7.9
2021,2,2021-04-25,S37000016,All ages,Female,469,442.5,6
2021,2,2021-04-25,S37000016,All ages,Male,447,545.5,-18.1
2021,2,2021-04-25,S37000017,Under 5,All,33,44,-25
2021,2,2021-04-25,S37000017,5 - 14,All,57,66.5,-14.3
2021,2,2021-04-25,S37000017,15 - 44,All,195,205.5,-5.1
2021,2,2021-04-25,S37000017,45 - 64,All,139,148.5,-6.4
2021,2,2021-04-25,S37000017,65 - 74,All,70,63.5,10.2
2021,2,2021-04-25,S37000017,75 - 84,All,66,60.5,9.1
2021,2,2021-04-25,S37000017,85 and over,All,23,30,-23.3
2021,2,2021-04-25,S37000017,All ages,All,583,619,-5.8
2021,2,2021-04-25,S37000017,All ages,Female,264,294.5,-10.4
2021,2,2021-04-25,S37000017,All ages,Male,319,324,-1.5
2021,2,2021-04-25,S37000018,Under 5,All,89,90,-1.1
2021,2,2021-04-25,S37000018,5 - 14,All,88,66,33.3
2021,2,2021-04-25,S37000018,15 - 44,All,152,169,-10.1
2021,2,2021-04-25,S37000018,45 - 64,All,105,106.5,-1.4
2021,2,2021-04-25,S37000018,65 - 74,All,59,44,34.1
2021,2,2021-04-25,S37000018,75 - 84,All,54,45.5,18.7
2021,2,2021-04-25,S37000018,85 and over,All,14,19,-26.3
2021,2,2021-04-25,S37000018,All ages,All,563,541.5,4
2021,2,2021-04-25,S37000018,All ages,Female,281,277,1.4
2021,2,2021-04-25,S37000018,All ages,Male,280,263,6.5
2021,2,2021-04-25,S37000019,Under 5,All,23,35.5,-35.2
2021,2,2021-04-25,S37000019,5 - 14,All,55,69.5,-20.9
2021,2,2021-04-25,S37000019,15 - 44,All,146,187,-21.9
2021,2,2021-04-25,S37000019,45 - 64,All,94,108,-13
2021,2,2021-04-25,S37000019,65 - 74,All,59,47.5,24.2
2021,2,2021-04-25,S37000019,75 - 84,All,46,40.5,13.6
2021,2,2021-04-25,S37000019,85 and over,All,31,24.5,26.5
2021,2,2021-04-25,S37000019,All ages,All,459,515,-10.9
2021,2,2021-04-25,S37000019,All ages,Female,237,234,1.3
2021,2,2021-04-25,S37000019,All ages,Male,217,278.5,-22.1
2021,2,2021-04-25,S37000020,Under 5,All,46,74.5,-38.3
2021,2,2021-04-25,S37000020,5 - 14,All,82,103,-20.4
2021,2,2021-04-25,S37000020,15 - 44,All,196,276,-29
2021,2,2021-04-25,S37000020,45 - 64,All,155,192,-19.3
2021,2,2021-04-25,S37000020,65 - 74,All,72,80.5,-10.6
2021,2,2021-04-25,S37000020,75 - 84,All,70,64.5,8.5
2021,2,2021-04-25,S37000020,85 and over,All,23,29.5,-22
2021,2,2021-04-25,S37000020,All ages,All,645,822,-21.5
2021,2,2021-04-25,S37000020,All ages,Female,330,378.5,-12.8
2021,2,2021-04-25,S37000020,All ages,Male,314,441.5,-28.9
2021,2,2021-04-25,S37000022,Under 5,All,9,7.5,20
2021,2,2021-04-25,S37000022,5 - 14,All,6,6.5,-7.7
2021,2,2021-04-25,S37000022,15 - 44,All,20,44,-54.5
2021,2,2021-04-25,S37000022,45 - 64,All,24,27,-11.1
2021,2,2021-04-25,S37000022,65 - 74,All,13,9,44.4
2021,2,2021-04-25,S37000022,75 - 84,All,11,15,-26.7
2021,2,2021-04-25,S37000022,85 and over,All,11,5,120
2021,2,2021-04-25,S37000022,All ages,All,95,115.5,-17.7
2021,3,2021-09-12,S37000001,All ages,Female,354,467,-24.2
2021,3,2021-09-12,S37000001,All ages,Male,426,496,-14.1
2021,3,2021-09-12,S37000002,Under 5,All,54,45.5,18.7
2021,3,2021-09-12,S37000002,5 - 14,All,74,91.5,-19.1
2021,3,2021-09-12,S37000002,15 - 44,All,168,206.5,-18.6
2021,3,2021-09-12,S37000002,45 - 64,All,109,114.5,-4.8
2021,3,2021-09-12,S37000002,65 - 74,All,51,52.5,-2.9
2021,3,2021-09-12,S37000002,75 - 84,All,55,45,22.2
2021,3,2021-09-12,S37000002,85 and over,All,28,23,21.7
2021,3,2021-09-12,S37000002,All ages,All,542,581.5,-6.8
2021,3,2021-09-12,S37000002,All ages,Female,261,264,-1.1
2021,3,2021-09-12,S37000002,All ages,Male,278,314.5,-11.6
2021,3,2021-09-12,S37000003,Under 5,All,38,19,100
2021,3,2021-09-12,S37000003,5 - 14,All,30,19,57.9
2021,3,2021-09-12,S37000003,15 - 44,All,87,84,3.6
2021,3,2021-09-12,S37000003,45 - 64,All,63,45,40
2021,3,2021-09-12,S37000003,65 - 74,All,28,24,16.7
2021,3,2021-09-12,S37000003,75 - 84,All,26,25.5,2
2021,3,2021-09-12,S37000003,85 and over,All,11,18,-38.9
2021,3,2021-09-12,S37000003,All ages,All,284,235,20.9
2021,3,2021-09-12,S37000003,All ages,Female,133,107,24.3
2021,3,2021-09-12,S37000003,All ages,Male,150,127.5,17.6
2021,3,2021-09-12,S37000004,Under 5,All,24,18,33.3
2021,2,2021-04-25,S37000025,All ages,All,630,637,-1.1
2021,2,2021-04-25,S37000025,All ages,Female,298,326,-8.6
2021,2,2021-04-25,S37000025,All ages,Male,331,306,8.2
2021,2,2021-04-25,S37000026,Under 5,All,10,10.5,-4.8
2021,2,2021-04-25,S37000026,5 - 14,All,13,14,-7.1
2021,2,2021-04-25,S37000026,15 - 44,All,33,40,-17.5
2021,2,2021-04-25,S37000026,45 - 64,All,28,29.5,-5.1
2021,2,2021-04-25,S37000026,65 - 74,All,13,15.5,-16.1
2021,2,2021-04-25,S37000026,75 - 84,All,7,18.5,-62.2
2021,2,2021-04-25,S37000026,85 and over,All,11,6.5,69.2
2021,2,2021-04-25,S37000026,All ages,All,116,136,-14.7
2021,2,2021-04-25,S37000026,All ages,Female,53,57,-7
2021,2,2021-04-25,S37000026,All ages,Male,62,77.5,-20
2021,2,2021-04-25,S37000027,Under 5,All,38,52,-26.9
2021,2,2021-04-25,S37000027,5 - 14,All,82,81,1.2
2021,2,2021-04-25,S37000027,15 - 44,All,175,217.5,-19.5
2021,2,2021-04-25,S37000027,45 - 64,All,107,138,-22.5
2021,2,2021-04-25,S37000027,65 - 74,All,47,77.5,-39.4
2021,2,2021-04-25,S37000027,75 - 84,All,53,78.5,-32.5
2021,2,2021-04-25,S37000027,85 and over,All,34,37.5,-9.3
2021,2,2021-04-25,S37000027,All ages,All,537,683,-21.4
2021,2,2021-04-25,S37000027,All ages,Female,253,338.5,-25.3
2021,2,2021-04-25,S37000027,All ages,Male,283,343.5,-17.6
2021,2,2021-04-25,S37000028,Under 5,All,151,155,-2.6
2021,2,2021-04-25,S37000028,5 - 14,All,234,207.5,12.8
2021,2,2021-04-25,S37000028,15 - 44,All,636,736.5,-13.6
2021,2,2021-04-25,S37000028,45 - 64,All,491,505.5,-2.9
2021,2,2021-04-25,S37000028,65 - 74,All,220,225.5,-2.4
2021,2,2021-04-25,S37000028,75 - 84,All,217,207.5,4.6
2021,2,2021-04-25,S37000028,85 and over,All,104,86.5,20.2
2021,2,2021-04-25,S37000028,All ages,All,2060,2132.5,-3.4
2021,2,2021-04-25,S37000028,All ages,Female,1041,1062,-2
2021,2,2021-04-25,S37000028,All ages,Male,1012,1062,-4.7
2021,2,2021-04-25,S37000029,Under 5,All,38,52,-26.9
2021,2,2021-04-25,S37000029,5 - 14,All,46,47.5,-3.2
2021,2,2021-04-25,S37000029,15 - 44,All,127,132.5,-4.2
2021,2,2021-04-25,S37000029,45 - 64,All,78,80.5,-3.1
2021,2,2021-04-25,S37000029,65 - 74,All,27,38.5,-29.9
2021,2,2021-04-25,S37000029,75 - 84,All,34,28.5,19.3
2021,2,2021-04-25,S37000029,85 and over,All,14,21,-33.3
2021,2,2021-04-25,S37000029,All ages,All,367,400.5,-8.4
2021,2,2021-04-25,S37000029,All ages,Female,158,190,-16.8
2021,2,2021-04-25,S37000029,All ages,Male,206,210.5,-2.1
2021,2,2021-04-25,S37000030,Under 5,All,82,103,-20.4
2021,2,2021-04-25,S37000030,5 - 14,All,134,137.5,-2.5
2021,2,2021-04-25,S37000030,15 - 44,All,408,423,-3.5
2021,2,2021-04-25,S37000030,45 - 64,All,275,248.5,10.7
2021,2,2021-04-25,S37000030,65 - 74,All,99,101.5,-2.5
2021,2,2021-04-25,S37000030,75 - 84,All,77,90.5,-14.9
2021,2,2021-04-25,S37000030,85 and over,All,35,39,-10.3
2021,2,2021-04-25,S37000030,All ages,All,1114,1149,-3
2021,2,2021-04-25,S37000030,All ages,Female,530,550,-3.6
2021,2,2021-04-25,S37000030,All ages,Male,580,593,-2.2
2021,2,2021-04-25,S37000031,Under 5,All,6,8,-25
2021,2,2021-04-25,S37000031,5 - 14,All,10,16,-37.5
2021,2,2021-04-25,S37000031,15 - 44,All,29,41,-29.3
2021,2,2021-04-25,S37000031,45 - 64,All,15,26.5,-43.4
2021,2,2021-04-25,S37000031,65 - 74,All,10,20,-50
2021,2,2021-04-25,S37000031,75 - 84,All,8,19.5,-59
2021,2,2021-04-25,S37000031,85 and over,All,7,8,-12.5
2021,2,2021-04-25,S37000031,All ages,All,85,140,-39.3
2021,2,2021-04-25,S37000031,All ages,Female,45,68,-33.8
2021,2,2021-04-25,S37000031,All ages,Male,40,71,-43.7
2021,2,2021-04-25,S37000032,Under 5,All,93,109.5,-15.1
2021,2,2021-04-25,S37000032,5 - 14,All,195,157,24.2
2021,2,2021-04-25,S37000032,15 - 44,All,406,549,-26
2021,2,2021-04-25,S37000032,45 - 64,All,301,338,-10.9
2021,2,2021-04-25,S37000032,65 - 74,All,137,157.5,-13
2021,2,2021-04-25,S37000032,75 - 84,All,115,128,-10.2
2021,2,2021-04-25,S37000032,85 and over,All,71,67.5,5.2
2021,2,2021-04-25,S37000032,All ages,All,1322,1516,-12.8
2021,2,2021-04-25,S37000032,All ages,Female,657,738,-11
2021,2,2021-04-25,S37000032,All ages,Male,661,768.5,-14
2021,2,2021-04-25,S37000033,Under 5,All,38,29,31
2021,2,2021-04-25,S37000033,5 - 14,All,82,60,36.7
2021,2,2021-04-25,S37000033,15 - 44,All,156,194,-19.6
2021,2,2021-04-25,S37000033,45 - 64,All,107,120.5,-11.2
2021,2,2021-04-25,S37000033,65 - 74,All,46,45.5,1.1
2021,2,2021-04-25,S37000033,75 - 84,All,36,50,-28
2021,2,2021-04-25,S37000033,85 and over,All,31,27.5,12.7
2021,2,2021-04-25,S37000033,All ages,All,496,529,-6.2
2021,2,2021-04-25,S37000033,All ages,Female,237,241,-1.7
2021,2,2021-04-25,S37000033,All ages,Male,259,285.5,-9.3
2021,2,2021-04-25,S37000034,Under 5,All,287,421,-31.8
2021,2,2021-04-25,S37000034,5 - 14,All,378,360,5
2021,2,2021-04-25,S37000034,15 - 44,All,1196,1436.5,-16.7
2021,2,2021-04-25,S37000034,45 - 64,All,684,785.5,-12.9
2021,2,2021-04-25,S37000034,65 - 74,All,261,235,11.1
2021,2,2021-04-25,S37000034,75 - 84,All,194,225.5,-14
2021,2,2021-04-25,S37000034,85 and over,All,102,120.5,-15.4
2021,2,2021-04-25,S37000034,All ages,All,3116,3603,-13.5
2021,2,2021-04-25,S37000034,All ages,Female,1479,1745.5,-15.3
2021,2,2021-04-25,S37000034,All ages,Male,1623,1838.5,-11.7
2021,2,2021-04-25,S37000035,Under 5,All,163,160.5,1.6
2021,2,2021-04-25,S37000035,5 - 14,All,259,274.5,-5.6
2021,2,2021-04-25,S37000035,15 - 44,All,876,948.5,-7.6
2021,2,2021-04-25,S37000035,45 - 64,All,639,643.5,-0.7
2021,2,2021-04-25,S37000035,65 - 74,All,246,247.5,-0.6
2021,2,2021-04-25,S37000035,75 - 84,All,203,226.5,-10.4
2021,2,2021-04-25,S37000035,85 and over,All,71,85.5,-17
2021,2,2021-04-25,S37000035,All ages,All,2471,2601.5,-5
2021,2,2021-04-25,S37000035,All ages,Female,1238,1271,-2.6
2021,2,2021-04-25,S37000035,All ages,Male,1219,1315.5,-7.3
2021,2,2021-05-02,S37000001,Under 5,All,40,85.5,-53.2
2021,2,2021-05-02,S37000001,5 - 14,All,73,130,-43.8
2021,2,2021-05-02,S37000001,15 - 44,All,254,407,-37.6
2021,2,2021-05-02,S37000001,45 - 64,All,158,175,-9.7
2021,2,2021-05-02,S37000001,65 - 74,All,55,67,-17.9
2021,2,2021-05-02,S37000001,75 - 84,All,60,63,-4.8
2021,2,2021-05-02,S37000001,85 and over,All,46,48,-4.2
2021,2,2021-05-02,S37000001,All ages,All,693,993,-30.2
2021,2,2021-05-02,S37000001,All ages,Female,338,483.5,-30.1
2021,2,2021-05-02,S37000001,All ages,Male,348,492,-29.3
2021,2,2021-05-02,S37000002,Under 5,All,40,46,-13
2021,2,2021-05-02,S37000002,5 - 14,All,86,93,-7.5
2021,2,2021-05-02,S37000002,15 - 44,All,136,184.5,-26.3
2021,2,2021-05-02,S37000002,45 - 64,All,98,128.5,-23.7
2021,2,2021-05-02,S37000002,65 - 74,All,50,48.5,3.1
2021,2,2021-05-02,S37000002,75 - 84,All,45,48,-6.2
2021,2,2021-05-02,S37000002,85 and over,All,33,28.5,15.8
2021,2,2021-05-02,S37000002,All ages,All,490,579,-15.4
2021,2,2021-05-02,S37000002,All ages,Female,213,274,-22.3
2021,2,2021-05-02,S37000002,All ages,Male,275,303,-9.2
2021,2,2021-05-02,S37000003,Under 5,All,16,20,-20
2021,2,2021-05-02,S37000003,5 - 14,All,13,24.5,-46.9
2021,2,2021-05-02,S37000003,15 - 44,All,85,62.5,36
2021,2,2021-05-02,S37000003,45 - 64,All,54,47,14.9
2021,2,2021-05-02,S37000003,65 - 74,All,22,19,15.8
2021,2,2021-05-02,S37000003,75 - 84,All,19,25,-24
2021,2,2021-05-02,S37000003,85 and over,All,15,15.5,-3.2
2021,2,2021-05-02,S37000003,All ages,All,224,215,4.2
2021,2,2021-05-02,S37000003,All ages,Female,116,104.5,11
2021,2,2021-05-02,S37000003,All ages,Male,108,109,-0.9
2021,2,2021-05-02,S37000004,Under 5,All,14,20.5,-31.7
2021,2,2021-05-02,S37000004,5 - 14,All,22,22.5,-2.2
2021,2,2021-05-02,S37000004,15 - 44,All,52,66,-21.2
2021,2,2021-05-02,S37000004,45 - 64,All,44,51,-13.7
2021,2,2021-05-02,S37000004,65 - 74,All,25,29.5,-15.3
2021,2,2021-05-02,S37000004,75 - 84,All,39,24.5,59.2
2021,2,2021-05-02,S37000004,85 and over,All,13,16,-18.8
2021,2,2021-05-02,S37000004,All ages,All,211,235.5,-10.4
2021,2,2021-05-02,S37000004,All ages,Female,100,116,-13.8
2021,2,2021-05-02,S37000004,All ages,Male,109,114,-4.4
2021,2,2021-05-02,S37000005,Under 5,All,32,33,-3
2021,2,2021-05-02,S37000005,5 - 14,All,27,39.5,-31.6
2021,2,2021-05-02,S37000005,15 - 44,All,110,191,-42.4
2021,2,2021-05-02,S37000005,45 - 64,All,87,116.5,-25.3
2021,2,2021-05-02,S37000005,65 - 74,All,43,42,2.4
2021,2,2021-05-02,S37000005,75 - 84,All,48,35,37.1
2021,2,2021-05-02,S37000005,85 and over,All,17,18,-5.6
2021,2,2021-05-02,S37000005,All ages,All,365,482,-24.3
2021,2,2021-05-02,S37000005,All ages,Female,173,226,-23.5
2021,2,2021-05-02,S37000005,All ages,Male,191,249,-23.3
2021,2,2021-05-02,S37000006,Under 5,All,36,76,-52.6
2021,2,2021-05-02,S37000006,5 - 14,All,68,95,-28.4
2021,2,2021-05-02,S37000006,15 - 44,All,237,277.5,-14.6
2021,2,2021-05-02,S37000006,45 - 64,All,154,190,-18.9
2021,2,2021-05-02,S37000006,65 - 74,All,90,93.5,-3.7
2021,2,2021-05-02,S37000006,75 - 84,All,85,88.5,-4
2021,2,2021-05-02,S37000006,85 and over,All,42,40.5,3.7
2021,2,2021-05-02,S37000006,All ages,All,713,866,-17.7
2021,2,2021-05-02,S37000006,All ages,Female,329,414.5,-20.6
2021,2,2021-05-02,S37000006,All ages,Male,383,446.5,-14.2
2021,2,2021-05-02,S37000007,Under 5,All,40,46,-13
2021,2,2021-05-02,S37000007,5 - 14,All,60,71,-15.5
2021,2,2021-05-02,S37000007,15 - 44,All,235,259,-9.3
2021,2,2021-05-02,S37000007,45 - 64,All,103,119.5,-13.8
2021,2,2021-05-02,S37000007,65 - 74,All,43,41.5,3.6
2021,2,2021-05-02,S37000007,75 - 84,All,44,41,7.3
2021,2,2021-05-02,S37000007,85 and over,All,28,30.5,-8.2
2021,2,2021-05-02,S37000007,All ages,All,554,610,-9.2
2021,2,2021-05-02,S37000007,All ages,Female,286,272.5,5
2021,2,2021-05-02,S37000007,All ages,Male,267,336,-20.5
2021,2,2021-05-02,S37000008,Under 5,All,41,72,-43.1
2021,2,2021-05-02,S37000008,5 - 14,All,95,89,6.7
2021,2,2021-05-02,S37000008,15 - 44,All,211,271.5,-22.3
2021,2,2021-05-02,S37000008,45 - 64,All,136,154,-11.7
2021,2,2021-05-02,S37000008,65 - 74,All,67,72.5,-7.6
2021,2,2021-05-02,S37000008,75 - 84,All,44,61.5,-28.5
2021,2,2021-05-02,S37000008,85 and over,All,25,24.5,2
2021,2,2021-05-02,S37000008,All ages,All,620,746,-16.9
2021,2,2021-05-02,S37000008,All ages,Female,283,360,-21.4
2021,2,2021-05-02,S37000008,All ages,Male,336,385,-12.7
2021,2,2021-05-02,S37000009,Under 5,All,40,51.5,-22.3
2021,2,2021-05-02,S37000009,5 - 14,All,59,64,-7.8
2021,2,2021-05-02,S37000009,15 - 44,All,93,133,-30.1
2021,2,2021-05-02,S37000009,45 - 64,All,82,75.5,8.6
