year,quarter,week_ending,hscp,age_group,sex,number_attendances,average20182019,percent_variation
2020,1,2020-01-05,S37000013,45 - 64,All,200,192.5,3.9
2020,1,2020-01-05,S37000013,65 - 74,All,72,79,-8.9
2020,1,2020-01-05,S37000013,75 - 84,All,99,83,19.3
2020,1,2020-01-05,S37000013,85 and over,All,39,40,-2.5
2020,1,2020-01-05,S37000013,All ages,All,775,734,5.6
2020,1,2020-01-05,S37000013,All ages,Female,375,368,1.9
2020,1,2020-01-05,S37000013,All ages,Male,398,355,12.1
2020,1,2020-01-05,S37000016,Under 5,All,55,60,-8.3
2020,1,2020-01-05,S37000016,5 - 14,All,51,33.5,52.2
2020,1,2020-01-05,S37000016,15 - 44,All,366,330.5,10.7
2020,1,2020-01-05,S37000016,45 - 64,All,257,251.5,2.2
2020,1,2020-01-05,S37000016,65 - 74,All,121,114.5,5.7
2020,1,2020-01-05,S37000016,75 - 84,All,120,96,25
2020,1,2020-01-05,S37000016,85 and over,All,53,52.5,1
2020,1,2020-01-05,S37000016,All ages,All,1030,947,8.8
2020,1,2020-01-05,S37000016,All ages,Female,489,467.5,4.6
2020,1,2020-01-05,S37000016,All ages,Male,534,471,13.4
2020,1,2020-01-05,S37000017,Under 5,All,40,50,-20
2020,1,2020-01-05,S37000017,5 - 14,All,32,32,0
2020,1,2020-01-05,S37000017,15 - 44,All,203,201.5,0.7
2020,1,2020-01-05,S37000017,45 - 64,All,157,152.5,3
2020,1,2020-01-05,S37000017,65 - 74,All,65,65.5,-0.8
2020,1,2020-01-05,S37000017,75 - 84,All,60,62,-3.2
2020,1,2020-01-05,S37000017,85 and over,All,35,37.5,-6.7
2020,1,2020-01-05,S37000017,All ages,All,594,601,-1.2
2020,1,2020-01-05,S37000017,All ages,Female,334,313,6.7
2020,1,2020-01-05,S37000017,All ages,Male,258,288,-10.4
2020,1,2020-01-05,S37000018,Under 5,All,78,81.5,-4.3
2020,1,2020-01-05,S37000018,5 - 14,All,38,40,-5
2020,1,2020-01-05,S37000018,15 - 44,All,140,163,-14.1
2020,1,2020-01-05,S37000018,45 - 64,All,111,93.5,18.7
2020,1,2020-01-05,S37000018,65 - 74,All,51,42,21.4
2020,1,2020-01-05,S37000018,75 - 84,All,56,41,36.6
2020,1,2020-01-05,S37000018,85 and over,All,25,21,19
2020,1,2020-01-05,S37000018,All ages,All,503,483.5,4
2020,1,2020-01-05,S37000018,All ages,Female,254,248.5,2.2
2020,1,2020-01-05,S37000018,All ages,Male,245,233.5,4.9
2020,1,2020-01-05,S37000019,Under 5,All,50,32,56.2
2020,1,2020-01-05,S37000019,5 - 14,All,33,23,43.5
2020,1,2020-01-05,S37000019,15 - 44,All,190,171.5,10.8
2020,1,2020-01-05,S37000019,45 - 64,All,133,106.5,24.9
2020,1,2020-01-05,S37000019,65 - 74,All,65,55.5,17.1
2020,1,2020-01-05,S37000019,75 - 84,All,58,48,20.8
2020,1,2020-01-05,S37000019,85 and over,All,29,25,16
2020,1,2020-01-05,S37000019,All ages,All,564,466.5,20.9
2020,1,2020-01-05,S37000019,All ages,Female,295,232.5,26.9
2020,1,2020-01-05,S37000019,All ages,Male,263,229,14.8
2020,1,2020-01-05,S37000020,Under 5,All,73,72,1.4
2020,1,2020-01-05,S37000020,5 - 14,All,46,47,-2.1
2020,1,2020-01-05,S37000020,15 - 44,All,230,260,-11.5
2020,1,2020-01-05,S37000020,45 - 64,All,174,146,19.2
2020,1,2020-01-05,S37000020,65 - 74,All,88,85.5,2.9
2020,1,2020-01-05,S37000020,75 - 84,All,66,62.5,5.6
2020,1,2020-01-05,S37000020,85 and over,All,40,30,33.3
2020,1,2020-01-05,S37000020,All ages,All,719,706,1.8
2020,1,2020-01-05,S37000020,All ages,Female,366,361.5,1.2
2020,1,2020-01-05,S37000020,All ages,Male,351,341.5,2.8
2020,1,2020-01-05,S37000022,Under 5,All,11,7.5,46.7
2020,1,2020-01-05,S37000022,5 - 14,All,6,5,20
2020,1,2020-01-05,S37000022,15 - 44,All,33,34,-2.9
2020,1,2020-01-05,S37000022,45 - 64,All,25,25.5,-2
2020,1,2020-01-05,S37000022,65 - 74,All,20,15,33.3
2020,1,2020-01-05,S37000022,75 - 84,All,20,17.5,14.3
2020,1,2020-01-05,S37000022,85 and over,All,7,8,-12.5
2020,1,2020-01-05,S37000022,All ages,All,122,112.5,8.4
2020,1,2020-01-05,S37000022,All ages,Female,70,54.5,28.4
2020,1,2020-01-05,S37000022,All ages,Male,52,58,-10.3
2020,1,2020-01-05,S37000024,Under 5,All,74,93.5,-20.9
2020,1,2020-01-05,S37000024,5 - 14,All,48,59,-18.6
2020,1,2020-01-05,S37000024,15 - 44,All,387,375,3.2
2020,1,2020-01-05,S37000024,45 - 64,All,273,266,2.6
2020,1,2020-01-05,S37000024,65 - 74,All,103,116.5,-11.6
2020,1,2020-01-05,S37000024,75 - 84,All,116,118.5,-2.1
2020,1,2020-01-05,S37000024,85 and over,All,50,67.5,-25.9
2020,1,2020-01-05,S37000024,All ages,All,1056,1096,-3.6
2020,1,2020-01-05,S37000024,All ages,Female,561,581,-3.4
2020,1,2020-01-05,S37000024,All ages,Male,490,515,-4.9
2020,1,2020-01-05,S37000025,Under 5,All,32,25.5,25.5
2020,1,2020-01-05,S37000025,5 - 14,All,22,28,-21.4
2020,1,2020-01-05,S37000025,15 - 44,All,211,179.5,17.5
2020,1,2020-01-05,S37000025,45 - 64,All,160,142.5,12.3
2020,1,2020-01-05,S37000025,65 - 74,All,94,83.5,12.6
2020,1,2020-01-05,S37000025,75 - 84,All,84,80.5,4.3
2020,1,2020-01-05,S37000025,85 and over,All,60,48,25
2020,1,2020-01-05,S37000025,All ages,All,672,591,13.7
2020,1,2020-01-05,S37000025,All ages,Female,354,291.5,21.4
2020,1,2020-01-05,S37000025,All ages,Male,309,296,4.4
2020,1,2020-01-05,S37000026,Under 5,All,18,14,28.6
2020,1,2020-01-05,S37000026,5 - 14,All,6,7.5,-20
2020,1,2020-01-05,S37000026,15 - 44,All,52,45.5,14.3
2020,1,2020-01-05,S37000026,45 - 64,All,30,35.5,-15.5
2020,1,2020-01-05,S37000026,65 - 74,All,11,11,0
2020,1,2020-01-05,S37000026,75 - 84,All,16,16,0
2020,1,2020-01-05,S37000026,All ages,All,138,134.5,2.6
2020,1,2020-01-05,S37000026,All ages,Female,59,71.5,-17.5
2020,1,2020-01-05,S37000026,All ages,Male,78,62,25.8
2020,1,2020-01-05,S37000027,Under 5,All,58,59,-1.7
2020,1,2020-01-05,S37000027,5 - 14,All,28,37.5,-25.3
2020,1,2020-01-05,S37000027,15 - 44,All,208,193.5,7.5
2020,1,2020-01-05,S37000027,45 - 64,All,157,170,-7.6
2020,1,2020-01-05,S37000027,65 - 74,All,82,75.5,8.6
2020,1,2020-01-05,S37000027,75 - 84,All,78,71,9.9
2020,1,2020-01-05,S37000027,85 and over,All,59,47.5,24.2
2020,1,2020-01-05,S37000027,All ages,All,673,657.5,2.4
2020,1,2020-01-05,S37000027,All ages,Female,309,344.5,-10.3
2020,1,2020-01-05,S37000027,All ages,Male,361,309.5,16.6
2020,1,2020-01-05,S37000028,Under 5,All,132,136,-2.9
2020,1,2020-01-05,S37000028,5 - 14,All,88,92.5,-4.9
2020,1,2020-01-05,S37000028,15 - 44,All,606,628.5,-3.6
2020,1,2020-01-05,S37000028,45 - 64,All,484,484,0
2020,1,2020-01-05,S37000028,65 - 74,All,243,224,8.5
2020,1,2020-01-05,S37000028,75 - 84,All,224,210,6.7
2020,1,2020-01-05,S37000028,85 and over,All,121,122,-0.8
2020,1,2020-01-05,S37000028,All ages,All,1907,1905.5,0.1
2020,1,2020-01-05,S37000028,All ages,Female,970,990.5,-2.1
2020,1,2020-01-05,S37000028,All ages,Male,928,906.5,2.4
2020,1,2020-01-05,S37000029,Under 5,All,55,43.5,26.4
2020,1,2020-01-05,S37000029,5 - 14,All,23,19.5,17.9
2020,1,2020-01-05,S37000029,15 - 44,All,136,123,10.6
2020,1,2020-01-05,S37000029,45 - 64,All,87,76,14.5
2020,1,2020-01-05,S37000029,65 - 74,All,33,33,0
2020,1,2020-01-05,S37000029,75 - 84,All,31,30,3.3
2020,1,2020-01-05,S37000029,85 and over,All,18,21,-14.3
2020,1,2020-01-05,S37000029,All ages,All,386,347.5,11.1
2020,1,2020-01-05,S37000029,All ages,Female,194,162.5,19.4
2020,1,2020-01-05,S37000029,All ages,Male,189,183.5,3
2020,1,2020-01-05,S37000030,Under 5,All,74,98.5,-24.9
2020,1,2020-01-05,S37000030,5 - 14,All,64,67.5,-5.2
2020,1,2020-01-05,S37000030,15 - 44,All,396,388.5,1.9
2020,1,2020-01-05,S37000030,45 - 64,All,232,255,-9
2020,1,2020-01-05,S37000030,65 - 74,All,99,103.5,-4.3
2020,1,2020-01-05,S37000030,75 - 84,All,86,101,-14.9
2020,1,2020-01-05,S37000030,85 and over,All,32,41,-22
2020,1,2020-01-05,S37000030,All ages,All,995,1064.5,-6.5
2020,1,2020-01-05,S37000030,All ages,Female,502,534,-6
2020,1,2020-01-05,S37000030,All ages,Male,481,521,-7.7
2020,1,2020-01-05,S37000031,Under 5,All,8,6,33.3
2020,1,2020-01-05,S37000031,5 - 14,All,6,7.5,-20
2020,1,2020-01-05,S37000031,15 - 44,All,40,35,14.3
2020,1,2020-01-05,S37000031,45 - 64,All,32,32,0
2020,1,2020-01-05,S37000031,65 - 74,All,22,19,15.8
2020,1,2020-01-05,S37000031,75 - 84,All,12,16.5,-27.3
2020,1,2020-01-05,S37000031,85 and over,All,15,12,25
2020,1,2020-01-05,S37000031,All ages,All,139,129.5,7.3
2020,1,2020-01-05,S37000031,All ages,Female,63,63,0
2020,1,2020-01-05,S37000031,All ages,Male,72,65,10.8
2020,1,2020-01-05,S37000032,Under 5,All,101,104,-2.9
2020,1,2020-01-05,S37000032,5 - 14,All,81,70.5,14.9
2020,1,2020-01-05,S37000032,15 - 44,All,510,510,0
2020,1,2020-01-05,S37000032,45 - 64,All,321,342.5,-6.3
2020,1,2020-01-05,S37000032,65 - 74,All,149,151.5,-1.7
2020,1,2020-01-05,S37000032,75 - 84,All,139,132.5,4.9
2020,1,2020-01-05,S37000032,85 and over,All,85,83.5,1.8
2020,1,2020-01-05,S37000032,All ages,All,1392,1406.5,-1
2020,1,2020-01-05,S37000032,All ages,Female,709,719.5,-1.5
2020,1,2020-01-05,S37000032,All ages,Male,677,675,0.3
2020,1,2020-01-05,S37000033,Under 5,All,29,32,-9.4
2020,1,2020-01-05,S37000033,5 - 14,All,24,26.5,-9.4
2020,1,2020-01-05,S37000033,15 - 44,All,187,168,11.3
2020,1,2020-01-05,S37000033,45 - 64,All,115,114,0.9
2020,1,2020-01-05,S37000033,65 - 74,All,57,58,-1.7
2020,1,2020-01-05,S37000033,75 - 84,All,48,54,-11.1
2020,1,2020-01-05,S37000033,85 and over,All,31,52,-40.4
2020,1,2020-01-05,S37000033,All ages,All,494,505,-2.2
2020,1,2020-01-05,S37000033,All ages,Female,252,240,5
2020,1,2020-01-05,S37000033,All ages,Male,239,264.5,-9.6
2020,1,2020-01-05,S37000034,Under 5,All,367,434.5,-15.5
2020,1,2020-01-05,S37000034,5 - 14,All,210,219,-4.1
2020,1,2020-01-05,S37000034,15 - 44,All,1303,1245.5,4.6
2020,1,2020-01-05,S37000034,45 - 64,All,746,764.5,-2.4
2020,1,2020-01-05,S37000034,65 - 74,All,260,266.5,-2.4
2020,1,2020-01-05,S37000034,75 - 84,All,211,247.5,-14.7
2020,1,2020-01-05,S37000034,85 and over,All,142,133.5,6.4
2020,1,2020-01-05,S37000034,All ages,All,3279,3319,-1.2
2020,1,2020-01-05,S37000034,All ages,Female,1546,1638.5,-5.6
2020,1,2020-01-05,S37000034,All ages,Male,1693,1672.5,1.2
2020,1,2020-01-05,S37000035,Under 5,All,165,159,3.8
2020,1,2020-01-05,S37000035,5 - 14,All,110,101.5,8.4
2020,1,2020-01-05,S37000035,15 - 44,All,806,737.5,9.3
2020,1,2020-01-05,S37000035,45 - 64,All,591,576,2.6
2020,1,2020-01-05,S37000035,65 - 74,All,290,248.5,16.7
2020,1,2020-01-05,S37000035,75 - 84,All,231,244.5,-5.5
2020,1,2020-01-05,S37000035,85 and over,All,94,105,-10.5
2020,1,2020-01-05,S37000035,All ages,All,2304,2204,4.5
2020,1,2020-01-05,S37000035,All ages,Female,1168,1102,6
2020,1,2020-01-05,S37000035,All ages,Male,1119,1070,4.6
2020,1,2020-01-12,S37000001,Under 5,All,82,72,13.9
2020,1,2020-01-12,S37000001,5 - 14,All,80,77.5,3.2
2020,1,2020-01-12,S37000001,15 - 44,All,311,324.5,-4.2
2020,1,2020-01-12,S37000001,45 - 64,All,151,170,-11.2
2020,1,2020-01-12,S37000001,65 - 74,All,57,63,-9.5
2020,1,2020-01-12,S37000001,75 - 84,All,67,70,-4.3
2020,1,2020-01-12,S37000001,85 and over,All,46,42,9.5
2020,1,2020-01-12,S37000001,All ages,All,806,833,-3.2
2020,1,2020-01-12,S37000001,All ages,Female,389,394,-1.3
2020,1,2020-01-12,S37000001,All ages,Male,405,425,-4.7
2020,1,2020-01-12,S37000002,Under 5,All,48,43.5,10.3
2020,1,2020-01-12,S37000002,5 - 14,All,47,48.5,-3.1
2020,1,2020-01-12,S37000002,15 - 44,All,178,162,9.9
2020,1,2020-01-12,S37000002,45 - 64,All,106,112,-5.4
2020,1,2020-01-12,S37000002,65 - 74,All,56,33.5,67.2
2020,1,2020-01-12,S37000002,75 - 84,All,47,41,14.6
2020,1,2020-01-12,S37000002,85 and over,All,26,24,8.3
2020,1,2020-01-12,S37000002,All ages,All,511,466.5,9.5
2020,1,2020-01-12,S37000002,All ages,Female,237,233.5,1.5
2020,1,2020-01-12,S37000002,All ages,Male,271,231,17.3
2020,1,2020-01-12,S37000003,Under 5,All,17,17,0
2020,1,2020-01-12,S37000003,5 - 14,All,15,16.5,-9.1
2020,1,2020-01-12,S37000003,15 - 44,All,55,67.5,-18.5
2020,1,2020-01-12,S37000003,45 - 64,All,49,41.5,18.1
2020,1,2020-01-12,S37000003,65 - 74,All,23,17.5,31.4
2020,1,2020-01-12,S37000003,75 - 84,All,27,22,22.7
2020,1,2020-01-12,S37000003,85 and over,All,20,12,66.7
2020,1,2020-01-12,S37000003,All ages,All,207,194,6.7
2020,1,2020-01-12,S37000003,All ages,Female,92,95,-3.2
2020,1,2020-01-12,S37000003,All ages,Male,114,99,15.2
2020,1,2020-01-12,S37000004,Under 5,All,28,12,133.3
2020,1,2020-01-12,S37000004,5 - 14,All,19,12.5,52
2020,1,2020-01-12,S37000004,15 - 44,All,83,60,38.3
2020,1,2020-01-12,S37000004,45 - 64,All,52,43,20.9
2020,1,2020-01-12,S37000004,65 - 74,All,32,32.5,-1.5
2020,1,2020-01-12,S37000004,75 - 84,All,31,28,10.7
2020,1,2020-01-12,S37000004,85 and over,All,18,23,-21.7
2020,1,2020-01-12,S37000004,All ages,All,265,213,24.4
2020,1,2020-01-12,S37000004,All ages,Female,143,103.5,38.2
2020,1,2020-01-12,S37000004,All ages,Male,120,107.5,11.6
2020,1,2020-01-12,S37000005,Under 5,All,21,25,-16
2020,1,2020-01-12,S37000005,5 - 14,All,28,29,-3.4
2020,1,2020-01-12,S37000005,15 - 44,All,156,143,9.1
2020,1,2020-01-12,S37000005,45 - 64,All,98,88.5,10.7
2020,1,2020-01-12,S37000005,65 - 74,All,55,35.5,54.9
2020,1,2020-01-12,S37000005,75 - 84,All,57,42,35.7
2020,1,2020-01-12,S37000005,85 and over,All,26,32,-18.8
2020,1,2020-01-12,S37000005,All ages,All,443,406.5,9
2020,1,2020-01-12,S37000005,All ages,Female,198,191,3.7
2020,1,2020-01-12,S37000005,All ages,Male,243,204,19.1
2020,1,2020-01-12,S37000006,Under 5,All,63,74,-14.9
2020,1,2020-01-12,S37000006,5 - 14,All,63,68,-7.4
2020,1,2020-01-12,S37000006,15 - 44,All,272,259,5
2020,1,2020-01-12,S37000006,45 - 64,All,198,166.5,18.9
2020,1,2020-01-12,S37000006,65 - 74,All,102,94.5,7.9
2020,1,2020-01-12,S37000006,75 - 84,All,87,86.5,0.6
2020,1,2020-01-12,S37000006,85 and over,All,45,45,0
2020,1,2020-01-12,S37000006,All ages,All,835,794,5.2
2020,1,2020-01-12,S37000006,All ages,Female,427,406,5.2
2020,1,2020-01-12,S37000006,All ages,Male,403,387.5,4
2020,1,2020-01-12,S37000007,Under 5,All,34,47.5,-28.4
2020,1,2020-01-12,S37000007,5 - 14,All,33,48,-31.2
2020,1,2020-01-12,S37000007,15 - 44,All,242,227.5,6.4
2020,1,2020-01-12,S37000007,45 - 64,All,109,106.5,2.3
2020,1,2020-01-12,S37000007,65 - 74,All,42,35,20
2020,1,2020-01-12,S37000007,75 - 84,All,32,35.5,-9.9
2020,1,2020-01-12,S37000007,85 and over,All,17,24.5,-30.6
2020,1,2020-01-12,S37000007,All ages,All,511,524.5,-2.6
2020,1,2020-01-12,S37000007,All ages,Female,253,245.5,3.1
2020,1,2020-01-12,S37000007,All ages,Male,256,279,-8.2
2020,1,2020-01-12,S37000008,Under 5,All,74,74,0
2020,1,2020-01-12,S37000008,5 - 14,All,55,67,-17.9
2020,1,2020-01-12,S37000008,15 - 44,All,236,230.5,2.4
2020,1,2020-01-12,S37000008,45 - 64,All,142,161.5,-12.1
2020,1,2020-01-12,S37000008,65 - 74,All,64,70.5,-9.2
2020,1,2020-01-12,S37000008,75 - 84,All,64,61,4.9
2020,1,2020-01-12,S37000008,85 and over,All,40,22.5,77.8
2020,1,2020-01-12,S37000008,All ages,All,677,690,-1.9
2020,1,2020-01-12,S37000008,All ages,Female,324,316,2.5
2020,1,2020-01-12,S37000008,All ages,Male,351,371,-5.4
2020,1,2020-01-12,S37000009,Under 5,All,54,49,10.2
2020,1,2020-01-12,S37000009,5 - 14,All,47,32.5,44.6
2020,1,2020-01-12,S37000009,15 - 44,All,94,101.5,-7.4
2020,1,2020-01-12,S37000009,45 - 64,All,62,66,-6.1
2020,1,2020-01-12,S37000009,65 - 74,All,43,36,19.4
2020,1,2020-01-12,S37000009,75 - 84,All,32,43,-25.6
2020,1,2020-01-12,S37000009,85 and over,All,31,28.5,8.8
2020,1,2020-01-12,S37000009,All ages,All,366,357,2.5
2020,1,2020-01-12,S37000009,All ages,Female,172,170,1.2
2020,1,2020-01-12,S37000009,All ages,Male,191,186.5,2.4
2020,1,2020-01-12,S37000010,Under 5,All,59,60,-1.7
2020,1,2020-01-12,S37000010,5 - 14,All,39,53.5,-27.1
2020,1,2020-01-12,S37000010,15 - 44,All,137,116.5,17.6
2020,1,2020-01-12,S37000010,45 - 64,All,81,88,-8
2020,1,2020-01-12,S37000010,65 - 74,All,45,41,9.8
2020,1,2020-01-12,S37000010,75 - 84,All,41,39.5,3.8
2020,1,2020-01-12,S37000010,85 and over,All,28,24,16.7
2020,1,2020-01-12,S37000010,All ages,All,431,425.5,1.3
2020,1,2020-01-12,S37000010,All ages,Female,241,207.5,16.1
2020,1,2020-01-12,S37000010,All ages,Male,189,215,-12.1
2020,1,2020-01-12,S37000011,Under 5,All,30,45,-33.3
2020,1,2020-01-12,S37000011,5 - 14,All,37,39.5,-6.3
2020,1,2020-01-12,S37000011,15 - 44,All,126,101.5,24.1
2020,1,2020-01-12,S37000011,45 - 64,All,81,90,-10
2020,1,2020-01-12,S37000011,65 - 74,All,29,33.5,-13.4
2020,1,2020-01-12,S37000011,75 - 84,All,47,43,9.3
2020,1,2020-01-12,S37000011,85 and over,All,31,30.5,1.6
2020,1,2020-01-12,S37000011,All ages,All,383,384,-0.3
2020,1,2020-01-12,S37000011,All ages,Female,201,188,6.9
2020,1,2020-01-12,S37000011,All ages,Male,180,195,-7.7
2020,1,2020-01-12,S37000012,Under 5,All,274,307,-10.7
2020,1,2020-01-12,S37000012,5 - 14,All,243,236,3
2020,1,2020-01-12,S37000012,15 - 44,All,628,609.5,3
2020,1,2020-01-12,S37000012,45 - 64,All,386,344,12.2
2020,1,2020-01-12,S37000012,65 - 74,All,137,127,7.9
2020,1,2020-01-12,S37000012,75 - 84,All,135,125.5,7.6
2020,1,2020-01-12,S37000012,85 and over,All,96,106.5,-9.9
2020,1,2020-01-12,S37000012,All ages,All,1962,1905.5,3
2020,1,2020-01-12,S37000012,All ages,Female,982,920,6.7
2020,1,2020-01-12,S37000012,All ages,Male,917,935.5,-2
2020,1,2020-01-12,S37000013,Under 5,All,42,45.5,-7.7
2020,1,2020-01-12,S37000013,5 - 14,All,60,60.5,-0.8
2020,1,2020-01-12,S37000013,15 - 44,All,279,244.5,14.1
2020,1,2020-01-12,S37000013,45 - 64,All,197,159.5,23.5
2020,1,2020-01-12,S37000013,65 - 74,All,86,63,36.5
2020,1,2020-01-12,S37000013,75 - 84,All,73,71.5,2.1
2020,1,2020-01-12,S37000013,85 and over,All,39,35,11.4
2020,1,2020-01-12,S37000013,All ages,All,779,692.5,12.5
2020,1,2020-01-12,S37000013,All ages,Female,352,330.5,6.5
2020,1,2020-01-12,S37000013,All ages,Male,424,349,21.5
2020,1,2020-01-12,S37000016,Under 5,All,49,59,-16.9
2020,1,2020-01-12,S37000016,5 - 14,All,56,58.5,-4.3
2020,1,2020-01-12,S37000016,15 - 44,All,317,304.5,4.1
2020,1,2020-01-12,S37000016,45 - 64,All,234,199,17.6
2020,1,2020-01-12,S37000016,65 - 74,All,114,78,46.2
2020,1,2020-01-12,S37000016,75 - 84,All,93,80,16.2
2020,1,2020-01-12,S37000016,85 and over,All,55,45.5,20.9
2020,1,2020-01-12,S37000016,All ages,All,928,830,11.8
2020,1,2020-01-12,S37000016,All ages,Female,460,393,17
2020,1,2020-01-12,S37000016,All ages,Male,458,431.5,6.1
2020,1,2020-01-12,S37000017,Under 5,All,45,46.5,-3.2
2020,1,2020-01-12,S37000017,5 - 14,All,56,42.5,31.8
2020,1,2020-01-12,S37000017,15 - 44,All,204,158.5,28.7
2020,1,2020-01-12,S37000017,45 - 64,All,154,141,9.2
2020,1,2020-01-12,S37000017,65 - 74,All,65,56,16.1
2020,1,2020-01-12,S37000017,75 - 84,All,62,52,19.2
2020,1,2020-01-12,S37000017,85 and over,All,38,28,35.7
2020,1,2020-01-12,S37000017,All ages,All,629,525,19.8
2020,1,2020-01-12,S37000017,All ages,Female,309,264.5,16.8
2020,1,2020-01-12,S37000017,All ages,Male,315,260,21.2
2020,1,2020-01-12,S37000018,Under 5,All,69,86,-19.8
2020,1,2020-01-12,S37000018,5 - 14,All,51,56,-8.9
2020,1,2020-01-12,S37000018,15 - 44,All,153,147.5,3.7
2020,1,2020-01-12,S37000018,45 - 64,All,117,109.5,6.8
2020,1,2020-01-12,S37000018,65 - 74,All,51,47.5,7.4
2020,1,2020-01-12,S37000018,75 - 84,All,43,48,-10.4
2020,1,2020-01-12,S37000018,85 and over,All,23,21,9.5
2020,1,2020-01-12,S37000018,All ages,All,511,517.5,-1.3
2020,1,2020-01-12,S37000018,All ages,Female,255,258,-1.2
2020,1,2020-01-12,S37000018,All ages,Male,252,257.5,-2.1
2020,1,2020-01-12,S37000019,Under 5,All,25,25.5,-2
2020,1,2020-01-12,S37000019,5 - 14,All,47,42.5,10.6
2020,1,2020-01-12,S37000019,15 - 44,All,146,136.5,7
2020,1,2020-01-12,S37000019,45 - 64,All,106,101.5,4.4
2020,1,2020-01-12,S37000019,65 - 74,All,52,34.5,50.7
2020,1,2020-01-12,S37000019,75 - 84,All,64,43.5,47.1
2020,1,2020-01-12,S37000019,85 and over,All,35,16,118.8
2020,1,2020-01-12,S37000019,All ages,All,480,404.5,18.7
2020,1,2020-01-12,S37000019,All ages,Female,242,198,22.2
2020,1,2020-01-12,S37000019,All ages,Male,233,202,15.3
2020,1,2020-01-12,S37000020,Under 5,All,31,71,-56.3
2020,1,2020-01-12,S37000020,5 - 14,All,73,62.5,16.8
2020,1,2020-01-12,S37000020,15 - 44,All,229,236,-3
2020,1,2020-01-12,S37000020,45 - 64,All,168,170,-1.2
2020,1,2020-01-12,S37000020,65 - 74,All,88,66.5,32.3
2020,1,2020-01-12,S37000020,75 - 84,All,71,63,12.7
2020,1,2020-01-12,S37000020,85 and over,All,34,26,30.8
2020,1,2020-01-12,S37000020,All ages,All,696,696.5,-0.1
2020,1,2020-01-12,S37000020,All ages,Female,348,345.5,0.7
2020,1,2020-01-12,S37000020,All ages,Male,346,349.5,-1
2020,1,2020-01-12,S37000022,Under 5,All,10,5,100
2020,1,2020-01-12,S37000022,5 - 14,All,10,7,42.9
2020,1,2020-01-12,S37000022,15 - 44,All,35,29,20.7
2020,1,2020-01-12,S37000022,45 - 64,All,36,22.5,60
2020,1,2020-01-12,S37000022,65 - 74,All,14,15.5,-9.7
2020,1,2020-01-12,S37000022,75 - 84,All,28,10.5,166.7
2020,1,2020-01-12,S37000022,85 and over,All,6,6,0
2020,1,2020-01-12,S37000022,All ages,All,141,96,46.9
2020,1,2020-01-12,S37000022,All ages,Female,64,51,25.5
2020,1,2020-01-12,S37000022,All ages,Male,75,44.5,68.5
2020,1,2020-01-12,S37000024,Under 5,All,92,93.5,-1.6
2020,1,2020-01-12,S37000024,5 - 14,All,80,102,-21.6
2020,1,2020-01-12,S37000024,15 - 44,All,406,354,14.7
2020,1,2020-01-12,S37000024,45 - 64,All,281,261.5,7.5
2020,1,2020-01-12,S37000024,65 - 74,All,111,119,-6.7
2020,1,2020-01-12,S37000024,75 - 84,All,129,121,6.6
2020,1,2020-01-12,S37000024,85 and over,All,78,52.5,48.6
2020,1,2020-01-12,S37000024,All ages,All,1185,1104,7.3
2020,1,2020-01-12,S37000024,All ages,Female,647,556.5,16.3
2020,1,2020-01-12,S37000024,All ages,Male,530,547,-3.1
2020,1,2020-01-12,S37000025,Under 5,All,19,27,-29.6
2020,1,2020-01-12,S37000025,5 - 14,All,29,36,-19.4
2020,1,2020-01-12,S37000025,15 - 44,All,155,175.5,-11.7
2020,1,2020-01-12,S37000025,45 - 64,All,144,128.5,12.1
2020,1,2020-01-12,S37000025,65 - 74,All,70,79,-11.4
2020,1,2020-01-12,S37000025,75 - 84,All,89,80.5,10.6
2020,1,2020-01-12,S37000025,85 and over,All,44,54,-18.5
2020,1,2020-01-12,S37000025,All ages,All,558,582.5,-4.2
2020,1,2020-01-12,S37000025,All ages,Female,267,275.5,-3.1
2020,1,2020-01-12,S37000025,All ages,Male,283,305,-7.2
2020,1,2020-01-12,S37000026,Under 5,All,9,13,-30.8
2020,1,2020-01-12,S37000026,5 - 14,All,9,10,-10
2020,1,2020-01-12,S37000026,15 - 44,All,46,41,12.2
2020,1,2020-01-12,S37000026,45 - 64,All,26,25.5,2
2020,1,2020-01-12,S37000026,65 - 74,All,14,14.5,-3.4
2020,1,2020-01-12,S37000026,75 - 84,All,11,18,-38.9
2020,1,2020-01-12,S37000026,85 and over,All,8,9,-11.1
2020,1,2020-01-12,S37000026,All ages,All,125,132,-5.3
2020,1,2020-01-12,S37000026,All ages,Female,65,64.5,0.8
2020,1,2020-01-12,S37000026,All ages,Male,58,66.5,-12.8
2020,1,2020-01-12,S37000027,Under 5,All,52,55,-5.5
2020,1,2020-01-12,S37000027,5 - 14,All,60,52,15.4
2020,1,2020-01-12,S37000027,15 - 44,All,192,204.5,-6.1
2020,1,2020-01-12,S37000027,45 - 64,All,145,140,3.6
2020,1,2020-01-12,S37000027,65 - 74,All,62,70.5,-12.1
2020,1,2020-01-12,S37000027,75 - 84,All,74,69,7.2
2020,1,2020-01-12,S37000027,85 and over,All,45,37,21.6
2020,1,2020-01-12,S37000027,All ages,All,633,629.5,0.6
2020,1,2020-01-12,S37000027,All ages,Female,319,312,2.2
2020,1,2020-01-12,S37000027,All ages,Male,311,316,-1.6
