year,quarter,week_ending,hscp,simd_quintile,number_attendances,average20182019,percent_variation
2021,3,2021-07-11,S37000019,1,10,10,0
2021,3,2021-07-11,S37000019,2,94,95,-1.1
2021,3,2021-07-11,S37000019,3,127,142.5,-10.9
2021,3,2021-07-11,S37000019,4,132,176,-25
2021,3,2021-07-11,S37000019,5,68,82.5,-17.6
2021,3,2021-07-11,S37000020,1,330,387,-14.7
2021,3,2021-07-11,S37000020,2,140,164,-14.6
2021,3,2021-07-11,S37000020,3,67,89,-24.7
2021,3,2021-07-11,S37000020,4,79,81.5,-3.1
2021,3,2021-07-11,S37000020,5,44,48.5,-9.3
2021,3,2021-07-11,S37000022,2,11,18,-38.9
2021,3,2021-07-11,S37000022,3,35,42,-16.7
2021,3,2021-07-11,S37000022,4,46,53.5,-14
2021,3,2021-07-11,S37000022,5,11,9,22.2
2021,3,2021-07-11,S37000024,1,390,404,-3.5
2021,3,2021-07-11,S37000024,2,238,237,0.4
2021,3,2021-07-11,S37000024,3,172,201,-14.4
2021,3,2021-07-11,S37000024,4,148,161.5,-8.4
2021,3,2021-07-11,S37000024,5,151,133.5,13.1
2021,3,2021-07-11,S37000025,1,50,60,-16.7
2021,3,2021-07-11,S37000025,2,89,119.5,-25.5
2021,3,2021-07-11,S37000025,3,174,194.5,-10.5
2021,3,2021-07-11,S37000025,4,176,192,-8.3
2021,3,2021-07-11,S37000025,5,48,43.5,10.3
2021,3,2021-07-11,S37000026,3,35,41,-14.6
2021,3,2021-07-11,S37000026,4,67,90,-25.6
2021,3,2021-07-11,S37000027,1,133,189,-29.6
2021,3,2021-07-11,S37000027,2,158,197,-19.8
2021,3,2021-07-11,S37000027,3,121,126.5,-4.3
2021,3,2021-07-11,S37000027,4,76,68.5,10.9
2021,3,2021-07-11,S37000027,5,76,107,-29
2021,3,2021-07-11,S37000028,1,499,503,-0.8
2021,3,2021-07-11,S37000028,2,554,571.5,-3.1
2021,3,2021-07-11,S37000028,3,390,367,6.3
2021,3,2021-07-11,S37000028,4,298,339,-12.1
2021,3,2021-07-11,S37000028,5,187,215.5,-13.2
2021,3,2021-07-11,S37000029,1,174,172,1.2
2021,3,2021-07-11,S37000029,2,96,96.5,-0.5
2021,3,2021-07-11,S37000029,3,49,48.5,1
2021,3,2021-07-11,S37000029,4,35,38,-7.9
2021,3,2021-07-11,S37000029,5,6,8,-25
2021,3,2021-07-11,S37000030,1,224,247,-9.3
2021,3,2021-07-11,S37000030,2,339,325,4.3
2021,3,2021-07-11,S37000030,3,220,208,5.8
2021,3,2021-07-11,S37000030,4,180,150.5,19.6
2021,3,2021-07-11,S37000030,5,129,126,2.4
2021,3,2021-07-11,S37000031,2,23,28,-17.9
2021,3,2021-07-11,S37000031,3,59,94.5,-37.6
2021,3,2021-07-11,S37000031,4,7,12,-41.7
2021,3,2021-07-11,S37000032,1,375,450,-16.7
2021,3,2021-07-11,S37000032,2,319,340,-6.2
2021,3,2021-07-11,S37000032,3,282,288.5,-2.3
2021,3,2021-07-11,S37000032,4,144,191.5,-24.8
2021,3,2021-07-11,S37000032,5,168,173,-2.9
2021,3,2021-07-11,S37000033,1,38,55,-30.9
2021,3,2021-07-11,S37000033,2,71,92.5,-23.2
2021,3,2021-07-11,S37000033,3,106,135,-21.5
2021,3,2021-07-11,S37000033,4,189,209.5,-9.8
2021,3,2021-07-11,S37000033,5,86,89,-3.4
2021,3,2021-07-11,S37000034,1,1914,2124,-9.9
2021,3,2021-07-11,S37000034,2,571,587.5,-2.8
2021,3,2021-07-11,S37000034,3,342,327.5,4.4
2021,3,2021-07-11,S37000034,4,236,249.5,-5.4
2021,3,2021-07-11,S37000034,5,164,195,-15.9
2021,3,2021-07-11,S37000035,1,919,992,-7.4
2021,3,2021-07-11,S37000035,2,703,688,2.2
2021,3,2021-07-11,S37000035,3,395,386.5,2.2
2021,3,2021-07-11,S37000035,4,251,219,14.6
2021,3,2021-07-11,S37000035,5,151,129.5,16.6
2021,3,2021-07-18,S37000001,1,87,134.5,-35.3
2021,3,2021-07-18,S37000001,2,215,269,-20.1
2021,3,2021-07-18,S37000001,3,138,161,-14.3
2021,3,2021-07-18,S37000001,4,131,112,17
2021,3,2021-07-18,S37000001,5,215,238,-9.7
2021,3,2021-07-18,S37000002,1,8,11.5,-30.4
2021,3,2021-07-18,S37000002,2,50,33,51.5
2021,3,2021-07-18,S37000002,3,97,111,-12.6
2021,3,2021-07-18,S37000002,4,199,208.5,-4.6
2021,3,2021-07-18,S37000002,5,174,190,-8.4
2021,3,2021-07-18,S37000003,1,24,23,4.3
2021,3,2021-07-18,S37000003,2,41,32.5,26.2
2021,3,2021-07-18,S37000003,3,87,62.5,39.2
2021,3,2021-07-18,S37000003,4,63,49,28.6
2021,3,2021-07-18,S37000003,5,59,37,59.5
2021,3,2021-07-18,S37000004,1,14,18,-22.2
2021,3,2021-07-18,S37000004,2,41,49,-16.3
2021,3,2021-07-18,S37000004,3,98,82.5,18.8
2021,3,2021-07-18,S37000004,4,52,62.5,-16.8
2021,3,2021-07-18,S37000004,5,17,16,6.2
2021,3,2021-07-18,S37000005,1,119,111.5,6.7
2021,3,2021-07-18,S37000005,2,102,107.5,-5.1
2021,3,2021-07-18,S37000005,3,64,69.5,-7.9
2021,3,2021-07-18,S37000005,4,95,86.5,9.8
2021,3,2021-07-18,S37000005,5,70,73.5,-4.8
2021,3,2021-07-18,S37000006,1,124,126,-1.6
2021,3,2021-07-18,S37000006,2,271,305,-11.1
2021,3,2021-07-18,S37000006,3,276,282.5,-2.3
2021,3,2021-07-18,S37000006,4,107,105,1.9
2021,3,2021-07-18,S37000006,5,57,53,7.5
2021,3,2021-07-18,S37000007,1,287,268.5,6.9
2021,3,2021-07-18,S37000007,2,106,120,-11.7
2021,3,2021-07-18,S37000007,3,65,61.5,5.7
2021,3,2021-07-18,S37000007,4,75,65,15.4
2021,3,2021-07-18,S37000007,5,60,49,22.4
2021,3,2021-07-18,S37000008,1,251,284,-11.6
2021,3,2021-07-18,S37000008,2,185,194,-4.6
2021,3,2021-07-18,S37000008,3,116,106,9.4
2021,3,2021-07-18,S37000008,4,70,82.5,-15.2
2021,3,2021-07-18,S37000008,5,53,53.5,-0.9
2021,3,2021-07-18,S37000009,1,31,37.5,-17.3
2021,3,2021-07-18,S37000009,2,67,78,-14.1
2021,3,2021-07-18,S37000009,3,28,24.5,14.3
2021,3,2021-07-18,S37000009,4,70,71.5,-2.1
2021,3,2021-07-18,S37000009,5,162,186.5,-13.1
2021,3,2021-07-18,S37000010,1,25,22.5,11.1
2021,3,2021-07-18,S37000010,2,162,170,-4.7
2021,3,2021-07-18,S37000010,3,124,95,30.5
2021,3,2021-07-18,S37000010,4,118,108,9.3
2021,3,2021-07-18,S37000010,5,69,53,30.2
2021,3,2021-07-18,S37000011,1,59,50.5,16.8
2021,3,2021-07-18,S37000011,2,55,54,1.9
2021,3,2021-07-18,S37000011,3,35,42.5,-17.6
2021,3,2021-07-18,S37000011,4,55,62,-11.3
2021,3,2021-07-18,S37000011,5,167,172.5,-3.2
2021,3,2021-07-18,S37000012,1,493,441,11.8
2021,3,2021-07-18,S37000012,2,349,332,5.1
2021,3,2021-07-18,S37000012,3,280,280,0
2021,3,2021-07-18,S37000012,4,277,260.5,6.3
2021,3,2021-07-18,S37000012,5,557,528.5,5.4
2021,3,2021-07-18,S37000013,1,159,170,-6.5
2021,3,2021-07-18,S37000013,2,234,248,-5.6
2021,3,2021-07-18,S37000013,3,130,136,-4.4
2021,3,2021-07-18,S37000013,4,100,120,-16.7
2021,3,2021-07-18,S37000013,5,91,118.5,-23.2
2021,3,2021-07-18,S37000016,1,127,105.5,20.4
2021,3,2021-07-18,S37000016,2,207,211.5,-2.1
2021,3,2021-07-18,S37000016,3,256,252.5,1.4
2021,3,2021-07-18,S37000016,4,273,262.5,4
2021,3,2021-07-18,S37000016,5,82,69.5,18
2021,3,2021-07-18,S37000017,1,306,302,1.3
2021,3,2021-07-18,S37000017,2,82,74,10.8
2021,3,2021-07-18,S37000017,3,75,84.5,-11.2
2021,3,2021-07-18,S37000017,4,88,80,10
2021,3,2021-07-18,S37000017,5,56,37.5,49.3
2021,3,2021-07-18,S37000018,1,65,64,1.6
2021,3,2021-07-18,S37000018,2,214,195.5,9.5
2021,3,2021-07-18,S37000018,3,137,119.5,14.6
2021,3,2021-07-18,S37000018,4,68,75.5,-9.9
2021,3,2021-07-18,S37000018,5,67,50.5,32.7
2021,3,2021-07-18,S37000019,2,101,108,-6.5
2021,3,2021-07-18,S37000019,3,128,130,-1.5
2021,3,2021-07-18,S37000019,4,177,167,6
2021,3,2021-07-18,S37000019,5,74,75,-1.3
2021,3,2021-07-18,S37000020,1,336,390,-13.8
2021,3,2021-07-18,S37000020,2,112,168.5,-33.5
2021,3,2021-07-18,S37000020,3,78,77,1.3
2021,3,2021-07-18,S37000020,4,93,82.5,12.7
2021,3,2021-07-18,S37000020,5,46,50.5,-8.9
2021,3,2021-07-18,S37000022,2,13,18.5,-29.7
2021,3,2021-07-18,S37000022,3,33,27.5,20
2021,3,2021-07-18,S37000022,4,56,43,30.2
2021,3,2021-07-18,S37000022,5,7,10.5,-33.3
2021,3,2021-07-18,S37000024,1,394,414.5,-4.9
2021,3,2021-07-18,S37000024,2,215,204.5,5.1
2021,3,2021-07-18,S37000024,3,202,178,13.5
2021,3,2021-07-18,S37000024,4,148,159.5,-7.2
2021,3,2021-07-18,S37000024,5,133,148.5,-10.4
2021,3,2021-07-18,S37000025,1,41,42,-2.4
2021,3,2021-07-18,S37000025,2,89,106.5,-16.4
2021,3,2021-07-18,S37000025,3,177,201.5,-12.2
2021,3,2021-07-18,S37000025,4,181,195,-7.2
2021,3,2021-07-18,S37000025,5,39,55,-29.1
2021,3,2021-07-18,S37000026,3,37,43.5,-14.9
2021,3,2021-07-18,S37000026,4,79,81,-2.5
2021,3,2021-07-18,S37000027,1,127,161.5,-21.4
2021,3,2021-07-18,S37000027,2,158,181,-12.7
2021,3,2021-07-18,S37000027,3,128,143.5,-10.8
2021,3,2021-07-18,S37000027,4,58,82,-29.3
2021,3,2021-07-18,S37000027,5,93,105.5,-11.8
2021,3,2021-07-18,S37000028,1,481,460,4.6
2021,3,2021-07-18,S37000028,2,563,549.5,2.5
2021,3,2021-07-18,S37000028,3,410,362.5,13.1
2021,3,2021-07-18,S37000028,4,333,307,8.5
2021,3,2021-07-18,S37000028,5,181,190,-4.7
2021,3,2021-07-18,S37000029,1,190,171.5,10.8
2021,3,2021-07-18,S37000029,2,79,96,-17.7
2021,3,2021-07-18,S37000029,3,50,50.5,-1
2021,3,2021-07-18,S37000029,4,22,36.5,-39.7
2021,3,2021-07-18,S37000029,5,14,8.5,64.7
2021,3,2021-07-18,S37000030,1,259,215.5,20.2
2021,3,2021-07-18,S37000030,2,319,304,4.9
2021,3,2021-07-18,S37000030,3,214,234.5,-8.7
2021,3,2021-07-18,S37000030,4,137,157.5,-13
2021,3,2021-07-18,S37000030,5,136,105,29.5
2021,3,2021-07-18,S37000031,2,17,32.5,-47.7
2021,3,2021-07-18,S37000031,3,59,88.5,-33.3
2021,3,2021-07-18,S37000031,4,8,7,14.3
2021,3,2021-07-18,S37000032,1,400,469.5,-14.8
2021,3,2021-07-18,S37000032,2,341,348.5,-2.2
2021,3,2021-07-18,S37000032,3,260,274.5,-5.3
2021,3,2021-07-18,S37000032,4,180,185.5,-3
2021,3,2021-07-18,S37000032,5,175,162,8
2021,3,2021-07-18,S37000033,1,56,49.5,13.1
2021,3,2021-07-18,S37000033,2,77,95,-18.9
2021,3,2021-07-18,S37000033,3,128,132.5,-3.4
2021,3,2021-07-18,S37000033,4,206,202,2
2021,3,2021-07-18,S37000033,5,66,73.5,-10.2
2021,3,2021-07-18,S37000034,1,1970,2085.5,-5.5
2021,3,2021-07-18,S37000034,2,529,575,-8
2021,3,2021-07-18,S37000034,3,323,353.5,-8.6
2021,3,2021-07-18,S37000034,4,228,220,3.6
2021,3,2021-07-18,S37000034,5,154,188.5,-18.3
2021,3,2021-07-18,S37000035,1,927,948.5,-2.3
2021,3,2021-07-18,S37000035,2,680,674,0.9
2021,3,2021-07-18,S37000035,3,431,380.5,13.3
2021,3,2021-07-18,S37000035,4,230,222.5,3.4
2021,3,2021-08-15,S37000011,1,52,45,15.6
2021,3,2021-08-15,S37000011,2,63,47,34
2021,3,2021-08-15,S37000011,3,50,43.5,14.9
2021,3,2021-08-15,S37000011,4,72,66,9.1
2021,3,2021-08-15,S37000011,5,150,176.5,-15
2021,3,2021-08-15,S37000012,1,461,459,0.4
2021,3,2021-08-15,S37000012,2,377,341.5,10.4
2021,3,2021-08-15,S37000012,3,300,254,18.1
2021,3,2021-08-15,S37000012,4,288,274.5,4.9
2021,3,2021-08-15,S37000012,5,585,590.5,-0.9
2021,3,2021-07-18,S37000035,5,131,125,4.8
2021,3,2021-07-25,S37000001,1,94,120,-21.7
2021,3,2021-07-25,S37000001,2,216,242,-10.7
2021,3,2021-07-25,S37000001,3,105,129.5,-18.9
2021,3,2021-07-25,S37000001,4,95,136,-30.1
2021,3,2021-07-25,S37000001,5,199,245,-18.8
2021,3,2021-07-25,S37000002,1,12,11,9.1
2021,3,2021-07-25,S37000002,2,35,33,6.1
2021,3,2021-07-25,S37000002,3,108,97.5,10.8
2021,3,2021-07-25,S37000002,4,188,205,-8.3
2021,3,2021-07-25,S37000002,5,178,203.5,-12.5
2021,3,2021-07-25,S37000003,1,22,19,15.8
2021,3,2021-07-25,S37000003,2,44,37,18.9
2021,3,2021-07-25,S37000003,3,75,70,7.1
2021,3,2021-07-25,S37000003,4,64,49.5,29.3
2021,3,2021-07-25,S37000003,5,49,35,40
2021,3,2021-07-25,S37000004,1,22,21,4.8
2021,3,2021-07-25,S37000004,2,46,47,-2.1
2021,3,2021-07-25,S37000004,3,93,96,-3.1
2021,3,2021-07-25,S37000004,4,67,67.5,-0.7
2021,3,2021-07-25,S37000004,5,18,19.5,-7.7
2021,3,2021-07-25,S37000005,1,116,122,-4.9
2021,3,2021-07-25,S37000005,2,110,97,13.4
2021,3,2021-07-25,S37000005,3,77,65.5,17.6
2021,3,2021-07-25,S37000005,4,92,78.5,17.2
2021,3,2021-07-25,S37000005,5,61,71,-14.1
2021,3,2021-07-25,S37000006,1,126,118,6.8
2021,3,2021-07-25,S37000006,2,265,306.5,-13.5
2021,3,2021-07-25,S37000006,3,264,272,-2.9
2021,3,2021-07-25,S37000006,4,111,107,3.7
2021,3,2021-07-25,S37000006,5,48,69,-30.4
2021,3,2021-07-25,S37000007,1,297,276,7.6
2021,3,2021-07-25,S37000007,2,105,128,-18
2021,3,2021-07-25,S37000007,3,63,61,3.3
2021,3,2021-07-25,S37000007,4,66,76,-13.2
2021,3,2021-07-25,S37000007,5,57,62.5,-8.8
2021,3,2021-07-25,S37000008,1,213,278.5,-23.5
2021,3,2021-07-25,S37000008,2,192,210,-8.6
2021,3,2021-07-25,S37000008,3,95,109,-12.8
2021,3,2021-07-25,S37000008,4,71,79,-10.1
2021,3,2021-07-25,S37000008,5,56,55.5,0.9
2021,3,2021-07-25,S37000009,1,25,24.5,2
2021,3,2021-07-25,S37000009,2,97,71,36.6
2021,3,2021-07-25,S37000009,3,30,23.5,27.7
2021,3,2021-07-25,S37000009,4,68,61,11.5
2021,3,2021-07-25,S37000009,5,193,181.5,6.3
2021,3,2021-07-25,S37000010,1,28,24.5,14.3
2021,3,2021-07-25,S37000010,2,142,150.5,-5.6
2021,3,2021-07-25,S37000010,3,92,90.5,1.7
2021,3,2021-07-25,S37000010,4,136,127.5,6.7
2021,3,2021-07-25,S37000010,5,71,57.5,23.5
2021,3,2021-07-25,S37000011,1,42,52,-19.2
2021,3,2021-07-25,S37000011,2,38,43.5,-12.6
2021,3,2021-07-25,S37000011,3,52,56.5,-8
2021,3,2021-07-25,S37000011,4,45,67,-32.8
2021,3,2021-07-25,S37000011,5,189,155,21.9
2021,3,2021-07-25,S37000012,1,474,511,-7.2
2021,3,2021-07-25,S37000012,2,375,337.5,11.1
2021,3,2021-07-25,S37000012,3,278,265,4.9
2021,3,2021-07-25,S37000012,4,266,295.5,-10
2021,3,2021-07-25,S37000012,5,555,530.5,4.6
2021,3,2021-07-25,S37000013,1,147,157.5,-6.7
2021,3,2021-07-25,S37000013,2,208,280,-25.7
2021,3,2021-07-25,S37000013,3,128,137,-6.6
2021,3,2021-07-25,S37000013,4,111,102.5,8.3
2021,3,2021-07-25,S37000013,5,83,114,-27.2
2021,3,2021-07-25,S37000016,1,124,124,0
2021,3,2021-07-25,S37000016,2,207,215,-3.7
2021,3,2021-07-25,S37000016,3,269,270.5,-0.6
2021,3,2021-07-25,S37000016,4,276,274,0.7
2021,3,2021-07-25,S37000016,5,90,76,18.4
2021,3,2021-07-25,S37000017,1,309,330,-6.4
2021,3,2021-07-25,S37000017,2,72,81.5,-11.7
2021,3,2021-07-25,S37000017,3,78,81.5,-4.3
2021,3,2021-07-25,S37000017,4,69,69,0
2021,3,2021-07-25,S37000017,5,50,50.5,-1
2021,3,2021-07-25,S37000018,1,70,74.5,-6
2021,3,2021-07-25,S37000018,2,235,191.5,22.7
2021,3,2021-07-25,S37000018,3,113,116.5,-3
2021,3,2021-07-25,S37000018,4,85,76,11.8
2021,3,2021-07-25,S37000018,5,44,61.5,-28.5
2021,3,2021-07-25,S37000019,1,6,7.5,-20
2021,3,2021-07-25,S37000019,2,103,91,13.2
2021,3,2021-07-25,S37000019,3,128,144,-11.1
2021,3,2021-07-25,S37000019,4,165,156,5.8
2021,3,2021-07-25,S37000019,5,67,73.5,-8.8
2021,3,2021-07-25,S37000020,1,325,392,-17.1
2021,3,2021-07-25,S37000020,2,175,155,12.9
2021,3,2021-07-25,S37000020,3,72,78,-7.7
2021,3,2021-07-25,S37000020,4,78,75.5,3.3
2021,3,2021-07-25,S37000020,5,49,59.5,-17.6
2021,3,2021-07-25,S37000022,2,15,20.5,-26.8
2021,3,2021-07-25,S37000022,3,34,42,-19
2021,3,2021-07-25,S37000022,4,51,47.5,7.4
2021,3,2021-07-25,S37000022,5,8,10,-20
2021,3,2021-07-25,S37000024,1,416,432.5,-3.8
2021,3,2021-07-25,S37000024,2,238,222,7.2
2021,3,2021-07-25,S37000024,3,174,190.5,-8.7
2021,3,2021-07-25,S37000024,4,184,149,23.5
2021,3,2021-07-25,S37000024,5,129,134,-3.7
2021,3,2021-07-25,S37000025,1,55,47,17
2021,3,2021-07-25,S37000025,2,114,115,-0.9
2021,3,2021-07-25,S37000025,3,201,218.5,-8
2021,3,2021-07-25,S37000025,4,221,199,11.1
2021,3,2021-07-25,S37000025,5,48,46,4.3
2021,3,2021-07-25,S37000026,2,6,6.5,-7.7
2021,3,2021-07-25,S37000026,3,44,43.5,1.1
2021,3,2021-07-25,S37000026,4,66,76,-13.2
2021,3,2021-07-25,S37000027,1,137,163,-16
2021,3,2021-07-25,S37000027,2,171,182.5,-6.3
2021,3,2021-07-25,S37000027,3,114,137,-16.8
2021,3,2021-07-25,S37000027,4,68,71,-4.2
2021,3,2021-07-25,S37000027,5,90,112.5,-20
2021,3,2021-07-25,S37000028,1,466,456.5,2.1
2021,3,2021-07-25,S37000028,2,594,585.5,1.5
2021,3,2021-07-25,S37000028,3,390,393.5,-0.9
2021,3,2021-07-25,S37000028,4,347,311,11.6
2021,3,2021-07-25,S37000028,5,179,207,-13.5
2021,3,2021-07-25,S37000029,1,186,182.5,1.9
2021,3,2021-07-25,S37000029,2,85,110.5,-23.1
2021,3,2021-07-25,S37000029,3,40,51.5,-22.3
2021,3,2021-07-25,S37000029,4,30,30.5,-1.6
2021,3,2021-07-25,S37000029,5,8,13,-38.5
2021,3,2021-07-25,S37000030,1,231,234,-1.3
2021,3,2021-07-25,S37000030,2,315,331.5,-5
2021,3,2021-07-25,S37000030,3,204,205.5,-0.7
2021,3,2021-07-25,S37000030,4,161,156.5,2.9
2021,3,2021-07-25,S37000030,5,115,128,-10.2
2021,3,2021-07-25,S37000031,2,19,30.5,-37.7
2021,3,2021-07-25,S37000031,3,64,79,-19
2021,3,2021-07-25,S37000031,4,6,10.5,-42.9
2021,3,2021-07-25,S37000032,1,415,437.5,-5.1
2021,3,2021-07-25,S37000032,2,291,330,-11.8
2021,3,2021-07-25,S37000032,3,273,284.5,-4
2021,3,2021-07-25,S37000032,4,231,185.5,24.5
2021,3,2021-07-25,S37000032,5,155,177,-12.4
2021,3,2021-07-25,S37000033,1,44,50.5,-12.9
2021,3,2021-07-25,S37000033,2,83,93,-10.8
2021,3,2021-07-25,S37000033,3,108,132,-18.2
2021,3,2021-07-25,S37000033,4,182,214,-15
2021,3,2021-07-25,S37000033,5,74,66.5,11.3
2021,3,2021-07-25,S37000034,1,1939,2034.5,-4.7
2021,3,2021-07-25,S37000034,2,502,536,-6.3
2021,3,2021-07-25,S37000034,3,323,350.5,-7.8
2021,3,2021-07-25,S37000034,4,251,248.5,1
2021,3,2021-07-25,S37000034,5,191,193.5,-1.3
2021,3,2021-07-25,S37000035,1,934,956,-2.3
2021,3,2021-07-25,S37000035,2,681,689.5,-1.2
2021,3,2021-07-25,S37000035,3,401,386.5,3.8
2021,3,2021-07-25,S37000035,4,246,233.5,5.4
2021,3,2021-07-25,S37000035,5,139,125,11.2
2021,3,2021-08-01,S37000001,1,98,114,-14
2021,3,2021-08-01,S37000001,2,205,244,-16
2021,3,2021-08-01,S37000001,3,136,138,-1.4
2021,3,2021-08-01,S37000001,4,118,137,-13.9
2021,3,2021-08-01,S37000001,5,178,241,-26.1
2021,3,2021-08-01,S37000002,1,10,7,42.9
2021,3,2021-08-01,S37000002,2,47,43.5,8
2021,3,2021-08-01,S37000002,3,96,100.5,-4.5
2021,3,2021-08-01,S37000002,4,159,202.5,-21.5
2021,3,2021-08-01,S37000002,5,151,202.5,-25.4
2021,3,2021-08-01,S37000003,1,21,22.5,-6.7
2021,3,2021-08-01,S37000003,2,34,36,-5.6
2021,3,2021-08-01,S37000003,3,80,79.5,0.6
2021,3,2021-08-01,S37000003,4,57,62,-8.1
2021,3,2021-08-01,S37000003,5,41,31,32.3
2021,3,2021-08-01,S37000004,1,13,15.5,-16.1
2021,3,2021-08-01,S37000004,2,37,44.5,-16.9
2021,3,2021-08-01,S37000004,3,95,88.5,7.3
2021,3,2021-08-01,S37000004,4,73,71,2.8
2021,3,2021-08-01,S37000004,5,30,14.5,106.9
2021,3,2021-08-01,S37000005,1,110,129,-14.7
2021,3,2021-08-01,S37000005,2,97,111,-12.6
2021,3,2021-08-01,S37000005,3,66,73.5,-10.2
2021,3,2021-08-01,S37000005,4,87,90,-3.3
2021,3,2021-08-01,S37000005,5,57,68.5,-16.8
2021,3,2021-08-01,S37000006,1,126,115,9.6
2021,3,2021-08-01,S37000006,2,301,300.5,0.2
2021,3,2021-08-01,S37000006,3,263,293,-10.2
2021,3,2021-08-01,S37000006,4,96,115.5,-16.9
2021,3,2021-08-01,S37000006,5,44,60.5,-27.3
2021,3,2021-08-01,S37000007,1,283,295,-4.1
2021,3,2021-08-01,S37000007,2,111,130.5,-14.9
2021,3,2021-08-01,S37000007,3,61,61,0
2021,3,2021-08-01,S37000007,4,78,61,27.9
2021,3,2021-08-01,S37000007,5,56,71,-21.1
2021,3,2021-08-01,S37000008,1,239,297.5,-19.7
2021,3,2021-08-01,S37000008,2,177,204.5,-13.4
2021,3,2021-08-01,S37000008,3,106,113.5,-6.6
2021,3,2021-08-01,S37000008,4,84,82.5,1.8
2021,3,2021-08-01,S37000008,5,53,52,1.9
2021,3,2021-08-01,S37000009,1,28,37,-24.3
2021,3,2021-08-01,S37000009,2,88,68.5,28.5
2021,3,2021-08-01,S37000009,3,25,25,0
2021,3,2021-08-01,S37000009,4,80,63.5,26
2021,3,2021-08-01,S37000009,5,180,190.5,-5.5
2021,3,2021-08-01,S37000010,1,30,33.5,-10.4
2021,3,2021-08-01,S37000010,2,156,158,-1.3
2021,3,2021-08-01,S37000010,3,94,89.5,5
2021,3,2021-08-01,S37000010,4,139,118.5,17.3
2021,3,2021-08-01,S37000010,5,58,56.5,2.7
2021,3,2021-08-01,S37000011,1,47,42,11.9
2021,3,2021-08-01,S37000011,2,47,51.5,-8.7
2021,3,2021-08-01,S37000011,3,48,52.5,-8.6
2021,3,2021-08-01,S37000011,4,54,63.5,-15
2021,3,2021-08-01,S37000011,5,160,162,-1.2
2021,3,2021-08-01,S37000012,1,449,447,0.4
2021,3,2021-08-01,S37000012,2,345,352,-2
2021,3,2021-08-01,S37000012,3,267,256.5,4.1
2021,3,2021-08-01,S37000012,4,279,270,3.3
2021,3,2021-08-01,S37000012,5,568,576.5,-1.5
2021,3,2021-08-01,S37000013,1,163,155,5.2
2021,3,2021-08-01,S37000013,2,221,254,-13
2021,3,2021-08-01,S37000013,3,118,138.5,-14.8
2021,3,2021-08-01,S37000013,4,101,132,-23.5
2021,3,2021-08-01,S37000013,5,86,116,-25.9
2021,3,2021-08-01,S37000016,1,108,121.5,-11.1
2021,3,2021-08-01,S37000016,2,176,217,-18.9
2021,3,2021-08-01,S37000016,3,268,264.5,1.3
2021,3,2021-08-01,S37000016,4,246,284.5,-13.5
2021,3,2021-08-01,S37000016,5,83,87,-4.6
2021,3,2021-08-01,S37000017,1,268,311,-13.8
2021,3,2021-08-01,S37000017,2,76,65,16.9
2021,3,2021-08-01,S37000017,3,74,68,8.8
2021,3,2021-08-01,S37000017,4,58,85,-31.8
2021,3,2021-08-01,S37000017,5,49,54,-9.3
2021,3,2021-08-01,S37000018,1,66,79.5,-17
2021,3,2021-08-01,S37000018,2,187,221,-15.4
2021,3,2021-08-01,S37000018,3,123,133.5,-7.9
2021,3,2021-08-01,S37000018,4,76,61.5,23.6
2021,3,2021-08-01,S37000018,5,65,57.5,13
2021,3,2021-08-01,S37000019,1,5,7.5,-33.3
2021,3,2021-08-01,S37000019,2,90,105,-14.3
2021,3,2021-08-01,S37000019,3,129,125.5,2.8
2021,3,2021-08-01,S37000019,4,159,146.5,8.5
2021,3,2021-08-01,S37000019,5,57,86,-33.7
2021,3,2021-08-01,S37000020,1,335,373,-10.2
2021,3,2021-08-01,S37000020,2,149,172,-13.4
2021,3,2021-08-01,S37000020,3,58,76,-23.7
2021,3,2021-08-01,S37000020,4,74,86,-14
2021,3,2021-08-01,S37000020,5,45,50,-10
2021,3,2021-08-01,S37000022,2,10,18.5,-45.9
2021,3,2021-08-01,S37000022,3,26,40.5,-35.8
2021,3,2021-08-01,S37000022,4,52,63.5,-18.1
2021,3,2021-08-01,S37000022,5,9,11,-18.2
2021,3,2021-08-01,S37000024,1,408,419.5,-2.7
2021,3,2021-08-01,S37000024,2,221,231.5,-4.5
2021,3,2021-08-01,S37000024,3,170,211.5,-19.6
2021,3,2021-08-01,S37000024,4,186,157.5,18.1
2021,3,2021-08-01,S37000024,5,141,150,-6
2021,3,2021-08-29,S37000001,3,105,138.5,-24.2
2021,3,2021-08-29,S37000001,4,109,133,-18
2021,3,2021-08-29,S37000001,5,229,260,-11.9
2021,3,2021-08-29,S37000002,1,8,10.5,-23.8
2021,3,2021-08-29,S37000002,2,39,36,8.3
2021,3,2021-08-01,S37000025,1,46,42,9.5
2021,3,2021-08-01,S37000025,2,85,115.5,-26.4
2021,3,2021-08-01,S37000025,3,197,245,-19.6
2021,3,2021-08-01,S37000025,4,192,181,6.1
2021,3,2021-08-01,S37000025,5,43,45.5,-5.5
2021,3,2021-08-01,S37000026,2,7,6,16.7
2021,3,2021-08-01,S37000026,3,44,43,2.3
2021,3,2021-08-01,S37000026,4,95,87,9.2
2021,3,2021-08-01,S37000027,1,120,182,-34.1
2021,3,2021-08-01,S37000027,2,164,178,-7.9
2021,3,2021-08-01,S37000027,3,112,139.5,-19.7
