year,quarter,week_ending,hscp,simd_quintile,number_attendances,average20182019,percent_variation
2020,3,2020-07-26,S37000006,1,86,115,-25.2
2020,3,2020-07-26,S37000006,2,270,300.5,-10.1
2020,3,2020-07-26,S37000006,3,224,293,-23.5
2020,3,2020-07-26,S37000006,4,106,115.5,-8.2
2020,3,2020-07-26,S37000006,5,55,60.5,-9.1
2020,3,2020-07-26,S37000007,1,252,295,-14.6
2020,3,2020-07-26,S37000007,2,139,130.5,6.5
2020,3,2020-07-26,S37000007,3,54,61,-11.5
2020,3,2020-07-26,S37000007,4,51,61,-16.4
2020,3,2020-07-26,S37000007,5,56,71,-21.1
2020,3,2020-07-26,S37000008,1,234,297.5,-21.3
2020,3,2020-07-26,S37000008,2,193,204.5,-5.6
2020,3,2020-07-26,S37000008,3,105,113.5,-7.5
2020,3,2020-07-26,S37000008,4,80,82.5,-3
2020,3,2020-07-26,S37000008,5,63,52,21.2
2020,3,2020-07-26,S37000009,1,21,37,-43.2
2020,3,2020-07-26,S37000009,2,52,68.5,-24.1
2020,3,2020-07-26,S37000009,3,21,25,-16
2020,3,2020-07-26,S37000009,4,54,63.5,-15
2020,3,2020-07-26,S37000009,5,142,190.5,-25.5
2020,3,2020-07-26,S37000010,1,15,33.5,-55.2
2020,3,2020-07-26,S37000010,2,138,158,-12.7
2020,3,2020-07-26,S37000010,3,99,89.5,10.6
2020,3,2020-07-26,S37000010,4,100,118.5,-15.6
2020,3,2020-07-26,S37000010,5,62,56.5,9.7
2020,3,2020-07-26,S37000011,1,31,42,-26.2
2020,3,2020-07-26,S37000011,2,46,51.5,-10.7
2020,3,2020-07-26,S37000011,3,46,52.5,-12.4
2020,3,2020-07-26,S37000011,4,40,63.5,-37
2020,3,2020-07-26,S37000011,5,141,162,-13
2020,3,2020-07-26,S37000012,1,427,447,-4.5
2020,3,2020-07-26,S37000012,2,309,352,-12.2
2020,3,2020-07-26,S37000012,3,215,256.5,-16.2
2020,3,2020-07-26,S37000012,4,247,270,-8.5
2020,3,2020-07-26,S37000012,5,493,576.5,-14.5
2020,3,2020-07-26,S37000013,1,140,155,-9.7
2020,3,2020-07-26,S37000013,2,201,254,-20.9
2020,3,2020-07-26,S37000013,3,111,138.5,-19.9
2020,3,2020-07-26,S37000013,4,87,132,-34.1
2020,3,2020-07-26,S37000013,5,73,116,-37.1
2020,3,2020-07-26,S37000016,1,112,121.5,-7.8
2020,3,2020-07-26,S37000016,2,193,217,-11.1
2020,3,2020-07-26,S37000016,3,238,264.5,-10
2020,3,2020-07-26,S37000016,4,218,284.5,-23.4
2020,3,2020-07-26,S37000016,5,80,87,-8
2020,3,2020-07-26,S37000017,1,220,311,-29.3
2020,3,2020-07-26,S37000017,2,72,65,10.8
2020,3,2020-07-26,S37000017,3,64,68,-5.9
2020,3,2020-07-26,S37000017,4,59,85,-30.6
2020,3,2020-07-26,S37000017,5,27,54,-50
2020,3,2020-07-26,S37000018,1,78,79.5,-1.9
2020,3,2020-07-26,S37000018,2,180,221,-18.6
2020,3,2020-07-26,S37000018,3,127,133.5,-4.9
2020,3,2020-07-26,S37000018,4,71,61.5,15.4
2020,3,2020-07-26,S37000018,5,31,57.5,-46.1
2020,3,2020-07-26,S37000019,1,5,7.5,-33.3
2020,3,2020-07-26,S37000019,2,76,105,-27.6
2020,3,2020-07-26,S37000019,3,119,125.5,-5.2
2020,3,2020-07-26,S37000019,4,172,146.5,17.4
2020,3,2020-07-26,S37000019,5,58,86,-32.6
2020,3,2020-07-26,S37000020,1,378,373,1.3
2020,3,2020-07-26,S37000020,2,162,172,-5.8
2020,3,2020-07-26,S37000020,3,66,76,-13.2
2020,3,2020-07-26,S37000020,4,79,86,-8.1
2020,3,2020-07-26,S37000020,5,42,50,-16
2020,3,2020-07-26,S37000022,2,17,18.5,-8.1
2020,3,2020-07-26,S37000022,3,31,40.5,-23.5
2020,3,2020-07-26,S37000022,4,57,63.5,-10.2
2020,3,2020-07-26,S37000022,5,10,11,-9.1
2020,3,2020-07-26,S37000024,1,291,419.5,-30.6
2020,3,2020-07-26,S37000024,2,156,231.5,-32.6
2020,3,2020-07-26,S37000024,3,146,211.5,-31
2020,3,2020-07-26,S37000024,4,119,157.5,-24.4
2020,3,2020-07-26,S37000024,5,110,150,-26.7
2020,3,2020-07-26,S37000025,1,50,42,19
2020,3,2020-07-26,S37000025,2,103,115.5,-10.8
2020,3,2020-07-26,S37000025,3,182,245,-25.7
2020,3,2020-07-26,S37000025,4,169,181,-6.6
2020,3,2020-07-26,S37000025,5,52,45.5,14.3
2020,3,2020-07-26,S37000026,2,7,6,16.7
2020,3,2020-07-26,S37000026,3,30,43,-30.2
2020,3,2020-07-26,S37000026,4,68,87,-21.8
2020,3,2020-07-26,S37000027,1,117,182,-35.7
2020,3,2020-07-26,S37000027,2,161,178,-9.6
2020,3,2020-07-26,S37000027,3,110,139.5,-21.1
2020,3,2020-07-26,S37000027,4,53,82.5,-35.8
2020,3,2020-07-26,S37000027,5,89,112.5,-20.9
2020,3,2020-07-26,S37000028,1,407,492,-17.3
2020,3,2020-07-26,S37000028,2,485,562,-13.7
2020,3,2020-07-26,S37000028,3,336,367,-8.4
2020,3,2020-07-26,S37000028,4,272,326.5,-16.7
2020,3,2020-07-26,S37000028,5,156,213,-26.8
2020,3,2020-07-26,S37000029,1,147,184,-20.1
2020,3,2020-07-26,S37000029,2,95,89.5,6.1
2020,3,2020-07-26,S37000029,3,29,42,-31
2020,3,2020-07-26,S37000029,4,21,32.5,-35.4
2020,3,2020-07-26,S37000030,1,212,221,-4.1
2020,3,2020-07-26,S37000030,2,307,355.5,-13.6
2020,3,2020-07-26,S37000030,3,195,221.5,-12
2020,3,2020-07-26,S37000030,4,118,153,-22.9
2020,3,2020-07-26,S37000030,5,106,134,-20.9
2020,3,2020-07-26,S37000031,2,24,31,-22.6
2020,3,2020-07-26,S37000031,3,63,79,-20.3
2020,3,2020-07-26,S37000032,1,384,448,-14.3
2020,3,2020-07-26,S37000032,2,279,342.5,-18.5
2020,3,2020-07-26,S37000032,3,240,282,-14.9
2020,3,2020-07-26,S37000032,4,167,207,-19.3
2020,3,2020-07-26,S37000032,5,167,186.5,-10.5
2020,3,2020-07-26,S37000033,1,32,55,-41.8
2020,3,2020-07-26,S37000033,2,80,97.5,-17.9
2020,3,2020-07-26,S37000033,3,104,145,-28.3
2020,3,2020-07-26,S37000033,4,169,200.5,-15.7
2020,3,2020-07-26,S37000033,5,85,89,-4.5
2020,3,2020-07-26,S37000034,1,1573,2045,-23.1
2020,3,2020-07-26,S37000034,2,437,535.5,-18.4
2020,3,2020-07-26,S37000034,3,254,341,-25.5
2020,3,2020-07-26,S37000034,4,195,236,-17.4
2020,3,2020-07-26,S37000034,5,136,193.5,-29.7
2020,3,2020-07-26,S37000035,1,790,935.5,-15.6
2020,3,2020-07-26,S37000035,2,583,678.5,-14.1
2020,3,2020-07-26,S37000035,3,321,381.5,-15.9
2020,3,2020-07-26,S37000035,4,198,222,-10.8
2020,3,2020-07-26,S37000035,5,127,128,-0.8
2020,3,2020-08-02,S37000001,1,110,100,10
2020,3,2020-08-02,S37000001,2,207,253,-18.2
2020,3,2020-08-02,S37000001,3,94,138,-31.9
2020,3,2020-08-02,S37000001,4,125,138.5,-9.7
2020,3,2020-08-02,S37000001,5,217,255,-14.9
2020,3,2020-08-02,S37000002,1,11,12,-8.3
2020,3,2020-08-02,S37000002,2,27,41,-34.1
2020,3,2020-08-02,S37000002,3,100,106.5,-6.1
2020,3,2020-08-02,S37000002,4,197,205,-3.9
2020,3,2020-08-02,S37000002,5,159,226,-29.6
2020,3,2020-08-02,S37000003,1,23,15.5,48.4
2020,3,2020-08-02,S37000003,2,30,41.5,-27.7
2020,3,2020-08-02,S37000003,3,79,72,9.7
2020,3,2020-08-02,S37000003,4,40,50.5,-20.8
2020,3,2020-08-02,S37000003,5,44,27,63
2020,3,2020-08-02,S37000004,1,18,22,-18.2
2020,3,2020-08-02,S37000004,2,30,42,-28.6
2020,3,2020-08-02,S37000004,3,81,78,3.8
2020,3,2020-08-02,S37000004,4,48,76.5,-37.3
2020,3,2020-08-02,S37000004,5,12,23.5,-48.9
2020,3,2020-08-02,S37000005,1,101,116.5,-13.3
2020,3,2020-08-02,S37000005,2,92,106.5,-13.6
2020,3,2020-08-02,S37000005,3,51,68.5,-25.5
2020,3,2020-08-02,S37000005,4,63,75.5,-16.6
2020,3,2020-08-02,S37000005,5,51,66,-22.7
2020,3,2020-08-02,S37000006,1,102,125,-18.4
2020,3,2020-08-02,S37000006,2,229,309,-25.9
2020,3,2020-08-02,S37000006,3,245,277,-11.6
2020,3,2020-08-02,S37000006,4,81,126.5,-36
2020,3,2020-08-02,S37000006,5,51,54.5,-6.4
2020,3,2020-08-02,S37000007,1,257,273,-5.9
2020,3,2020-08-02,S37000007,2,111,111.5,-0.4
2020,3,2020-08-02,S37000007,3,43,58.5,-26.5
2020,3,2020-08-02,S37000007,4,67,68,-1.5
2020,3,2020-08-02,S37000007,5,60,66,-9.1
2020,3,2020-08-02,S37000008,1,220,262.5,-16.2
2020,3,2020-08-02,S37000008,2,162,212,-23.6
2020,3,2020-08-02,S37000008,3,99,121,-18.2
2020,3,2020-08-02,S37000008,4,78,92.5,-15.7
2020,3,2020-08-02,S37000008,5,52,59,-11.9
2020,3,2020-08-02,S37000009,1,18,38,-52.6
2020,3,2020-08-02,S37000009,2,61,86,-29.1
2020,3,2020-08-02,S37000009,3,22,28.5,-22.8
2020,3,2020-08-02,S37000009,4,49,63.5,-22.8
2020,3,2020-08-02,S37000009,5,141,175.5,-19.7
2020,3,2020-08-02,S37000010,1,27,24.5,10.2
2020,3,2020-08-02,S37000010,2,139,155,-10.3
2020,3,2020-08-02,S37000010,3,94,106.5,-11.7
2020,3,2020-08-02,S37000010,4,106,109,-2.8
2020,3,2020-08-02,S37000010,5,69,54,27.8
2020,3,2020-08-02,S37000011,1,42,51.5,-18.4
2020,3,2020-08-02,S37000011,2,50,53,-5.7
2020,3,2020-08-02,S37000011,3,45,53.5,-15.9
2020,3,2020-08-02,S37000011,4,49,52.5,-6.7
2020,3,2020-08-02,S37000011,5,140,161.5,-13.3
2020,3,2020-08-02,S37000012,1,413,476,-13.2
2020,3,2020-08-02,S37000012,2,296,352,-15.9
2020,3,2020-08-02,S37000012,3,229,270,-15.2
2021,1,2021-01-03,S37000009,4,56,62.5,-10.4
2021,1,2021-01-03,S37000009,5,112,182,-38.5
2021,1,2021-01-03,S37000010,1,18,27,-33.3
2021,1,2021-01-03,S37000010,2,113,151,-25.2
2021,1,2021-01-03,S37000010,3,88,87.5,0.6
2021,1,2021-01-03,S37000010,4,79,106,-25.5
2021,1,2021-01-03,S37000010,5,45,64.5,-30.2
2021,1,2021-01-03,S37000011,1,29,34,-14.7
2021,1,2021-01-03,S37000011,2,40,44.5,-10.1
2020,3,2020-08-02,S37000012,5,523,581.5,-10.1
2020,3,2020-08-02,S37000013,1,127,160.5,-20.9
2020,3,2020-08-02,S37000013,2,171,261,-34.5
2020,3,2020-08-02,S37000013,3,86,137,-37.2
2020,3,2020-08-02,S37000013,4,75,115,-34.8
2020,3,2020-08-02,S37000013,5,75,91,-17.6
2020,3,2020-08-02,S37000016,1,104,124.5,-16.5
2020,3,2020-08-02,S37000016,2,195,205.5,-5.1
2020,3,2020-08-02,S37000016,3,206,284,-27.5
2020,3,2020-08-02,S37000016,4,235,287,-18.1
2020,3,2020-08-02,S37000016,5,68,83,-18.1
2020,3,2020-08-02,S37000017,1,222,291.5,-23.8
2020,3,2020-08-02,S37000017,2,52,75.5,-31.1
2020,3,2020-08-02,S37000017,3,58,81,-28.4
2020,3,2020-08-02,S37000017,4,54,82.5,-34.5
2020,3,2020-08-02,S37000017,5,47,46,2.2
2020,3,2020-08-02,S37000018,1,55,71,-22.5
2020,3,2020-08-02,S37000018,2,200,190.5,5
2020,3,2020-08-02,S37000018,3,96,115,-16.5
2020,3,2020-08-02,S37000018,4,59,73,-19.2
2020,3,2020-08-02,S37000018,5,65,62.5,4
2020,3,2020-08-02,S37000019,1,6,10.5,-42.9
2020,3,2020-08-02,S37000019,2,66,96,-31.2
2020,3,2020-08-02,S37000019,3,134,136.5,-1.8
2020,3,2020-08-02,S37000019,4,148,158,-6.3
2020,3,2020-08-02,S37000019,5,60,59,1.7
2020,3,2020-08-02,S37000020,1,361,375.5,-3.9
2020,3,2020-08-02,S37000020,2,146,156.5,-6.7
2020,3,2020-08-02,S37000020,3,87,84.5,3
2020,3,2020-08-02,S37000020,4,77,87,-11.5
2020,3,2020-08-02,S37000020,5,43,55.5,-22.5
2020,3,2020-08-02,S37000022,2,14,13.5,3.7
2020,3,2020-08-02,S37000022,3,27,27,0
2020,3,2020-08-02,S37000022,4,38,59.5,-36.1
2020,3,2020-08-02,S37000022,5,10,8,25
2020,3,2020-08-02,S37000024,1,320,428.5,-25.3
2020,3,2020-08-02,S37000024,2,198,260.5,-24
2020,3,2020-08-02,S37000024,3,133,183,-27.3
2020,3,2020-08-02,S37000024,4,124,159,-22
2020,3,2020-08-02,S37000024,5,133,141,-5.7
2020,3,2020-08-02,S37000025,1,35,45.5,-23.1
2020,3,2020-08-02,S37000025,2,104,106,-1.9
2020,3,2020-08-02,S37000025,3,191,181.5,5.2
2020,3,2020-08-02,S37000025,4,171,192,-10.9
2020,3,2020-08-02,S37000025,5,39,51.5,-24.3
2020,3,2020-08-02,S37000026,2,9,5.5,63.6
2020,3,2020-08-02,S37000026,3,44,34.5,27.5
2020,3,2020-08-02,S37000026,4,66,89,-25.8
2020,3,2020-08-02,S37000027,1,116,176,-34.1
2020,3,2020-08-02,S37000027,2,156,197.5,-21
2020,3,2020-08-02,S37000027,3,109,138,-21
2020,3,2020-08-02,S37000027,4,60,75,-20
2020,3,2020-08-02,S37000027,5,79,107.5,-26.5
2020,3,2020-08-02,S37000028,1,410,497.5,-17.6
2020,3,2020-08-02,S37000028,2,536,577.5,-7.2
2020,3,2020-08-02,S37000028,3,304,398.5,-23.7
2020,3,2020-08-02,S37000028,4,275,316,-13
2020,3,2020-08-02,S37000028,5,156,205.5,-24.1
2020,3,2020-08-02,S37000029,1,156,187.5,-16.8
2020,3,2020-08-02,S37000029,2,67,110,-39.1
2020,3,2020-08-02,S37000029,3,40,61.5,-35
2020,3,2020-08-02,S37000029,4,31,31.5,-1.6
2020,3,2020-08-02,S37000029,5,6,13.5,-55.6
2020,3,2020-08-02,S37000030,1,221,240.5,-8.1
2020,3,2020-08-02,S37000030,2,285,319.5,-10.8
2020,3,2020-08-02,S37000030,3,186,245.5,-24.2
2020,3,2020-08-02,S37000030,4,144,169,-14.8
2020,3,2020-08-02,S37000030,5,110,121,-9.1
2020,3,2020-08-02,S37000031,2,17,40.5,-58
2020,3,2020-08-02,S37000031,3,58,90.5,-35.9
2020,3,2020-08-02,S37000032,1,381,447.5,-14.9
2020,3,2020-08-02,S37000032,2,257,361,-28.8
2020,3,2020-08-02,S37000032,3,218,285.5,-23.6
2020,3,2020-08-02,S37000032,4,162,181,-10.5
2020,3,2020-08-02,S37000032,5,137,171.5,-20.1
2020,3,2020-08-02,S37000033,1,41,47,-12.8
2020,3,2020-08-02,S37000033,2,78,94,-17
2020,3,2020-08-02,S37000033,3,116,120.5,-3.7
2020,3,2020-08-02,S37000033,4,172,224.5,-23.4
2020,3,2020-08-02,S37000033,5,109,78.5,38.9
2020,3,2020-08-02,S37000034,1,1493,1990,-25
2020,3,2020-08-02,S37000034,2,442,537,-17.7
2020,3,2020-08-02,S37000034,3,257,345.5,-25.6
2020,3,2020-08-02,S37000034,4,196,222,-11.7
2020,3,2020-08-02,S37000034,5,153,199,-23.1
2020,3,2020-08-02,S37000035,1,801,925.5,-13.5
2020,3,2020-08-02,S37000035,2,578,687.5,-15.9
2020,3,2020-08-02,S37000035,3,279,381.5,-26.9
2020,3,2020-08-02,S37000035,4,179,230,-22.2
2020,3,2020-08-02,S37000035,5,118,137,-13.9
2020,3,2020-08-09,S37000001,1,83,108.5,-23.5
2020,3,2020-08-09,S37000001,2,202,232,-12.9
2020,3,2020-08-09,S37000001,3,120,132.5,-9.4
2020,3,2020-08-09,S37000001,4,106,128.5,-17.5
2020,3,2020-08-09,S37000001,5,220,252,-12.7
2020,3,2020-08-09,S37000002,1,5,9,-44.4
2020,3,2020-08-09,S37000002,2,35,42.5,-17.6
2020,3,2020-08-09,S37000002,3,92,105,-12.4
2020,3,2020-08-09,S37000002,4,183,215,-14.9
2020,3,2020-08-09,S37000002,5,187,188,-0.5
2020,3,2020-08-09,S37000003,1,16,18,-11.1
2020,3,2020-08-09,S37000003,2,33,37.5,-12
2020,3,2020-08-09,S37000003,3,86,66,30.3
2020,3,2020-08-09,S37000003,4,46,46,0
2020,3,2020-08-09,S37000003,5,40,35.5,12.7
2020,3,2020-08-09,S37000004,1,18,20.5,-12.2
2020,3,2020-08-09,S37000004,2,45,47,-4.3
2020,3,2020-08-09,S37000004,3,69,100.5,-31.3
2020,3,2020-08-09,S37000004,4,63,65,-3.1
2020,3,2020-08-09,S37000004,5,15,17.5,-14.3
2020,3,2020-08-09,S37000005,1,110,126,-12.7
2020,3,2020-08-09,S37000005,2,85,100.5,-15.4
2020,3,2020-08-09,S37000005,3,39,73,-46.6
2020,3,2020-08-09,S37000005,4,70,92.5,-24.3
2020,3,2020-08-09,S37000005,5,54,70,-22.9
2020,3,2020-08-09,S37000006,1,109,144,-24.3
2020,3,2020-08-09,S37000006,2,243,306.5,-20.7
2020,3,2020-08-09,S37000006,3,257,270.5,-5
2020,3,2020-08-09,S37000006,4,98,123,-20.3
2020,3,2020-08-09,S37000006,5,67,63.5,5.5
2020,3,2020-08-09,S37000007,1,265,250.5,5.8
2020,3,2020-08-09,S37000007,2,115,126,-8.7
2020,3,2020-08-09,S37000007,3,57,51.5,10.7
2020,3,2020-08-09,S37000007,4,63,71.5,-11.9
2020,3,2020-08-09,S37000007,5,61,64.5,-5.4
2020,3,2020-08-09,S37000008,1,283,275.5,2.7
2020,3,2020-08-09,S37000008,2,179,195,-8.2
2020,3,2020-08-09,S37000008,3,100,105.5,-5.2
2020,3,2020-08-09,S37000008,4,69,67.5,2.2
2020,3,2020-08-09,S37000008,5,51,63,-19
2020,3,2020-08-09,S37000009,1,23,22.5,2.2
2020,3,2020-08-09,S37000009,2,52,75,-30.7
2020,3,2020-08-09,S37000009,3,16,27.5,-41.8
2020,3,2020-08-09,S37000009,4,59,71.5,-17.5
2020,3,2020-08-09,S37000009,5,143,180.5,-20.8
2020,3,2020-08-09,S37000010,1,20,26,-23.1
2020,3,2020-08-09,S37000010,2,134,155.5,-13.8
2020,3,2020-08-09,S37000010,3,96,94,2.1
2020,3,2020-08-09,S37000010,4,102,111,-8.1
2020,3,2020-08-09,S37000010,5,62,46.5,33.3
2020,3,2020-08-09,S37000011,1,27,45,-40
2020,3,2020-08-09,S37000011,2,50,47,6.4
2020,3,2020-08-09,S37000011,3,49,43.5,12.6
2020,3,2020-08-09,S37000011,4,32,66,-51.5
2020,3,2020-08-09,S37000011,5,150,176.5,-15
2020,3,2020-08-09,S37000012,1,433,459,-5.7
2020,3,2020-08-09,S37000012,2,287,341.5,-16
2020,3,2020-08-09,S37000012,3,201,254,-20.9
2020,3,2020-08-09,S37000012,4,247,274.5,-10
2020,3,2020-08-09,S37000012,5,550,590.5,-6.9
2020,3,2020-08-09,S37000013,1,105,166,-36.7
2020,3,2020-08-09,S37000013,2,207,253,-18.2
2020,3,2020-08-09,S37000013,3,104,108.5,-4.1
2020,3,2020-08-09,S37000013,4,79,112,-29.5
2020,3,2020-08-09,S37000013,5,78,111,-29.7
2020,3,2020-08-09,S37000016,1,101,109.5,-7.8
2020,3,2020-08-09,S37000016,2,200,218.5,-8.5
2020,3,2020-08-09,S37000016,3,237,268.5,-11.7
2020,3,2020-08-09,S37000016,4,282,267,5.6
2020,3,2020-08-09,S37000016,5,81,82.5,-1.8
2020,3,2020-08-09,S37000017,1,238,307.5,-22.6
2020,3,2020-08-09,S37000017,2,67,64.5,3.9
2020,3,2020-08-09,S37000017,3,72,73,-1.4
2020,3,2020-08-09,S37000017,4,64,75,-14.7
2020,3,2020-08-09,S37000017,5,35,52,-32.7
2020,3,2020-08-09,S37000018,1,63,73.5,-14.3
2020,3,2020-08-09,S37000018,2,177,197,-10.2
2020,3,2020-08-09,S37000018,3,107,126.5,-15.4
2020,3,2020-08-09,S37000018,4,63,71.5,-11.9
2020,3,2020-08-09,S37000018,5,48,65,-26.2
2020,3,2020-08-09,S37000019,1,8,7,14.3
2020,3,2020-08-09,S37000019,2,80,82,-2.4
2020,3,2020-08-09,S37000019,3,109,140,-22.1
2020,3,2020-08-09,S37000019,4,168,136,23.5
2020,3,2020-08-09,S37000019,5,61,73.5,-17
2020,3,2020-08-09,S37000020,1,324,355,-8.7
2020,3,2020-08-09,S37000020,2,138,159.5,-13.5
2020,3,2020-08-09,S37000020,3,73,82.5,-11.5
2020,3,2020-08-09,S37000020,4,73,93.5,-21.9
2020,3,2020-08-09,S37000020,5,37,50.5,-26.7
2020,3,2020-08-09,S37000022,2,17,21,-19
2020,3,2020-08-09,S37000022,3,27,36,-25
2020,3,2020-08-09,S37000022,4,50,58.5,-14.5
2020,3,2020-08-09,S37000022,5,8,7.5,6.7
2020,3,2020-08-09,S37000024,1,304,405.5,-25
2020,3,2020-08-09,S37000024,2,188,233.5,-19.5
2020,3,2020-08-09,S37000024,3,161,181.5,-11.3
2020,3,2020-08-09,S37000024,4,108,165.5,-34.7
2020,3,2020-08-09,S37000024,5,135,158.5,-14.8
2020,3,2020-08-09,S37000025,1,37,48.5,-23.7
2020,3,2020-08-09,S37000025,2,98,112.5,-12.9
2020,3,2020-08-09,S37000025,3,165,212,-22.2
2020,3,2020-08-09,S37000025,4,155,201.5,-23.1
2020,3,2020-08-09,S37000025,5,27,49.5,-45.5
2020,3,2020-08-09,S37000026,3,41,45.5,-9.9
2020,3,2020-08-09,S37000026,4,61,87.5,-30.3
2020,3,2020-08-09,S37000027,1,140,155.5,-10
2020,3,2020-08-09,S37000027,2,158,183.5,-13.9
2020,3,2020-08-09,S37000027,3,101,133,-24.1
2020,3,2020-08-09,S37000027,4,64,76,-15.8
2020,3,2020-08-09,S37000027,5,81,108.5,-25.3
2020,3,2020-08-09,S37000028,1,397,481,-17.5
2020,3,2020-08-09,S37000028,2,511,558,-8.4
2020,3,2020-08-09,S37000028,3,337,358.5,-6
2020,3,2020-08-09,S37000028,4,291,330,-11.8
2020,3,2020-08-09,S37000028,5,215,213,0.9
2020,3,2020-08-09,S37000029,1,175,162,8
2020,3,2020-08-09,S37000029,2,83,89.5,-7.3
2020,3,2020-08-09,S37000029,3,32,50.5,-36.6
2020,3,2020-08-09,S37000029,4,30,37,-18.9
2020,3,2020-08-09,S37000030,1,215,237,-9.3
2020,3,2020-08-09,S37000030,2,276,323,-14.6
2020,3,2020-08-09,S37000030,3,181,234.5,-22.8
2020,3,2020-08-09,S37000030,4,145,147,-1.4
2020,3,2020-08-09,S37000030,5,88,129.5,-32
2020,3,2020-08-09,S37000031,2,26,37,-29.7
2020,3,2020-08-09,S37000031,3,83,82.5,0.6
2020,3,2020-08-09,S37000031,4,5,12,-58.3
2020,3,2020-08-09,S37000032,1,398,433.5,-8.2
2020,3,2020-08-09,S37000032,2,309,334.5,-7.6
2020,3,2020-08-09,S37000032,3,228,279.5,-18.4
2020,3,2020-08-09,S37000032,4,152,195,-22.1
2020,3,2020-08-09,S37000032,5,152,186,-18.3
2020,3,2020-08-09,S37000033,1,31,58.5,-47
2020,3,2020-08-09,S37000033,2,65,96.5,-32.6
2020,3,2020-08-09,S37000033,3,113,117,-3.4
2020,3,2020-08-09,S37000033,4,180,202.5,-11.1
2020,3,2020-08-09,S37000033,5,69,83,-16.9
2020,3,2020-08-09,S37000034,1,1577,1960.5,-19.6
2020,3,2020-08-09,S37000034,2,405,530,-23.6
2020,3,2020-08-09,S37000034,3,242,351,-31.1
2020,3,2020-08-09,S37000034,4,194,242.5,-20
2020,3,2020-08-09,S37000034,5,127,208,-38.9
2020,3,2020-08-09,S37000035,1,884,902.5,-2
2020,3,2020-08-09,S37000035,2,603,674.5,-10.6
2020,3,2020-08-09,S37000035,3,337,370,-8.9
2020,3,2020-08-09,S37000035,4,192,220,-12.7
2020,3,2020-08-09,S37000035,5,102,141,-27.7
2020,3,2020-08-16,S37000001,1,88,119.5,-26.4
2020,3,2020-08-16,S37000001,2,164,242,-32.2
2020,3,2020-08-16,S37000001,3,84,151.5,-44.6
2020,3,2020-08-16,S37000001,4,117,142.5,-17.9
2020,3,2020-08-16,S37000001,5,205,259.5,-21
2020,3,2020-08-16,S37000002,1,11,8,37.5
2020,3,2020-08-16,S37000002,2,33,47.5,-30.5
2020,3,2020-08-16,S37000002,3,65,90,-27.8
2020,3,2020-08-16,S37000002,4,214,199.5,7.3
2020,3,2020-08-16,S37000002,5,156,197,-20.8
2020,3,2020-08-16,S37000003,1,13,15.5,-16.1
2020,3,2020-08-16,S37000003,2,35,41,-14.6
2020,3,2020-08-16,S37000003,3,81,75.5,7.3
2020,3,2020-08-16,S37000003,4,67,56.5,18.6
2020,3,2020-08-16,S37000003,5,41,32.5,26.2
2020,3,2020-08-16,S37000004,1,19,19,0
2020,3,2020-08-16,S37000004,2,35,33,6.1
2020,3,2020-08-16,S37000004,3,80,84.5,-5.3
2020,3,2020-08-16,S37000004,4,50,76,-34.2
2020,3,2020-08-16,S37000004,5,18,19,-5.3
2020,3,2020-08-16,S37000005,1,100,122.5,-18.4
2020,3,2020-08-16,S37000005,2,97,102.5,-5.4
2020,3,2020-08-16,S37000005,3,64,70.5,-9.2
2020,3,2020-08-16,S37000005,4,59,88,-33
2020,3,2020-08-16,S37000005,5,36,63.5,-43.3
2020,3,2020-08-16,S37000006,1,137,119,15.1
2020,3,2020-08-16,S37000006,2,302,292,3.4
2020,3,2020-08-16,S37000006,3,301,281,7.1
2020,3,2020-08-16,S37000006,4,108,105.5,2.4
2020,3,2020-08-16,S37000006,5,57,61,-6.6
2020,3,2020-08-16,S37000007,1,262,275,-4.7
2020,3,2020-08-16,S37000007,2,104,113.5,-8.4
2020,3,2020-08-16,S37000007,3,59,62,-4.8
2020,3,2020-08-16,S37000007,4,70,69.5,0.7
2020,3,2020-08-16,S37000007,5,42,72,-41.7
2020,3,2020-08-16,S37000008,1,266,260,2.3
2020,3,2020-08-16,S37000008,2,192,179,7.3
2020,3,2020-08-16,S37000008,3,122,107,14
2020,3,2020-08-16,S37000008,4,66,70.5,-6.4
2020,3,2020-08-16,S37000008,5,54,61.5,-12.2
2020,3,2020-08-16,S37000009,1,29,25.5,13.7
2020,3,2020-08-16,S37000009,2,70,77.5,-9.7
2020,3,2020-08-16,S37000009,3,31,34,-8.8
2020,3,2020-08-16,S37000009,4,61,80.5,-24.2
2020,3,2020-08-16,S37000009,5,158,187.5,-15.7
2020,3,2020-08-16,S37000010,1,27,27.5,-1.8
2020,3,2020-08-16,S37000010,2,161,158.5,1.6
2020,3,2020-08-16,S37000010,3,89,87,2.3
2020,3,2020-08-16,S37000010,4,90,125,-28
2020,3,2020-08-16,S37000010,5,72,59,22
2020,3,2020-08-16,S37000011,1,38,58,-34.5
2020,3,2020-08-16,S37000011,2,45,50,-10
2020,3,2020-08-16,S37000011,3,41,45,-8.9
2020,3,2020-08-16,S37000011,4,51,57,-10.5
2020,3,2020-08-16,S37000011,5,155,176,-11.9
2020,3,2020-08-16,S37000012,1,435,471,-7.6
2020,3,2020-08-16,S37000012,2,306,370,-17.3
2020,3,2020-08-16,S37000012,3,224,284.5,-21.3
2020,3,2020-08-16,S37000012,4,282,290,-2.8
