year,quarter,week_ending,hb,age_group,sex,sas_incidents,average20182019,percent_variation
2021,4,2021-10-10,S08000024,Under 5,All,67,70.5,-5
2021,4,2021-10-10,S08000024,5 - 14,All,37,36,2.8
2021,4,2021-10-10,S08000024,15 - 44,All,415,409,1.5
2021,4,2021-10-10,S08000024,45 - 64,All,362,360.5,0.4
2021,4,2021-10-10,S08000024,65 - 74,All,192,232.5,-17.4
2021,4,2021-10-10,S08000024,75 - 84,All,240,258.5,-7.2
2021,4,2021-10-10,S08000024,85 and over,All,210,199,5.5
2021,4,2021-10-10,S08000024,All ages,All,1608,1682.5,-4.4
2021,4,2021-10-10,S08000024,All ages,Female,735,778.5,-5.6
2021,4,2021-10-10,S08000024,All ages,Male,723,698,3.6
2021,4,2021-10-10,S08000025,15 - 44,All,6,6.5,-7.7
2021,4,2021-10-10,S08000025,45 - 64,All,11,7.5,46.7
2021,4,2021-10-10,S08000025,75 - 84,All,5,11,-54.5
2021,4,2021-10-10,S08000025,85 and over,All,10,7,42.9
2021,4,2021-10-10,S08000025,All ages,All,41,45.5,-9.9
2021,4,2021-10-10,S08000025,All ages,Female,14,19.5,-28.2
2021,4,2021-10-10,S08000025,All ages,Male,23,19.5,17.9
2021,4,2021-10-10,S08000026,15 - 44,All,9,14.5,-37.9
2021,4,2021-10-10,S08000026,45 - 64,All,6,4,50
2021,4,2021-10-10,S08000026,75 - 84,All,19,5,280
2021,4,2021-10-10,S08000026,85 and over,All,6,5,20
2021,4,2021-10-10,S08000026,All ages,All,46,40,15
2021,4,2021-10-10,S08000026,All ages,Female,17,14.5,17.2
2021,4,2021-10-10,S08000026,All ages,Male,24,19,26.3
2021,4,2021-10-10,S08000028,45 - 64,All,19,17.5,8.6
2021,4,2021-10-10,S08000028,65 - 74,All,13,14.5,-10.3
2021,4,2021-10-10,S08000028,75 - 84,All,13,14.5,-10.3
2021,4,2021-10-10,S08000028,85 and over,All,21,21.5,-2.3
2021,4,2021-10-10,S08000028,All ages,All,74,89,-16.9
2021,4,2021-10-10,S08000029,65 - 74,All,130,128,1.6
2021,4,2021-10-10,S08000029,75 - 84,All,135,172,-21.5
2021,4,2021-10-10,S08000029,85 and over,All,135,123,9.8
2021,4,2021-10-10,S08000029,All ages,All,824,858,-4
2021,4,2021-10-10,S08000029,All ages,Female,412,443.5,-7.1
2021,4,2021-10-10,S08000029,All ages,Male,370,360,2.8
2021,4,2021-10-10,S08000030,Under 5,All,57,28.5,100
2021,4,2021-10-10,S08000030,5 - 14,All,11,15.5,-29
2021,4,2021-10-10,S08000030,15 - 44,All,202,207.5,-2.7
2021,4,2021-10-10,S08000030,45 - 64,All,190,181,5
2021,4,2021-10-10,S08000030,65 - 74,All,122,130.5,-6.5
2021,4,2021-10-10,S08000030,75 - 84,All,168,180,-6.7
2021,4,2021-10-10,S08000030,85 and over,All,122,139,-12.2
2021,4,2021-10-10,S08000030,All ages,All,906,923.5,-1.9
2021,4,2021-10-10,S08000030,All ages,Female,471,443,6.3
2021,4,2021-10-10,S08000030,All ages,Male,382,400.5,-4.6
2021,4,2021-10-10,S08000031,Under 5,All,113,87.5,29.1
2021,4,2021-10-10,S08000031,5 - 14,All,34,45.5,-25.3
2021,4,2021-10-10,S08000031,15 - 44,All,531,619.5,-14.3
2021,4,2021-10-10,S08000031,45 - 64,All,537,656,-18.1
2021,4,2021-10-10,S08000031,65 - 74,All,301,390,-22.8
2021,4,2021-10-10,S08000031,75 - 84,All,352,452.5,-22.2
2021,4,2021-10-10,S08000031,85 and over,All,263,339,-22.4
2021,4,2021-10-10,S08000031,All ages,All,2289,2780,-17.7
2021,4,2021-10-10,S08000031,All ages,Female,1067,1283,-16.8
2021,4,2021-10-10,S08000031,All ages,Male,993,1187.5,-16.4
2021,4,2021-10-10,S08000032,Under 5,All,64,53.5,19.6
2021,4,2021-10-10,S08000032,5 - 14,All,18,28,-35.7
2021,4,2021-10-10,S08000032,15 - 44,All,252,296,-14.9
2021,4,2021-10-10,S08000032,45 - 64,All,296,346,-14.5
2021,4,2021-10-10,S08000032,65 - 74,All,197,226.5,-13
2021,4,2021-10-10,S08000032,75 - 84,All,241,282.5,-14.7
2021,4,2021-10-10,S08000032,85 and over,All,156,213,-26.8
2021,4,2021-10-10,S08000032,All ages,All,1282,1518.5,-15.6
2021,4,2021-10-10,S08000032,All ages,Female,613,756,-18.9
2021,4,2021-10-10,S08000032,All ages,Male,586,651.5,-10.1
2021,4,2021-10-10,S92000003,Under 5,All,569,416.5,36.6
2021,4,2021-10-10,S92000003,5 - 14,All,173,216,-19.9
2021,4,2021-10-10,S92000003,15 - 44,All,2387,2576,-7.3
2021,4,2021-10-10,S92000003,45 - 64,All,2435,2652.5,-8.2
2021,4,2021-10-10,S92000003,65 - 74,All,1600,1746,-8.4
2021,4,2021-10-10,S92000003,75 - 84,All,2009,2215.5,-9.3
2021,4,2021-10-10,S92000003,85 and over,All,1554,1701.5,-8.7
2021,4,2021-10-10,S92000003,All ages,All,11279,12185,-7.4
2021,4,2021-10-10,S92000003,All ages,Female,5411,5770,-6.2
2021,4,2021-10-10,S92000003,All ages,Male,4979,5202.5,-4.3
2021,4,2021-10-17,S08000015,Under 5,All,54,33,63.6
2021,4,2021-10-17,S08000015,5 - 14,All,17,15.5,9.7
2021,4,2021-10-17,S08000015,15 - 44,All,169,202,-16.3
2021,4,2021-10-17,S08000015,45 - 64,All,178,219.5,-18.9
2021,4,2021-10-17,S08000015,65 - 74,All,145,167.5,-13.4
2021,4,2021-10-17,S08000015,75 - 84,All,185,203.5,-9.1
2021,4,2021-10-17,S08000015,85 and over,All,108,143.5,-24.7
2021,4,2021-10-17,S08000015,All ages,All,884,1027.5,-14
2021,4,2021-10-17,S08000015,All ages,Female,433,500.5,-13.5
2021,4,2021-10-17,S08000015,All ages,Male,397,445,-10.8
2021,4,2021-10-17,S08000016,Under 5,All,13,6.5,100
2021,4,2021-10-17,S08000016,15 - 44,All,49,60.5,-19
2021,4,2021-10-17,S08000016,45 - 64,All,36,48.5,-25.8
2021,4,2021-10-17,S08000016,65 - 74,All,38,47.5,-20
2021,4,2021-10-17,S08000016,75 - 84,All,54,69.5,-22.3
2021,4,2021-10-17,S08000016,85 and over,All,40,61,-34.4
2021,4,2021-10-17,S08000016,All ages,All,235,308,-23.7
2021,4,2021-10-17,S08000016,All ages,Female,112,157.5,-28.9
2021,4,2021-10-17,S08000016,All ages,Male,115,127.5,-9.8
2021,4,2021-10-17,S08000017,Under 5,All,17,8.5,100
2021,4,2021-10-17,S08000017,5 - 14,All,8,6.5,23.1
2021,4,2021-10-17,S08000017,15 - 44,All,57,56.5,0.9
2021,4,2021-10-17,S08000017,45 - 64,All,76,79.5,-4.4
2021,4,2021-10-17,S08000017,65 - 74,All,68,61,11.5
2021,4,2021-10-17,S08000017,75 - 84,All,81,85.5,-5.3
2021,4,2021-10-17,S08000017,85 and over,All,81,60.5,33.9
2021,4,2021-10-17,S08000017,All ages,All,396,377.5,4.9
2021,4,2021-10-17,S08000017,All ages,Female,192,179,7.3
2021,4,2021-10-17,S08000017,All ages,Male,181,158,14.6
2021,4,2021-10-17,S08000019,Under 5,All,32,17,88.2
2021,4,2021-10-17,S08000019,5 - 14,All,17,12.5,36
2021,4,2021-10-17,S08000019,15 - 44,All,121,139,-12.9
2021,4,2021-10-17,S08000019,45 - 64,All,158,151.5,4.3
2021,4,2021-10-17,S08000019,65 - 74,All,86,97,-11.3
2021,4,2021-10-17,S08000019,75 - 84,All,112,128,-12.5
2021,4,2021-10-17,S08000019,85 and over,All,80,81.5,-1.8
2021,4,2021-10-17,S08000019,All ages,All,629,658,-4.4
2021,4,2021-10-17,S08000019,All ages,Female,303,289,4.8
2021,4,2021-10-17,S08000019,All ages,Male,289,313.5,-7.8
2021,4,2021-10-17,S08000020,Under 5,All,63,39,61.5
2021,4,2021-10-17,S08000020,5 - 14,All,19,19,0
2021,4,2021-10-17,S08000020,15 - 44,All,230,253,-9.1
2021,4,2021-10-17,S08000020,45 - 64,All,200,229.5,-12.9
2021,4,2021-10-17,S08000020,65 - 74,All,194,165,17.6
2021,4,2021-10-17,S08000020,75 - 84,All,218,221.5,-1.6
2021,4,2021-10-17,S08000020,85 and over,All,165,180.5,-8.6
2021,4,2021-10-17,S08000020,All ages,All,1125,1143.5,-1.6
2021,4,2021-10-17,S08000020,All ages,Female,556,540,3
2021,4,2021-10-17,S08000020,All ages,Male,499,511.5,-2.4
2021,4,2021-10-17,S08000022,Under 5,All,33,28,17.9
2021,4,2021-10-17,S08000022,5 - 14,All,14,15,-6.7
2021,4,2021-10-17,S08000022,15 - 44,All,149,145.5,2.4
2021,4,2021-10-17,S08000022,45 - 64,All,144,157,-8.3
2021,4,2021-10-17,S08000022,65 - 74,All,135,132.5,1.9
2021,4,2021-10-17,S08000022,75 - 84,All,168,157,7
2021,4,2021-10-17,S08000022,85 and over,All,125,132.5,-5.7
2021,4,2021-10-17,S08000022,All ages,All,808,815.5,-0.9
2021,4,2021-10-17,S08000022,All ages,Female,379,351,8
2021,4,2021-10-17,S08000022,All ages,Male,355,358,-0.8
2021,4,2021-10-17,S08000024,Under 5,All,68,64.5,5.4
2021,4,2021-10-17,S08000024,5 - 14,All,33,32.5,1.5
2021,4,2021-10-17,S08000024,15 - 44,All,403,434,-7.1
2021,4,2021-10-17,S08000024,45 - 64,All,352,385,-8.6
2021,4,2021-10-17,S08000024,65 - 74,All,212,231.5,-8.4
2021,4,2021-10-17,S08000024,75 - 84,All,259,250.5,3.4
2021,4,2021-10-17,S08000024,85 and over,All,190,204,-6.9
2021,4,2021-10-17,S08000024,All ages,All,1598,1718,-7
2021,4,2021-10-17,S08000024,All ages,Female,739,755,-2.1
2021,4,2021-10-17,S08000024,All ages,Male,697,748.5,-6.9
2021,4,2021-10-17,S08000025,Under 5,All,5,1,400
2021,4,2021-10-17,S08000025,15 - 44,All,10,4.5,122.2
2021,4,2021-10-17,S08000025,65 - 74,All,13,8,62.5
2021,4,2021-10-17,S08000025,75 - 84,All,15,8,87.5
2021,4,2021-10-17,S08000025,85 and over,All,5,13,-61.5
2021,4,2021-10-17,S08000025,All ages,All,58,44.5,30.3
2021,4,2021-10-17,S08000025,All ages,Female,26,19.5,33.3
2021,4,2021-10-17,S08000025,All ages,Male,26,20,30
2021,4,2021-10-17,S08000026,15 - 44,All,14,8.5,64.7
2021,4,2021-10-17,S08000026,45 - 64,All,13,9,44.4
2021,4,2021-10-17,S08000026,75 - 84,All,9,9,0
2021,4,2021-10-17,S08000026,85 and over,All,6,8.5,-29.4
2021,4,2021-10-17,S08000026,All ages,All,53,45.5,16.5
2021,4,2021-10-17,S08000026,All ages,Female,30,21.5,39.5
2021,4,2021-10-17,S08000026,All ages,Male,13,18,-27.8
2021,4,2021-10-17,S08000028,Under 5,All,5,0,8000
2021,4,2021-10-17,S08000028,45 - 64,All,16,19,-15.8
2021,4,2021-10-17,S08000028,65 - 74,All,16,15,6.7
2021,4,2021-10-17,S08000028,75 - 84,All,21,21,0
2021,4,2021-10-17,S08000028,85 and over,All,24,17.5,37.1
2021,4,2021-10-17,S08000028,All ages,All,91,84,8.3
2021,4,2021-10-17,S08000028,All ages,Female,44,40,10
2021,4,2021-10-17,S08000028,All ages,Male,35,37,-5.4
2021,4,2021-10-17,S08000029,Under 5,All,34,25.5,33.3
2021,4,2021-10-17,S08000029,5 - 14,All,11,14,-21.4
2021,4,2021-10-17,S08000029,15 - 44,All,145,189.5,-23.5
2021,4,2021-10-17,S08000029,45 - 64,All,172,161,6.8
2021,4,2021-10-17,S08000029,65 - 74,All,136,110.5,23.1
2021,4,2021-10-17,S08000029,75 - 84,All,158,183.5,-13.9
2021,4,2021-10-17,S08000029,85 and over,All,107,124.5,-14.1
2021,4,2021-10-17,S08000029,All ages,All,780,838.5,-7
2021,4,2021-10-17,S08000029,All ages,Female,386,408.5,-5.5
2021,4,2021-10-17,S08000029,All ages,Male,352,375,-6.1
2021,4,2021-10-17,S08000030,Under 5,All,45,30.5,47.5
2021,4,2021-10-17,S08000030,5 - 14,All,11,11,0
2021,4,2021-10-17,S08000030,15 - 44,All,209,227,-7.9
2021,4,2021-10-17,S08000030,45 - 64,All,175,186,-5.9
2021,4,2021-10-17,S08000030,65 - 74,All,121,143.5,-15.7
2021,4,2021-10-17,S08000030,75 - 84,All,192,187,2.7
2021,4,2021-10-17,S08000030,85 and over,All,138,147.5,-6.4
2021,4,2021-10-17,S08000030,All ages,All,922,974,-5.3
2021,4,2021-10-17,S08000030,All ages,Female,447,450.5,-0.8
2021,4,2021-10-17,S08000030,All ages,Male,429,435.5,-1.5
2021,4,2021-10-17,S08000031,Under 5,All,90,85.5,5.3
2021,4,2021-10-17,S08000031,5 - 14,All,35,44.5,-21.3
2021,4,2021-10-17,S08000031,15 - 44,All,496,621.5,-20.2
2021,4,2021-10-17,S08000031,45 - 64,All,564,655.5,-14
2021,4,2021-10-17,S08000031,65 - 74,All,342,367.5,-6.9
2021,4,2021-10-17,S08000031,75 - 84,All,371,481.5,-22.9
2021,4,2021-10-17,S08000031,85 and over,All,291,362.5,-19.7
2021,4,2021-10-17,S08000031,All ages,All,2348,2804.5,-16.3
2021,4,2021-10-17,S08000031,All ages,Female,1085,1306.5,-17
2021,4,2021-10-17,S08000031,All ages,Male,1011,1189,-15
2021,4,2021-10-17,S08000032,Under 5,All,56,49,14.3
2021,4,2021-10-17,S08000032,5 - 14,All,18,31.5,-42.9
2021,4,2021-10-17,S08000032,15 - 44,All,227,285.5,-20.5
2021,4,2021-10-17,S08000032,45 - 64,All,319,358,-10.9
2021,4,2021-10-17,S08000032,65 - 74,All,207,226,-8.4
2021,4,2021-10-17,S08000032,75 - 84,All,248,304,-18.4
2021,4,2021-10-17,S08000032,85 and over,All,165,199,-17.1
2021,4,2021-10-17,S08000032,All ages,All,1291,1519.5,-15
2021,4,2021-10-17,S08000032,All ages,Female,647,731,-11.5
2021,4,2021-10-17,S08000032,All ages,Male,560,685.5,-18.3
2021,4,2021-10-17,S92000003,Under 5,All,518,389.5,33
2021,4,2021-10-17,S92000003,5 - 14,All,184,210.5,-12.6
2021,4,2021-10-17,S92000003,15 - 44,All,2289,2638,-13.2
2021,4,2021-10-17,S92000003,45 - 64,All,2409,2670.5,-9.8
2021,4,2021-10-17,S92000003,65 - 74,All,1715,1781,-3.7
2021,4,2021-10-17,S92000003,75 - 84,All,2092,2309.5,-9.4
2021,4,2021-10-17,S92000003,85 and over,All,1526,1736,-12.1
2021,4,2021-10-17,S92000003,All ages,All,11232,12371.5,-9.2
2021,4,2021-10-17,S92000003,All ages,Female,5382,5754,-6.5
2021,4,2021-10-17,S92000003,All ages,Male,4965,5426,-8.5
2021,4,2021-10-24,S08000015,Under 5,All,28,24.5,14.3
2021,4,2021-10-24,S08000015,5 - 14,All,14,9,55.6
2021,4,2021-10-24,S08000015,15 - 44,All,172,199.5,-13.8
2021,4,2021-10-24,S08000015,45 - 64,All,207,216,-4.2
2021,4,2021-10-24,S08000015,65 - 74,All,143,150,-4.7
2021,4,2021-10-24,S08000015,75 - 84,All,175,195.5,-10.5
2021,4,2021-10-24,S08000015,85 and over,All,122,149,-18.1
2021,4,2021-10-24,S08000015,All ages,All,892,988.5,-9.8
2021,4,2021-10-24,S08000015,All ages,Female,444,475.5,-6.6
2021,4,2021-10-24,S08000015,All ages,Male,386,442,-12.7
2021,4,2021-10-24,S08000016,Under 5,All,6,6,0
2021,4,2021-10-24,S08000016,15 - 44,All,58,61,-4.9
2021,4,2021-10-24,S08000016,45 - 64,All,67,55.5,20.7
2021,4,2021-10-24,S08000016,65 - 74,All,42,44,-4.5
2021,4,2021-10-24,S08000016,75 - 84,All,65,53,22.6
2021,4,2021-10-24,S08000016,85 and over,All,49,47.5,3.2
2021,4,2021-10-24,S08000016,All ages,All,294,280,5
2021,4,2021-10-24,S08000016,All ages,Female,143,130.5,9.6
2021,4,2021-10-24,S08000016,All ages,Male,138,127.5,8.2
2021,4,2021-10-24,S08000017,Under 5,All,10,7,42.9
2021,4,2021-10-24,S08000017,15 - 44,All,61,65,-6.2
2021,4,2021-10-24,S08000017,45 - 64,All,72,73,-1.4
2021,4,2021-10-24,S08000017,65 - 74,All,56,73.5,-23.8
2021,4,2021-10-24,S08000017,75 - 84,All,91,70,30
2021,4,2021-10-24,S08000017,85 and over,All,61,68.5,-10.9
2021,4,2021-10-24,S08000017,All ages,All,362,382.5,-5.4
2021,4,2021-10-24,S08000017,All ages,Female,182,180,1.1
2021,4,2021-10-24,S08000017,All ages,Male,161,170,-5.3
2021,4,2021-10-24,S08000019,Under 5,All,29,20.5,41.5
2021,4,2021-10-24,S08000019,5 - 14,All,14,7,100
2021,4,2021-10-24,S08000019,15 - 44,All,140,135.5,3.3
2021,4,2021-10-24,S08000019,45 - 64,All,134,140,-4.3
2021,4,2021-10-24,S08000019,65 - 74,All,95,83.5,13.8
2021,4,2021-10-24,S08000019,75 - 84,All,113,117.5,-3.8
2021,4,2021-10-24,S08000019,85 and over,All,77,78.5,-1.9
2021,4,2021-10-24,S08000019,All ages,All,627,609,3
2021,4,2021-10-24,S08000019,All ages,Female,312,286.5,8.9
2021,4,2021-10-24,S08000019,All ages,Male,279,275,1.5
2021,4,2021-10-24,S08000020,Under 5,All,54,39.5,36.7
2021,4,2021-10-24,S08000020,5 - 14,All,17,9,88.9
2021,4,2021-10-24,S08000020,15 - 44,All,260,238.5,9
2021,4,2021-10-24,S08000020,45 - 64,All,221,219.5,0.7
2021,4,2021-10-24,S08000020,65 - 74,All,173,142.5,21.4
2021,4,2021-10-24,S08000020,75 - 84,All,197,193,2.1
2021,4,2021-10-24,S08000020,85 and over,All,175,154,13.6
2021,4,2021-10-24,S08000020,All ages,All,1143,1050.5,8.8
2021,4,2021-10-24,S08000020,All ages,Female,558,491,13.6
2021,4,2021-10-24,S08000020,All ages,Male,501,458.5,9.3
2021,4,2021-10-24,S08000022,Under 5,All,31,20,55
2021,4,2021-10-24,S08000022,5 - 14,All,11,12.5,-12
2021,4,2021-10-24,S08000022,15 - 44,All,144,141,2.1
2021,4,2021-10-24,S08000022,45 - 64,All,149,150,-0.7
2021,4,2021-10-24,S08000022,65 - 74,All,141,138.5,1.8
2021,4,2021-10-24,S08000022,75 - 84,All,169,162,4.3
2021,4,2021-10-24,S08000022,85 and over,All,125,131,-4.6
2021,4,2021-10-24,S08000022,All ages,All,817,799.5,2.2
2021,4,2021-10-24,S08000022,All ages,Female,371,377.5,-1.7
2021,4,2021-10-24,S08000022,All ages,Male,354,327.5,8.1
2021,4,2021-10-24,S08000024,Under 5,All,55,60.5,-9.1
2021,4,2021-10-24,S08000024,5 - 14,All,26,27,-3.7
2021,4,2021-10-24,S08000024,15 - 44,All,386,400,-3.5
2021,4,2021-10-24,S08000024,45 - 64,All,324,357.5,-9.4
2021,4,2021-10-24,S08000024,65 - 74,All,222,205,8.3
2021,4,2021-10-24,S08000024,75 - 84,All,247,231,6.9
2021,4,2021-10-24,S08000024,85 and over,All,190,207.5,-8.4
2021,4,2021-10-24,S08000024,All ages,All,1550,1602.5,-3.3
2021,4,2021-10-24,S08000024,All ages,Female,705,728.5,-3.2
2021,4,2021-10-24,S08000024,All ages,Male,683,680,0.4
2021,4,2021-10-24,S08000025,15 - 44,All,5,8,-37.5
2021,4,2021-10-24,S08000025,45 - 64,All,11,9.5,15.8
2021,4,2021-10-24,S08000025,65 - 74,All,6,4,50
2021,4,2021-10-24,S08000025,75 - 84,All,14,10.5,33.3
2021,4,2021-10-24,S08000025,85 and over,All,7,5,40
2021,4,2021-10-24,S08000025,All ages,All,46,42.5,8.2
2021,4,2021-10-24,S08000025,All ages,Female,22,21,4.8
2021,4,2021-10-24,S08000025,All ages,Male,22,17,29.4
2021,4,2021-10-24,S08000026,15 - 44,All,9,7.5,20
2021,4,2021-10-24,S08000026,45 - 64,All,8,4,100
2021,4,2021-10-24,S08000026,65 - 74,All,8,17.5,-54.3
2021,4,2021-10-24,S08000026,75 - 84,All,8,11,-27.3
2021,4,2021-10-24,S08000026,85 and over,All,9,4.5,100
2021,4,2021-10-24,S08000026,All ages,All,46,48.5,-5.2
2021,4,2021-10-24,S08000026,All ages,Female,22,28,-21.4
2021,4,2021-10-24,S08000026,All ages,Male,19,15.5,22.6
2021,4,2021-10-24,S08000028,15 - 44,All,7,10,-30
2021,4,2021-10-24,S08000028,45 - 64,All,13,17,-23.5
2021,4,2021-10-24,S08000028,65 - 74,All,17,20.5,-17.1
2021,4,2021-10-24,S08000028,75 - 84,All,20,15,33.3
2021,4,2021-10-24,S08000028,85 and over,All,28,21,33.3
2021,4,2021-10-24,S08000028,All ages,All,88,90,-2.2
2021,4,2021-10-24,S08000028,All ages,Female,37,33.5,10.4
2021,4,2021-10-24,S08000028,All ages,Male,47,47,0
2021,4,2021-10-24,S08000029,Under 5,All,25,19,31.6
2021,4,2021-10-24,S08000029,5 - 14,All,12,10,20
2021,4,2021-10-24,S08000029,15 - 44,All,167,176,-5.1
2021,4,2021-10-24,S08000029,45 - 64,All,170,163,4.3
2021,4,2021-10-24,S08000029,65 - 74,All,122,116,5.2
2021,4,2021-10-24,S08000029,75 - 84,All,160,158.5,0.9
2021,4,2021-10-24,S08000029,85 and over,All,108,117,-7.7
2021,4,2021-10-24,S08000029,All ages,All,781,786.5,-0.7
2021,4,2021-10-24,S08000029,All ages,Female,399,398,0.3
2021,4,2021-10-24,S08000029,All ages,Male,352,338,4.1
2021,4,2021-10-24,S08000030,Under 5,All,35,22,59.1
2021,4,2021-10-24,S08000030,5 - 14,All,13,17,-23.5
2021,4,2021-10-24,S08000030,15 - 44,All,186,191.5,-2.9
2021,4,2021-10-24,S08000030,45 - 64,All,196,177,10.7
2021,4,2021-10-24,S08000030,65 - 74,All,149,137,8.8
2021,4,2021-10-24,S08000030,75 - 84,All,146,166,-12
2021,4,2021-10-24,S08000030,85 and over,All,153,154,-0.6
2021,4,2021-10-24,S08000030,All ages,All,913,908.5,0.5
2021,4,2021-10-24,S08000030,All ages,Female,454,435,4.4
2021,4,2021-10-24,S08000030,All ages,Male,394,396,-0.5
2021,4,2021-10-24,S08000031,Under 5,All,85,74,14.9
2021,4,2021-10-24,S08000031,5 - 14,All,30,39.5,-24.1
2021,4,2021-10-24,S08000031,15 - 44,All,500,591,-15.4
2021,4,2021-10-24,S08000031,45 - 64,All,567,627.5,-9.6
2021,4,2021-10-24,S08000031,65 - 74,All,333,372,-10.5
2021,4,2021-10-24,S08000031,75 - 84,All,407,441.5,-7.8
2021,4,2021-10-24,S08000031,85 and over,All,285,332.5,-14.3
2021,4,2021-10-24,S08000031,All ages,All,2388,2650,-9.9
2021,4,2021-10-24,S08000031,All ages,Female,1104,1209.5,-8.7
2021,4,2021-10-24,S08000031,All ages,Male,1028,1173,-12.4
2021,4,2021-10-24,S08000032,Under 5,All,61,49.5,23.2
2021,4,2021-10-24,S08000032,5 - 14,All,25,23,8.7
2021,4,2021-10-24,S08000032,15 - 44,All,252,277,-9
2021,4,2021-10-24,S08000032,45 - 64,All,311,323.5,-3.9
2021,4,2021-10-24,S08000032,65 - 74,All,188,213,-11.7
2021,4,2021-10-24,S08000032,75 - 84,All,235,266,-11.7
2021,4,2021-10-24,S08000032,85 and over,All,147,181,-18.8
2021,4,2021-10-24,S08000032,All ages,All,1264,1396,-9.5
2021,4,2021-10-24,S08000032,All ages,Female,624,655,-4.7
2021,4,2021-10-24,S08000032,All ages,Male,565,642.5,-12.1
2021,4,2021-10-24,S92000003,Under 5,All,425,346.5,22.7
2021,4,2021-10-24,S92000003,5 - 14,All,170,172.5,-1.4
2021,4,2021-10-24,S92000003,15 - 44,All,2370,2506,-5.4
2021,4,2021-10-24,S92000003,45 - 64,All,2462,2536.5,-2.9
2021,4,2021-10-24,S92000003,65 - 74,All,1698,1718.5,-1.2
2021,4,2021-10-24,S92000003,75 - 84,All,2048,2090.5,-2
2021,4,2021-10-24,S92000003,85 and over,All,1536,1652,-7
2021,4,2021-10-24,S92000003,All ages,All,11258,11645.5,-3.3
2021,4,2021-10-24,S92000003,All ages,Female,5393,5454,-1.1
2021,4,2021-10-24,S92000003,All ages,Male,4946,5114,-3.3
2021,4,2021-10-31,S08000015,Under 5,All,46,38.5,19.5
2021,4,2021-10-31,S08000015,5 - 14,All,17,18.5,-8.1
2021,4,2021-10-31,S08000015,15 - 44,All,159,187,-15
2021,4,2021-10-31,S08000015,45 - 64,All,212,215.5,-1.6
2021,4,2021-10-31,S08000015,65 - 74,All,151,168.5,-10.4
2021,4,2021-10-31,S08000015,75 - 84,All,202,193,4.7
2021,4,2021-10-31,S08000015,85 and over,All,117,139.5,-16.1
2021,4,2021-10-31,S08000015,All ages,All,935,1002.5,-6.7
2021,4,2021-10-31,S08000015,All ages,Female,435,486,-10.5
2021,4,2021-10-31,S08000015,All ages,Male,452,440,2.7
