year,quarter,week_ending,hb,age_group,sex,sas_incidents,average20182019,percent_variation
2020,4,2020-10-11,S08000024,All ages,Male,698,748.5,-6.7
2020,4,2020-10-11,S08000025,15 - 44,All,7,4.5,55.6
2020,4,2020-10-11,S08000025,65 - 74,All,11,8,37.5
2020,4,2020-10-11,S08000025,75 - 84,All,14,8,75
2020,4,2020-10-11,S08000025,85 and over,All,6,13,-53.8
2020,4,2020-10-11,S08000025,All ages,All,43,44.5,-3.4
2020,4,2020-10-11,S08000025,All ages,Female,18,19.5,-7.7
2020,4,2020-10-11,S08000025,All ages,Male,23,20,15
2020,4,2020-10-11,S08000026,15 - 44,All,11,8.5,29.4
2020,4,2020-10-11,S08000026,65 - 74,All,8,7.5,6.7
2020,4,2020-10-11,S08000026,75 - 84,All,6,9,-33.3
2020,4,2020-10-11,S08000026,All ages,All,34,45.5,-25.3
2020,4,2020-10-11,S08000026,All ages,Female,13,21.5,-39.5
2020,4,2020-10-11,S08000026,All ages,Male,18,18,0
2020,4,2020-10-11,S08000028,45 - 64,All,17,19,-10.5
2020,4,2020-10-11,S08000028,65 - 74,All,14,15,-6.7
2020,4,2020-10-11,S08000028,75 - 84,All,17,21,-19
2020,4,2020-10-11,S08000028,85 and over,All,12,17.5,-31.4
2020,4,2020-10-11,S08000028,All ages,All,70,84,-16.7
2020,4,2020-10-11,S08000028,All ages,Female,34,40,-15
2020,4,2020-10-11,S08000028,All ages,Male,22,37,-40.5
2020,4,2020-10-11,S08000029,Under 5,All,29,25.5,13.7
2020,4,2020-10-11,S08000029,5 - 14,All,12,14,-14.3
2020,4,2020-10-11,S08000029,15 - 44,All,172,189.5,-9.2
2020,4,2020-10-11,S08000029,45 - 64,All,195,161,21.1
2020,4,2020-10-11,S08000029,65 - 74,All,113,110.5,2.3
2020,4,2020-10-11,S08000029,75 - 84,All,136,183.5,-25.9
2020,4,2020-10-11,S08000029,85 and over,All,135,124.5,8.4
2020,4,2020-10-11,S08000029,All ages,All,822,838.5,-2
2020,4,2020-10-11,S08000029,All ages,Female,400,408.5,-2.1
2020,4,2020-10-11,S08000029,All ages,Male,371,375,-1.1
2020,4,2020-10-11,S08000030,Under 5,All,22,30.5,-27.9
2020,4,2020-10-11,S08000030,5 - 14,All,10,11,-9.1
2020,4,2020-10-11,S08000030,15 - 44,All,192,227,-15.4
2020,4,2020-10-11,S08000030,45 - 64,All,191,186,2.7
2020,4,2020-10-11,S08000030,65 - 74,All,155,143.5,8
2020,4,2020-10-11,S08000030,75 - 84,All,187,187,0
2020,4,2020-10-11,S08000030,85 and over,All,168,147.5,13.9
2020,4,2020-10-11,S08000030,All ages,All,945,974,-3
2020,4,2020-10-11,S08000030,All ages,Female,476,450.5,5.7
2020,4,2020-10-11,S08000030,All ages,Male,420,435.5,-3.6
2020,4,2020-10-11,S08000031,Under 5,All,66,85.5,-22.8
2020,4,2020-10-11,S08000031,5 - 14,All,43,44.5,-3.4
2020,4,2020-10-11,S08000031,15 - 44,All,565,621.5,-9.1
2020,4,2020-10-11,S08000031,45 - 64,All,671,655.5,2.4
2020,4,2020-10-11,S08000031,65 - 74,All,345,367.5,-6.1
2020,4,2020-10-11,S08000031,75 - 84,All,477,481.5,-0.9
2020,4,2020-10-11,S08000031,85 and over,All,342,362.5,-5.7
2020,4,2020-10-11,S08000031,All ages,All,2702,2804.5,-3.7
2020,4,2020-10-11,S08000031,All ages,Female,1225,1306.5,-6.2
2020,4,2020-10-11,S08000031,All ages,Male,1189,1189,0
2020,4,2020-10-11,S08000032,Under 5,All,30,49,-38.8
2020,4,2020-10-11,S08000032,5 - 14,All,30,31.5,-4.8
2020,4,2020-10-11,S08000032,15 - 44,All,259,285.5,-9.3
2020,4,2020-10-11,S08000032,45 - 64,All,369,358,3.1
2020,4,2020-10-11,S08000032,65 - 74,All,225,226,-0.4
2020,4,2020-10-11,S08000032,75 - 84,All,270,304,-11.2
2020,4,2020-10-11,S08000032,85 and over,All,184,199,-7.5
2020,4,2020-10-11,S08000032,All ages,All,1424,1519.5,-6.3
2020,4,2020-10-11,S08000032,All ages,Female,701,731,-4.1
2020,4,2020-10-11,S08000032,All ages,Male,620,685.5,-9.6
2020,4,2020-10-11,S92000003,Under 5,All,287,389.5,-26.3
2020,4,2020-10-11,S92000003,5 - 14,All,213,210.5,1.2
2020,4,2020-10-11,S92000003,15 - 44,All,2358,2638,-10.6
2020,4,2020-10-11,S92000003,45 - 64,All,2712,2670.5,1.6
2020,4,2020-10-11,S92000003,65 - 74,All,1773,1781,-0.4
2020,4,2020-10-11,S92000003,75 - 84,All,2186,2309.5,-5.3
2020,4,2020-10-11,S92000003,85 and over,All,1759,1736,1.3
2020,4,2020-10-11,S92000003,All ages,All,11866,12371.5,-4.1
2020,4,2020-10-11,S92000003,All ages,Female,5574,5754,-3.1
2020,4,2020-10-11,S92000003,All ages,Male,5318,5426,-2
2020,4,2020-10-18,S08000015,Under 5,All,13,24.5,-46.9
2020,4,2020-10-18,S08000015,5 - 14,All,14,9,55.6
2020,4,2020-10-18,S08000015,15 - 44,All,200,199.5,0.3
2020,4,2020-10-18,S08000015,45 - 64,All,224,216,3.7
2020,4,2020-10-18,S08000015,65 - 74,All,141,150,-6
2020,4,2020-10-18,S08000015,75 - 84,All,213,195.5,9
2020,4,2020-10-18,S08000015,85 and over,All,152,149,2
2020,4,2020-10-18,S08000015,All ages,All,985,988.5,-0.4
2020,4,2020-10-18,S08000015,All ages,Female,486,475.5,2.2
2020,4,2020-10-18,S08000015,All ages,Male,435,442,-1.6
2020,4,2020-10-18,S08000016,Under 5,All,6,6,0
2020,4,2020-10-18,S08000016,5 - 14,All,5,4.5,11.1
2020,4,2020-10-18,S08000016,15 - 44,All,48,61,-21.3
2020,4,2020-10-18,S08000016,45 - 64,All,48,55.5,-13.5
2020,4,2020-10-18,S08000016,65 - 74,All,34,44,-22.7
2020,4,2020-10-18,S08000016,75 - 84,All,54,53,1.9
2020,4,2020-10-18,S08000016,85 and over,All,53,47.5,11.6
2020,4,2020-10-18,S08000016,All ages,All,254,280,-9.3
2020,4,2020-10-18,S08000016,All ages,Female,127,130.5,-2.7
2020,4,2020-10-18,S08000016,All ages,Male,114,127.5,-10.6
2020,4,2020-10-18,S08000017,Under 5,All,9,7,28.6
2020,4,2020-10-18,S08000017,5 - 14,All,5,9,-44.4
2020,4,2020-10-18,S08000017,15 - 44,All,56,65,-13.8
2020,4,2020-10-18,S08000017,45 - 64,All,78,73,6.8
2020,4,2020-10-18,S08000017,65 - 74,All,72,73.5,-2
2020,4,2020-10-18,S08000017,75 - 84,All,81,70,15.7
2020,4,2020-10-18,S08000017,85 and over,All,65,68.5,-5.1
2020,4,2020-10-18,S08000017,All ages,All,378,382.5,-1.2
2020,4,2020-10-18,S08000017,All ages,Female,174,180,-3.3
2020,4,2020-10-18,S08000017,All ages,Male,174,170,2.4
2020,4,2020-10-18,S08000019,Under 5,All,13,20.5,-36.6
2020,4,2020-10-18,S08000019,5 - 14,All,6,7,-14.3
2020,4,2020-10-18,S08000019,15 - 44,All,122,135.5,-10
2020,4,2020-10-18,S08000019,45 - 64,All,139,140,-0.7
2020,4,2020-10-18,S08000019,65 - 74,All,99,83.5,18.6
2020,4,2020-10-18,S08000019,75 - 84,All,107,117.5,-8.9
2020,4,2020-10-18,S08000019,85 and over,All,72,78.5,-8.3
2020,4,2020-10-18,S08000019,All ages,All,576,609,-5.4
2020,4,2020-10-18,S08000019,All ages,Female,276,286.5,-3.7
2020,4,2020-10-18,S08000019,All ages,Male,273,275,-0.7
2020,4,2020-10-18,S08000020,Under 5,All,37,39.5,-6.3
2020,4,2020-10-18,S08000020,5 - 14,All,12,9,33.3
2020,4,2020-10-18,S08000020,15 - 44,All,202,238.5,-15.3
2020,4,2020-10-18,S08000020,45 - 64,All,215,219.5,-2.1
2020,4,2020-10-18,S08000020,65 - 74,All,171,142.5,20
2020,4,2020-10-18,S08000020,75 - 84,All,172,193,-10.9
2020,4,2020-10-18,S08000020,85 and over,All,155,154,0.6
2020,4,2020-10-18,S08000020,All ages,All,995,1050.5,-5.3
2020,4,2020-10-18,S08000020,All ages,Female,488,491,-0.6
2020,4,2020-10-18,S08000020,All ages,Male,437,458.5,-4.7
2020,4,2020-10-18,S08000022,Under 5,All,19,20,-5
2020,4,2020-10-18,S08000022,5 - 14,All,12,12.5,-4
2020,4,2020-10-18,S08000022,15 - 44,All,141,141,0
2020,4,2020-10-18,S08000022,45 - 64,All,168,150,12
2020,4,2020-10-18,S08000022,65 - 74,All,137,138.5,-1.1
2020,4,2020-10-18,S08000022,75 - 84,All,157,162,-3.1
2020,4,2020-10-18,S08000022,85 and over,All,138,131,5.3
2020,4,2020-10-18,S08000022,All ages,All,814,799.5,1.8
2020,4,2020-10-18,S08000022,All ages,Female,364,377.5,-3.6
2020,4,2020-10-18,S08000022,All ages,Male,371,327.5,13.3
2020,4,2020-10-18,S08000024,Under 5,All,55,60.5,-9.1
2020,4,2020-10-18,S08000024,5 - 14,All,24,27,-11.1
2020,4,2020-10-18,S08000024,15 - 44,All,354,400,-11.5
2020,4,2020-10-18,S08000024,45 - 64,All,353,357.5,-1.3
2020,4,2020-10-18,S08000024,65 - 74,All,203,205,-1
2020,4,2020-10-18,S08000024,75 - 84,All,282,231,22.1
2020,4,2020-10-18,S08000024,85 and over,All,208,207.5,0.2
2020,4,2020-10-18,S08000024,All ages,All,1569,1602.5,-2.1
2020,4,2020-10-18,S08000024,All ages,Female,768,728.5,5.4
2020,4,2020-10-18,S08000024,All ages,Male,665,680,-2.2
2020,4,2020-10-18,S08000025,15 - 44,All,8,8,0
2020,4,2020-10-18,S08000025,75 - 84,All,10,10.5,-4.8
2020,4,2020-10-18,S08000025,85 and over,All,5,5,0
2020,4,2020-10-18,S08000025,All ages,All,31,42.5,-27.1
2020,4,2020-10-18,S08000025,All ages,Female,16,21,-23.8
2020,4,2020-10-18,S08000025,All ages,Male,12,17,-29.4
2020,4,2020-10-18,S08000026,15 - 44,All,8,7.5,6.7
2020,4,2020-10-18,S08000026,45 - 64,All,6,4,50
2020,4,2020-10-18,S08000026,65 - 74,All,10,17.5,-42.9
2020,4,2020-10-18,S08000026,75 - 84,All,7,11,-36.4
2020,4,2020-10-18,S08000026,85 and over,All,5,4.5,11.1
2020,4,2020-10-18,S08000026,All ages,All,38,48.5,-21.6
2020,4,2020-10-18,S08000026,All ages,Female,16,28,-42.9
2020,4,2020-10-18,S08000026,All ages,Male,18,15.5,16.1
2020,4,2020-10-18,S08000028,15 - 44,All,19,10,90
2020,4,2020-10-18,S08000028,45 - 64,All,22,17,29.4
2020,4,2020-10-18,S08000028,65 - 74,All,11,20.5,-46.3
2020,4,2020-10-18,S08000028,75 - 84,All,16,15,6.7
2020,4,2020-10-18,S08000028,85 and over,All,22,21,4.8
2020,4,2020-10-18,S08000028,All ages,All,95,90,5.6
2020,4,2020-10-18,S08000028,All ages,Female,38,33.5,13.4
2020,4,2020-10-18,S08000028,All ages,Male,48,47,2.1
2020,4,2020-10-18,S08000029,Under 5,All,21,19,10.5
2020,4,2020-10-18,S08000029,5 - 14,All,11,10,10
2020,4,2020-10-18,S08000029,15 - 44,All,169,176,-4
2020,4,2020-10-18,S08000029,45 - 64,All,197,163,20.9
2020,4,2020-10-18,S08000029,65 - 74,All,121,116,4.3
2020,4,2020-10-18,S08000029,75 - 84,All,127,158.5,-19.9
2020,4,2020-10-18,S08000029,85 and over,All,119,117,1.7
2020,4,2020-10-18,S08000029,All ages,All,792,786.5,0.7
2020,4,2020-10-18,S08000029,All ages,Female,392,398,-1.5
2020,4,2020-10-18,S08000029,All ages,Male,345,338,2.1
2020,4,2020-10-18,S08000030,Under 5,All,15,22,-31.8
2020,4,2020-10-18,S08000030,5 - 14,All,7,17,-58.8
2020,4,2020-10-18,S08000030,15 - 44,All,203,191.5,6
2020,4,2020-10-18,S08000030,45 - 64,All,194,177,9.6
2020,4,2020-10-18,S08000030,65 - 74,All,120,137,-12.4
2020,4,2020-10-18,S08000030,75 - 84,All,187,166,12.7
2020,4,2020-10-18,S08000030,85 and over,All,160,154,3.9
2020,4,2020-10-18,S08000030,All ages,All,921,908.5,1.4
2020,4,2020-10-18,S08000030,All ages,Female,441,435,1.4
2020,4,2020-10-18,S08000030,All ages,Male,425,396,7.3
2020,4,2020-10-18,S08000031,Under 5,All,48,74,-35.1
2020,4,2020-10-18,S08000031,5 - 14,All,31,39.5,-21.5
2020,4,2020-10-18,S08000031,15 - 44,All,572,591,-3.2
2020,4,2020-10-18,S08000031,45 - 64,All,657,627.5,4.7
2020,4,2020-10-18,S08000031,65 - 74,All,360,372,-3.2
2020,4,2020-10-18,S08000031,75 - 84,All,456,441.5,3.3
2020,4,2020-10-18,S08000031,85 and over,All,325,332.5,-2.3
2020,4,2020-10-18,S08000031,All ages,All,2596,2650,-2
2020,4,2020-10-18,S08000031,All ages,Female,1190,1209.5,-1.6
2020,4,2020-10-18,S08000031,All ages,Male,1184,1173,0.9
2020,4,2020-10-18,S08000032,Under 5,All,47,49.5,-5.1
2020,4,2020-10-18,S08000032,5 - 14,All,26,23,13
2020,4,2020-10-18,S08000032,15 - 44,All,283,277,2.2
2020,4,2020-10-18,S08000032,45 - 64,All,337,323.5,4.2
2020,4,2020-10-18,S08000032,65 - 74,All,231,213,8.5
2020,4,2020-10-18,S08000032,75 - 84,All,272,266,2.3
2020,4,2020-10-18,S08000032,85 and over,All,181,181,0
2020,4,2020-10-18,S08000032,All ages,All,1427,1396,2.2
2020,4,2020-10-18,S08000032,All ages,Female,711,655,8.5
2020,4,2020-10-18,S08000032,All ages,Male,634,642.5,-1.3
2020,4,2020-10-18,S92000003,Under 5,All,285,346.5,-17.7
2020,4,2020-10-18,S92000003,5 - 14,All,158,172.5,-8.4
2020,4,2020-10-18,S92000003,15 - 44,All,2396,2506,-4.4
2020,4,2020-10-18,S92000003,45 - 64,All,2649,2536.5,4.4
2020,4,2020-10-18,S92000003,65 - 74,All,1714,1718.5,-0.3
2020,4,2020-10-18,S92000003,75 - 84,All,2141,2090.5,2.4
2020,4,2020-10-18,S92000003,85 and over,All,1660,1652,0.5
2020,4,2020-10-18,S92000003,All ages,All,11499,11645.5,-1.3
2020,4,2020-10-18,S92000003,All ages,Female,5497,5454,0.8
2020,4,2020-10-18,S92000003,All ages,Male,5145,5114,0.6
2020,4,2020-10-25,S08000015,Under 5,All,16,38.5,-58.4
2020,4,2020-10-25,S08000015,5 - 14,All,8,18.5,-56.8
2020,4,2020-10-25,S08000015,15 - 44,All,180,187,-3.7
2020,4,2020-10-25,S08000015,45 - 64,All,203,215.5,-5.8
2020,4,2020-10-25,S08000015,65 - 74,All,166,168.5,-1.5
2020,4,2020-10-25,S08000015,75 - 84,All,211,193,9.3
2020,4,2020-10-25,S08000015,85 and over,All,169,139.5,21.1
2020,4,2020-10-25,S08000015,All ages,All,987,1002.5,-1.5
2020,4,2020-10-25,S08000015,All ages,Female,515,486,6
2020,4,2020-10-25,S08000015,All ages,Male,423,440,-3.9
2020,4,2020-10-25,S08000016,5 - 14,All,8,5.5,45.5
2020,4,2020-10-25,S08000016,15 - 44,All,44,58.5,-24.8
2020,4,2020-10-25,S08000016,45 - 64,All,51,55.5,-8.1
2020,4,2020-10-25,S08000016,65 - 74,All,32,44.5,-28.1
2020,4,2020-10-25,S08000016,75 - 84,All,51,57.5,-11.3
2020,4,2020-10-25,S08000016,85 and over,All,51,53.5,-4.7
2020,4,2020-10-25,S08000016,All ages,All,249,288.5,-13.7
2020,4,2020-10-25,S08000016,All ages,Female,135,148.5,-9.1
2020,4,2020-10-25,S08000016,All ages,Male,101,124,-18.5
2020,4,2020-10-25,S08000017,15 - 44,All,66,71,-7
2020,4,2020-10-25,S08000017,45 - 64,All,68,64.5,5.4
2020,4,2020-10-25,S08000017,65 - 74,All,66,57.5,14.8
2020,4,2020-10-25,S08000017,75 - 84,All,86,81,6.2
2020,4,2020-10-25,S08000017,85 and over,All,59,62.5,-5.6
2020,4,2020-10-25,S08000017,All ages,All,362,359,0.8
2020,4,2020-10-25,S08000017,All ages,Female,166,160.5,3.4
2020,4,2020-10-25,S08000017,All ages,Male,176,170,3.5
2020,4,2020-10-25,S08000019,Under 5,All,14,16,-12.5
2020,4,2020-10-25,S08000019,5 - 14,All,10,14.5,-31
2020,4,2020-10-25,S08000019,15 - 44,All,124,129.5,-4.2
2020,4,2020-10-25,S08000019,45 - 64,All,131,134,-2.2
2020,4,2020-10-25,S08000019,65 - 74,All,76,77.5,-1.9
2020,4,2020-10-25,S08000019,75 - 84,All,141,117.5,20
2020,4,2020-10-25,S08000019,85 and over,All,89,83,7.2
2020,4,2020-10-25,S08000019,All ages,All,609,605.5,0.6
2020,4,2020-10-25,S08000019,All ages,Female,292,281.5,3.7
2020,4,2020-10-25,S08000019,All ages,Male,275,276.5,-0.5
2020,4,2020-10-25,S08000020,Under 5,All,27,33.5,-19.4
2020,4,2020-10-25,S08000020,5 - 14,All,18,12.5,44
2020,4,2020-10-25,S08000020,15 - 44,All,213,231,-7.8
2020,4,2020-10-25,S08000020,45 - 64,All,254,209.5,21.2
2020,4,2020-10-25,S08000020,65 - 74,All,171,144,18.8
2020,4,2020-10-25,S08000020,75 - 84,All,207,198,4.5
2020,4,2020-10-25,S08000020,85 and over,All,151,164.5,-8.2
2020,4,2020-10-25,S08000020,All ages,All,1080,1041,3.7
2020,4,2020-10-25,S08000020,All ages,Female,556,523.5,6.2
2020,4,2020-10-25,S08000020,All ages,Male,457,426,7.3
2020,4,2020-10-25,S08000022,Under 5,All,15,20,-25
2020,4,2020-10-25,S08000022,5 - 14,All,17,10,70
2020,4,2020-10-25,S08000022,15 - 44,All,132,141,-6.4
2020,4,2020-10-25,S08000022,45 - 64,All,146,148,-1.4
2020,4,2020-10-25,S08000022,65 - 74,All,118,127,-7.1
2020,4,2020-10-25,S08000022,75 - 84,All,168,174.5,-3.7
2020,4,2020-10-25,S08000022,85 and over,All,132,133,-0.8
2020,4,2020-10-25,S08000022,All ages,All,763,815,-6.4
2020,4,2020-10-25,S08000022,All ages,Female,383,362.5,5.7
2020,4,2020-10-25,S08000022,All ages,Male,314,346,-9.2
2020,4,2020-10-25,S08000024,Under 5,All,30,60,-50
2020,4,2020-10-25,S08000024,5 - 14,All,20,34.5,-42
2020,4,2020-10-25,S08000024,15 - 44,All,381,423,-9.9
2020,4,2020-10-25,S08000024,45 - 64,All,384,379,1.3
2020,4,2020-10-25,S08000024,65 - 74,All,245,206.5,18.6
2020,4,2020-10-25,S08000024,75 - 84,All,248,265,-6.4
2020,4,2020-10-25,S08000024,85 and over,All,226,197,14.7
2020,4,2020-10-25,S08000024,All ages,All,1613,1667.5,-3.3
2020,4,2020-10-25,S08000024,All ages,Female,792,804,-1.5
2020,4,2020-10-25,S08000024,All ages,Male,700,682.5,2.6
2020,4,2020-10-25,S08000025,15 - 44,All,6,4.5,33.3
2020,4,2020-10-25,S08000025,45 - 64,All,11,5.5,100
2020,4,2020-10-25,S08000025,65 - 74,All,11,10,10
2020,4,2020-10-25,S08000025,75 - 84,All,11,11.5,-4.3
2020,4,2020-10-25,S08000025,85 and over,All,8,9.5,-15.8
2020,4,2020-10-25,S08000025,All ages,All,47,43,9.3
2020,4,2020-10-25,S08000025,All ages,Female,19,23,-17.4
2020,4,2020-10-25,S08000025,All ages,Male,27,16.5,63.6
2020,4,2020-10-25,S08000026,15 - 44,All,7,7,0
2020,4,2020-10-25,S08000026,45 - 64,All,9,9,0
2020,4,2020-10-25,S08000026,65 - 74,All,13,9,44.4
2020,4,2020-10-25,S08000026,85 and over,All,6,5,20
2020,4,2020-10-25,S08000026,All ages,All,41,38,7.9
2020,4,2020-10-25,S08000026,All ages,Female,16,18.5,-13.5
2020,4,2020-10-25,S08000026,All ages,Male,20,16.5,21.2
2020,4,2020-10-25,S08000028,15 - 44,All,14,8.5,64.7
2020,4,2020-10-25,S08000028,45 - 64,All,9,14,-35.7
2020,4,2020-10-25,S08000028,65 - 74,All,12,12.5,-4
2020,4,2020-10-25,S08000028,75 - 84,All,17,20.5,-17.1
2020,4,2020-10-25,S08000028,85 and over,All,19,14,35.7
2020,4,2020-10-25,S08000028,All ages,All,75,73,2.7
2020,4,2020-10-25,S08000028,All ages,Female,40,34.5,15.9
2020,4,2020-10-25,S08000028,All ages,Male,29,30,-3.3
2020,4,2020-10-25,S08000029,Under 5,All,24,20.5,17.1
2020,4,2020-10-25,S08000029,5 - 14,All,8,18,-55.6
2020,4,2020-10-25,S08000029,15 - 44,All,181,180.5,0.3
2020,4,2020-10-25,S08000029,45 - 64,All,147,166,-11.4
2020,4,2020-10-25,S08000029,65 - 74,All,126,130,-3.1
2020,4,2020-10-25,S08000029,75 - 84,All,158,156.5,1
2020,4,2020-10-25,S08000029,85 and over,All,121,111.5,8.5
2020,4,2020-10-25,S08000029,All ages,All,788,812,-3
2020,4,2020-10-25,S08000029,All ages,Female,399,398,0.3
2020,4,2020-10-25,S08000029,All ages,Male,349,350,-0.3
2020,4,2020-10-25,S08000030,Under 5,All,17,37,-54.1
2020,4,2020-10-25,S08000030,5 - 14,All,12,20,-40
2020,4,2020-10-25,S08000030,15 - 44,All,177,203.5,-13
2020,4,2020-10-25,S08000030,45 - 64,All,208,189,10.1
2020,4,2020-10-25,S08000030,65 - 74,All,131,118.5,10.5
2020,4,2020-10-25,S08000030,75 - 84,All,149,170.5,-12.6
2020,4,2020-10-25,S08000030,85 and over,All,152,150,1.3
2020,4,2020-10-25,S08000030,All ages,All,884,936,-5.6
2020,4,2020-10-25,S08000030,All ages,Female,411,432,-4.9
2020,4,2020-10-25,S08000030,All ages,Male,418,414.5,0.8
2020,4,2020-10-25,S08000031,Under 5,All,54,92,-41.3
2020,4,2020-10-25,S08000031,5 - 14,All,26,43.5,-40.2
2020,4,2020-10-25,S08000031,15 - 44,All,602,664.5,-9.4
2020,4,2020-10-25,S08000031,45 - 64,All,666,646,3.1
2020,4,2020-10-25,S08000031,65 - 74,All,412,371.5,10.9
2020,4,2020-10-25,S08000031,75 - 84,All,486,473.5,2.6
2020,4,2020-10-25,S08000031,85 and over,All,352,334,5.4
2020,4,2020-10-25,S08000031,All ages,All,2739,2809,-2.5
2020,4,2020-10-25,S08000031,All ages,Female,1349,1262,6.9
2020,4,2020-10-25,S08000031,All ages,Male,1169,1240,-5.7
2020,4,2020-10-25,S08000032,Under 5,All,26,52.5,-50.5
2020,4,2020-10-25,S08000032,5 - 14,All,17,25.5,-33.3
2020,4,2020-10-25,S08000032,15 - 44,All,277,288.5,-4
2020,4,2020-10-25,S08000032,45 - 64,All,377,343.5,9.8
2020,4,2020-10-25,S08000032,65 - 74,All,250,208.5,19.9
2020,4,2020-10-25,S08000032,75 - 84,All,318,263.5,20.7
2020,4,2020-10-25,S08000032,85 and over,All,179,177,1.1
2020,4,2020-12-06,S08000020,65 - 74,All,140,170,-17.6
2020,4,2020-12-06,S08000020,75 - 84,All,218,229,-4.8
2020,4,2020-12-06,S08000020,85 and over,All,184,197,-6.6
2020,4,2020-12-06,S08000020,All ages,All,1068,1176,-9.2
2020,4,2020-12-06,S08000020,All ages,Female,522,543.5,-4
2020,4,2020-12-06,S08000020,All ages,Male,476,530.5,-10.3
2020,4,2020-12-06,S08000022,Under 5,All,16,33,-51.5
2020,4,2020-12-06,S08000022,5 - 14,All,12,14,-14.3
2020,4,2020-12-06,S08000022,15 - 44,All,120,149.5,-19.7
2020,4,2020-12-06,S08000022,45 - 64,All,168,154.5,8.7
2020,4,2020-12-06,S08000022,65 - 74,All,97,118.5,-18.1
2020,4,2020-12-06,S08000022,75 - 84,All,153,170,-10
2020,4,2020-12-06,S08000022,85 and over,All,126,122.5,2.9
2020,4,2020-10-25,S08000032,All ages,Male,673,645.5,4.3
2020,4,2020-10-25,S92000003,Under 5,All,234,384.5,-39.1
2020,4,2020-10-25,S92000003,5 - 14,All,147,211,-30.3
2020,4,2020-10-25,S92000003,15 - 44,All,2418,2605.5,-7.2
2020,4,2020-10-25,S92000003,45 - 64,All,2678,2582.5,3.7
2020,4,2020-10-25,S92000003,65 - 74,All,1840,1689,8.9
2020,4,2020-10-25,S92000003,75 - 84,All,2257,2191,3
2020,4,2020-10-25,S92000003,85 and over,All,1719,1634,5.2
2020,4,2020-10-25,S92000003,All ages,All,11799,11934,-1.1
2020,4,2020-10-25,S92000003,All ages,Female,5834,5616.5,3.9
2020,4,2020-10-25,S92000003,All ages,Male,5155,5185,-0.6
2020,4,2020-11-01,S08000015,Under 5,All,15,32.5,-53.8
2020,4,2020-11-01,S08000015,5 - 14,All,7,22,-68.2
2020,4,2020-11-01,S08000015,15 - 44,All,163,198.5,-17.9
2020,4,2020-11-01,S08000015,45 - 64,All,222,223.5,-0.7
2020,4,2020-11-01,S08000015,65 - 74,All,141,151.5,-6.9
2020,4,2020-11-01,S08000015,75 - 84,All,214,202,5.9
2020,4,2020-11-01,S08000015,85 and over,All,123,152,-19.1
2020,4,2020-11-01,S08000015,All ages,All,914,1015,-10
2020,4,2020-11-01,S08000015,All ages,Female,449,492.5,-8.8
2020,4,2020-11-01,S08000015,All ages,Male,413,460,-10.2
2020,4,2020-11-01,S08000016,Under 5,All,5,6,-16.7
2020,4,2020-11-01,S08000016,15 - 44,All,41,53,-22.6
2020,4,2020-11-01,S08000016,45 - 64,All,48,55,-12.7
2020,4,2020-11-01,S08000016,65 - 74,All,40,49.5,-19.2
2020,4,2020-11-01,S08000016,75 - 84,All,44,67,-34.3
2020,4,2020-11-01,S08000016,85 and over,All,48,56.5,-15
2020,4,2020-11-01,S08000016,All ages,All,238,301.5,-21.1
2020,4,2020-11-01,S08000016,All ages,Female,107,161.5,-33.7
2020,4,2020-11-01,S08000016,All ages,Male,113,123.5,-8.5
2020,4,2020-11-01,S08000017,Under 5,All,9,11.5,-21.7
2020,4,2020-11-01,S08000017,15 - 44,All,49,54.5,-10.1
2020,4,2020-11-01,S08000017,45 - 64,All,57,69.5,-18
2020,4,2020-11-01,S08000017,65 - 74,All,48,53.5,-10.3
2020,4,2020-11-01,S08000017,75 - 84,All,61,84.5,-27.8
2020,4,2020-11-01,S08000017,85 and over,All,70,77,-9.1
2020,4,2020-11-01,S08000017,All ages,All,303,369.5,-18
2020,4,2020-11-01,S08000017,All ages,Female,144,188,-23.4
2020,4,2020-11-01,S08000017,All ages,Male,145,152.5,-4.9
2020,4,2020-11-01,S08000019,Under 5,All,9,24,-62.5
2020,4,2020-11-01,S08000019,5 - 14,All,6,10.5,-42.9
2020,4,2020-11-01,S08000019,15 - 44,All,115,130,-11.5
2020,4,2020-11-01,S08000019,45 - 64,All,133,133,0
2020,4,2020-11-01,S08000019,65 - 74,All,102,93,9.7
2020,4,2020-11-01,S08000019,75 - 84,All,118,114.5,3.1
2020,4,2020-11-01,S08000019,85 and over,All,79,88.5,-10.7
2020,4,2020-11-01,S08000019,All ages,All,586,624,-6.1
2020,4,2020-11-01,S08000019,All ages,Female,293,289,1.4
2020,4,2020-11-01,S08000019,All ages,Male,252,277,-9
2020,4,2020-11-01,S08000020,Under 5,All,25,32,-21.9
2020,4,2020-11-01,S08000020,5 - 14,All,23,14.5,58.6
2020,4,2020-11-01,S08000020,15 - 44,All,226,250,-9.6
2020,4,2020-11-01,S08000020,45 - 64,All,209,241,-13.3
2020,4,2020-11-01,S08000020,65 - 74,All,158,147,7.5
2020,4,2020-11-01,S08000020,75 - 84,All,169,213,-20.7
2020,4,2020-11-01,S08000020,85 and over,All,152,175,-13.1
2020,4,2020-11-01,S08000020,All ages,All,989,1124,-12
2020,4,2020-11-01,S08000020,All ages,Female,491,529,-7.2
2020,4,2020-11-01,S08000020,All ages,Male,441,501,-12
